target_id 	 Ck_1 	 CK_2 	 CK_3 	 ET_1 	 ET_2 	 ET_3 	 MJ_1 	 MJ_2 	 MJ_3 
CRO_T120720	4	2	4	4	3	1	3	4	2
CRO_T120721	0	0	0	0	0	0	0	0	0
CRO_T120723	63	58	84	71	58	51	55	53	56
CRO_T120725	0	0	0	0	0	0	0	0	0
CRO_T120726	0	0	0	0	0	0	0	0	0
CRO_T120727	57	48	72	58	55	54	55	65	58
CRO_T120728	0	0	0	0	0	0	0	0	0
CRO_T120729	0	0	0	0	0	0	0	0	0
CRO_T120730	0	0	0	0	0	0	0	0	0
CRO_T120731	0	0	0	0	0	0	0	0	0
CRO_T120732	0	0	0	0	0	0	0	0	0
CRO_T120733	10	9	14	14	5	8	8	4	7
CRO_T120734	0	0	0	0	0	0	0	0	0
CRO_T120736	0	0	0	0	0	0	0	0	0
CRO_T120737	0	0	0	0	0	0	0	0	0
CRO_T120738	0	0	0	0	0	0	0	0	0
CRO_T120740	0	0	0	0	0	0	0	0	0
CRO_T120741	0	0	0	0	0	0	0	0	0
CRO_T120742	0	0	0	0	0	0	0	0	0
CRO_T120743	0	0	0	0	0	0	0	0	0
CRO_T120744	0	0	0	0	0	0	0	0	0
CRO_T120745	0	0	0	0	0	0	0	0	0
CRO_T120747	0	0	0	0	0	0	0	0	0
CRO_T120748	0	0	0	0	0	0	0	0	0
CRO_T120749	1	1	1	1	0	1	1	0	1
CRO_T120751	26	23	21	21	21	24	20	22	23
CRO_T120752	9	11	10	10	10	11	9	7	9
CRO_T120753	11	9	11	12	12	10	9	12	11
CRO_T120754	0	0	0	0	0	0	0	0	0
CRO_T120755	0	0	0	0	0	0	0	0	0
CRO_T120756	0	0	0	0	0	0	0	0	0
CRO_T120757	46	36	51	42	36	47	44	49	43
CRO_T120758	0	0	0	0	0	0	0	0	0
CRO_T120759	0	0	0	0	0	0	0	0	0
CRO_T120761	15	14	17	16	15	17	14	14	15
CRO_T120763	0	0	0	0	0	0	0	0	0
CRO_T120764	0	0	0	0	0	0	0	0	0
CRO_T120765	1	1	3	1	1	2	1	1	1
CRO_T120766	0	0	0	0	0	0	0	0	0
CRO_T120767	0	0	0	0	0	0	0	0	0
CRO_T120768	0	0	0	0	0	0	0	0	0
CRO_T120769	0	0	0	0	0	0	0	0	0
CRO_T120772	0	0	0	0	0	0	0	0	0
CRO_T120773	0	0	0	0	0	0	0	0	0
CRO_T120774	0	0	0	0	0	0	0	0	0
CRO_T120775	0	0	0	0	0	0	0	0	0
CRO_T120776	0	0	0	0	0	0	0	0	0
CRO_T120777	0	0	0	0	0	0	0	0	0
CRO_T120778	1	1	3	2	2	3	2	3	1
CRO_T120779	0	0	0	0	0	0	0	0	0
CRO_T120780	0	0	0	0	0	0	0	0	0
CRO_T120781	0	0	0	0	0	0	0	0	0
CRO_T120782	0	0	0	0	0	0	0	0	0
CRO_T120783	0	0	0	0	0	0	0	0	0
CRO_T120784	0	0	0	0	0	0	0	0	0
CRO_T120785	0	0	0	0	0	0	0	0	0
CRO_T120786	0	0	0	0	0	0	0	0	0
CRO_T120787	0	0	0	0	0	0	0	0	0
CRO_T120788	0	0	0	0	0	0	0	0	0
CRO_T120790	0	0	0	0	0	0	0	0	0
CRO_T120792	0	0	0	0	0	0	0	0	0
CRO_T120793	0	0	0	0	0	0	0	0	0
CRO_T120794	0	0	0	0	0	0	0	0	0
CRO_T120795	0	0	0	0	0	0	0	0	0
CRO_T120796	0	0	0	0	0	0	0	0	0
CRO_T120799	0	0	0	0	0	0	0	0	0
CRO_T120801	0	0	0	0	0	0	0	0	0
CRO_T120802	0	0	0	0	0	0	1	0	1
CRO_T120803	0	0	0	0	0	0	0	0	0
CRO_T120804	0	0	0	0	0	0	0	0	0
CRO_T120806	0	0	0	0	0	0	0	0	0
CRO_T120809	0	0	0	0	0	0	0	0	0
CRO_T120810	0	0	0	0	0	0	0	0	0
CRO_T120811	0	0	0	0	0	0	0	0	0
CRO_T120812	22	22	24	26	23	22	24	23	23
CRO_T120813	0	0	0	0	0	0	0	0	0
CRO_T120814	0	0	0	0	0	0	0	0	0
CRO_T120815	24	21	21	19	22	21	26	26	23
CRO_T120817	0	0	0	0	0	0	0	0	0
CRO_T120818	0	0	0	0	0	0	0	0	0
CRO_T120819	0	0	0	0	0	0	0	0	0
CRO_T120820	0	0	0	0	0	0	0	0	0
CRO_T120821	25	18	28	23	23	20	23	24	23
CRO_T120823	0	0	0	0	0	0	0	0	0
CRO_T120826	0	0	0	0	0	0	0	0	0
CRO_T120827	0	0	0	0	0	0	0	0	0
CRO_T120828	0	0	0	0	0	0	0	0	0
CRO_T120829	5	4	5	4	3	7	5	3	4
CRO_T120831	37	30	44	33	37	30	29	35	33
CRO_T120832	0	0	0	0	0	0	0	0	0
CRO_T120833	0	0	0	0	0	0	0	0	0
CRO_T120834	0	0	0	0	0	0	0	0	0
CRO_T120836	0	0	0	0	0	0	0	0	0
CRO_T120838	44	43	49	48	43	48	45	42	43
CRO_T120839	0	0	0	0	0	0	0	0	0
CRO_T120840	1	1	1	1	1	1	0	0	0
CRO_T120841	0	0	0	0	0	0	0	0	0
CRO_T120843	0	0	0	0	0	0	0	0	0
CRO_T120844	0	0	0	0	0	0	0	0	0
CRO_T120845	0	0	0	0	0	0	0	0	0
CRO_T120846	90	104	98	108	108	131	112	105	114
CRO_T120847	0	0	0	0	0	0	0	0	0
CRO_T120848	0	0	0	0	0	0	0	0	0
CRO_T120850	0	0	0	0	0	0	0	0	0
CRO_T120852	0	0	0	0	0	0	0	0	0
CRO_T120854	24	23	28	29	27	27	26	30	28
CRO_T120855	7	8	8	9	7	6	8	12	8
CRO_T120856	11	9	11	12	9	12	14	15	11
CRO_T120857	7	6	6	7	8	7	5	5	6
CRO_T120858	0	0	0	0	0	0	0	0	0
CRO_T120859	5	6	5	6	6	7	4	4	5
CRO_T120860	4	3	3	4	2	4	3	3	1
CRO_T120861	0	0	0	0	0	0	0	0	0
CRO_T120862	7	5	9	9	9	8	4	4	4
CRO_T120863	0	0	0	0	0	0	0	0	0
CRO_T120864	0	0	0	0	0	0	0	0	0
CRO_T120865	2	2	3	2	3	3	3	4	4
CRO_T120866	7	8	9	9	8	9	8	8	8
CRO_T120868	0	0	0	0	0	0	0	0	0
CRO_T120869	0	0	0	0	0	0	0	0	0
CRO_T120870	0	0	0	0	0	0	0	0	0
CRO_T120872	0	0	0	0	0	0	0	0	0
CRO_T120873	0	0	0	0	0	0	0	0	0
CRO_T120874	0	0	0	0	0	0	0	0	0
CRO_T120875	0	0	0	0	0	0	0	0	0
CRO_T120876	5	4	5	4	4	7	8	6	8
CRO_T120877	0	0	0	0	0	0	0	0	0
CRO_T120878	11	11	9	14	8	14	14	15	14
CRO_T120879	0	0	0	0	0	0	0	0	0
CRO_T120880	0	0	0	0	0	0	0	0	0
CRO_T120881	0	0	0	0	0	0	0	0	0
CRO_T120882	0	0	0	0	0	0	0	0	0
CRO_T120883	103	99	108	116	87	104	95	90	94
CRO_T120884	0	0	0	0	0	0	0	0	0
CRO_T120885	0	0	0	0	0	0	0	0	0
CRO_T120886	3	3	2	2	1	5	3	1	3
CRO_T120888	0	0	0	0	0	0	0	0	0
CRO_T120890	0	0	0	0	0	0	0	0	0
CRO_T120893	0	0	0	0	0	0	0	0	0
CRO_T120895	0	0	0	0	0	0	0	0	0
CRO_T120897	0	0	0	0	0	0	0	0	0
CRO_T120898	0	0	0	0	0	0	0	0	0
CRO_T120899	2	1	3	3	3	4	2	3	2
CRO_T120900	2	3	3	3	4	4	4	3	5
CRO_T120901	0	0	0	0	0	0	0	0	0
CRO_T120902	0	0	0	0	0	0	0	0	0
CRO_T120903	0	0	0	0	0	0	0	0	0
CRO_T120904	0	0	0	0	0	0	0	0	0
CRO_T120905	0	0	0	0	0	0	0	0	0
CRO_T120906	0	0	0	0	0	0	0	0	0
CRO_T120907	2	3	3	3	2	5	3	2	3
CRO_T120908	13	12	13	12	12	12	12	14	11
CRO_T120909	17	17	20	21	17	21	20	20	21
CRO_T120910	22	22	25	24	23	28	29	30	30
CRO_T120911	214	209	139	100	165	125	417	472	421
CRO_T120912	11	6	13	11	9	7	8	8	9
CRO_T120913	23	26	32	33	18	22	18	16	18
CRO_T120914	39	39	48	45	43	43	44	44	43
CRO_T120916	21	16	31	21	18	11	11	11	11
CRO_T120917	196	172	217	196	159	234	204	188	208
CRO_T120918	29	25	35	37	33	37	28	32	29
CRO_T120919	56	68	60	67	63	55	56	50	57
CRO_T120920	9	10	12	12	10	9	9	9	9
CRO_T120921	9	8	12	16	11	12	10	12	9
CRO_T120922	11	12	14	13	12	15	13	12	13
CRO_T120923	31	30	33	37	30	33	32	34	37
CRO_T120924	12	11	15	16	16	14	12	14	12
CRO_T120925	20	18	17	18	14	20	39	37	38
CRO_T120926	316	305	331	319	301	277	295	284	295
CRO_T120927	26	29	30	33	28	34	32	29	28
CRO_T120928	1	1	9	24	7	11	2	12	2
CRO_T120929	18	15	19	22	23	15	17	17	16
CRO_T120930	22	20	15	17	16	21	17	18	19
CRO_T120931	0	0	0	0	0	0	0	0	0
CRO_T120932	19	23	30	27	28	33	25	26	23
CRO_T120933	52	57	62	59	54	56	61	57	55
CRO_T120934	126	140	128	138	116	182	139	123	153
CRO_T120935	22	18	25	25	24	19	20	23	20
CRO_T120936	0	0	0	0	0	0	0	0	0
CRO_T120937	14	12	34	86	23	42	21	44	19
CRO_T120938	0	0	0	0	0	0	0	0	0
CRO_T120939	2	2	3	3	4	3	3	2	3
CRO_T120940	0	0	0	0	0	0	0	0	0
CRO_T120941	0	0	0	1	1	0	0	1	1
CRO_T120942	0	0	0	0	0	0	0	0	0
CRO_T120943	0	0	0	0	0	0	0	0	0
CRO_T120944	0	0	0	0	0	0	0	0	0
CRO_T120945	0	0	0	0	0	0	0	0	0
CRO_T120947	0	0	0	0	0	0	0	0	0
CRO_T120949	0	0	0	0	0	0	0	0	0
CRO_T120950	0	0	0	0	0	0	0	0	0
CRO_T120951	0	0	0	0	0	0	0	0	0
CRO_T120952	0	0	0	0	0	0	0	0	0
CRO_T120953	0	0	0	0	0	0	0	0	0
CRO_T120954	0	0	0	0	0	0	0	0	0
CRO_T120955	0	0	0	1	0	0	0	0	0
CRO_T120956	0	0	0	0	0	0	0	0	0
CRO_T120957	0	0	0	0	0	0	0	0	0
CRO_T120958	0	0	0	0	0	0	0	0	0
CRO_T120959	35	20	29	35	26	21	22	26	21
CRO_T120960	6	5	7	9	8	6	3	2	3
CRO_T120961	33	28	37	30	29	27	22	27	22
CRO_T120962	17	21	24	14	10	18	12	10	13
CRO_T120963	13	13	12	12	12	17	12	10	12
CRO_T120964	24	26	22	23	24	28	25	21	25
CRO_T120965	1	1	1	1	2	2	1	0	1
CRO_T120966	3	4	4	4	4	5	4	3	3
CRO_T120967	8	6	9	8	8	8	6	6	6
CRO_T120969	19	17	21	20	19	23	18	19	17
CRO_T120970	109	119	136	128	128	113	112	102	112
CRO_T120971	20	22	28	26	19	28	19	24	25
CRO_T120972	10	8	11	11	9	11	13	11	10
CRO_T120974	7	5	5	7	4	8	5	4	6
CRO_T120975	4	4	4	4	4	3	4	4	3
CRO_T120976	19	19	22	20	18	24	21	19	20
CRO_T120977	17	18	18	20	20	21	18	17	17
CRO_T120978	8	8	12	13	8	11	9	8	8
CRO_T120979	25	23	27	28	28	29	24	26	25
CRO_T120980	14	11	9	10	9	12	11	7	13
CRO_T120981	7	8	8	9	7	10	8	7	9
CRO_T120982	28	26	30	30	24	28	18	24	22
CRO_T120983	25	36	22	24	20	42	26	14	24
CRO_T120984	10	10	13	14	13	13	12	14	11
CRO_T120985	11	11	15	12	12	15	14	14	14
CRO_T120986	34	29	43	38	41	31	33	34	34
CRO_T120987	0	0	0	0	0	0	0	0	0
CRO_T120988	3	4	3	5	6	5	4	4	3
CRO_T120989	11	10	12	11	11	12	11	11	11
CRO_T120990	2	2	3	3	2	2	2	2	3
CRO_T120992	10	12	8	10	7	23	9	5	10
CRO_T120993	0	0	0	0	0	0	0	0	0
CRO_T120994	0	0	0	0	0	0	0	0	0
CRO_T120996	0	0	0	0	0	0	0	0	0
CRO_T120997	0	0	0	0	0	0	0	0	0
CRO_T121000	47	38	62	61	68	44	47	51	53
CRO_T121001	24	18	31	30	31	23	25	26	30
CRO_T121002	0	0	0	0	0	0	0	0	0
CRO_T121004	0	0	0	0	0	0	0	0	0
CRO_T121005	0	0	0	0	0	0	0	0	0
CRO_T121006	0	0	0	0	0	0	0	0	0
CRO_T121008	0	0	0	0	0	0	0	0	0
CRO_T121009	0	0	0	0	0	0	0	0	0
CRO_T121010	0	0	0	0	0	0	0	0	0
CRO_T121011	0	0	0	0	0	0	0	0	0
CRO_T121012	0	0	0	0	0	0	0	0	0
CRO_T121013	0	0	0	0	0	0	0	0	0
CRO_T121014	0	0	0	0	0	0	0	0	0
CRO_T121015	0	0	1	0	0	0	0	0	0
CRO_T121016	0	0	0	0	0	0	0	0	0
CRO_T121018	0	0	0	0	0	0	0	0	0
CRO_T121019	0	0	0	0	0	0	0	0	0
CRO_T121021	0	0	0	0	0	0	0	0	0
CRO_T121022	38	37	46	44	48	39	42	40	40
CRO_T121023	6	3	6	5	3	2	5	7	6
CRO_T121024	0	0	0	0	0	0	0	0	0
CRO_T121025	323	278	245	304	237	366	294	272	295
CRO_T121026	0	0	0	0	0	0	0	0	0
CRO_T121027	0	0	0	0	0	0	0	0	0
CRO_T121028	7	10	9	11	6	13	7	10	5
CRO_T121032	0	0	0	0	0	0	0	0	0
CRO_T121034	0	0	0	0	0	0	0	0	0
CRO_T121035	0	0	0	0	0	0	0	0	0
CRO_T121037	0	0	0	0	0	0	0	0	0
CRO_T121039	0	0	0	0	0	0	0	0	0
CRO_T121040	0	0	0	0	0	0	0	0	0
CRO_T121042	0	0	0	0	0	0	0	0	0
CRO_T121043	0	0	0	0	0	0	0	0	0
CRO_T121044	1	2	1	0	1	1	1	0	0
CRO_T121045	16	17	21	21	19	19	21	19	20
CRO_T121046	0	0	0	0	0	0	0	0	0
CRO_T121047	0	0	0	0	0	0	0	0	0
CRO_T121048	0	0	0	0	0	0	0	0	0
CRO_T121049	0	0	0	0	0	0	0	0	0
CRO_T121050	0	0	0	0	0	0	0	0	0
CRO_T121051	83	89	79	59	68	69	60	60	55
CRO_T121052	0	1	0	1	1	0	0	0	0
CRO_T121053	0	0	0	0	0	0	0	0	0
CRO_T121054	0	0	0	0	0	0	0	0	0
CRO_T121055	81	78	71	68	69	64	75	71	76
CRO_T121057	0	0	0	0	0	0	0	0	0
CRO_T121058	0	0	0	0	0	0	0	0	0
CRO_T121059	0	0	0	0	0	0	0	0	0
CRO_T121060	0	0	0	0	0	0	0	0	0
CRO_T121061	0	0	0	0	0	0	0	0	0
CRO_T121063	0	0	0	0	0	0	0	0	0
CRO_T121066	36	36	36	33	29	33	42	42	37
CRO_T121067	0	0	0	0	0	0	0	0	0
CRO_T121068	118	97	135	119	103	88	98	100	99
CRO_T121069	6	5	8	6	6	7	6	8	7
CRO_T121072	0	0	0	0	0	0	0	0	0
CRO_T121073	0	0	0	0	0	0	0	0	0
CRO_T121076	0	0	0	0	0	0	0	0	0
CRO_T121077	0	0	0	0	0	0	0	0	0
CRO_T121078	16	12	42	47	30	24	42	56	48
CRO_T121079	14	13	19	18	16	15	17	20	17
CRO_T121080	6	5	7	7	6	5	5	5	5
CRO_T121081	22	18	30	20	28	21	42	51	43
CRO_T121082	3	2	4	3	4	4	4	4	4
CRO_T121083	65	75	74	64	70	83	77	75	75
CRO_T121084	1	1	2	2	1	2	1	1	1
CRO_T121085	53	47	71	87	73	68	66	78	72
CRO_T121086	27	26	33	33	30	31	30	30	30
CRO_T121087	10	8	12	14	10	11	9	12	12
CRO_T121088	45	49	63	61	58	51	53	54	52
CRO_T121089	14	8	18	13	15	10	11	14	10
CRO_T121090	28	21	21	18	20	22	19	22	18
CRO_T121091	10	8	12	9	13	11	7	8	7
CRO_T121092	3	1	2	1	1	2	0	2	0
CRO_T121093	3	0	2	1	5	3	0	1	0
CRO_T121094	25	22	25	24	27	29	23	21	24
CRO_T121095	7	6	8	7	8	7	8	7	8
CRO_T121096	7	6	7	8	8	9	5	6	5
CRO_T121097	6	7	9	8	7	9	9	6	7
CRO_T121098	1116	1039	1275	1062	1033	1076	1004	1083	1003
CRO_T121100	1	1	3	4	2	3	2	2	2
CRO_T121101	5	2	5	5	3	4	5	5	4
CRO_T121103	185	213	215	203	158	241	222	198	214
CRO_T121104	8	4	6	8	4	9	8	8	6
CRO_T121105	5	6	6	5	5	5	4	6	4
CRO_T121106	4	1	1	2	3	1	1	2	1
CRO_T121107	0	1	0	0	0	1	0	0	0
CRO_T121108	25	23	27	30	25	28	26	24	28
CRO_T121109	4	4	5	5	6	3	3	4	3
CRO_T121110	18	17	19	19	18	22	22	20	19
CRO_T121111	0	0	0	0	0	0	0	0	0
CRO_T121112	0	0	0	0	0	0	0	0	0
CRO_T121113	12	11	14	14	13	13	10	13	11
CRO_T121114	116	109	128	134	121	129	139	141	136
CRO_T121115	21	24	35	25	29	28	24	28	24
CRO_T121117	0	0	0	0	0	0	0	0	0
CRO_T121118	0	0	0	0	0	0	0	0	0
CRO_T121119	0	0	0	0	0	0	0	0	0
CRO_T121120	1	3	2	2	1	4	8	13	9
CRO_T121121	253	251	283	288	249	162	228	220	236
CRO_T121122	0	0	0	0	0	0	0	0	0
CRO_T121123	51	47	65	62	57	58	57	62	56
CRO_T121124	6	6	6	6	6	8	8	6	7
CRO_T121125	11	13	14	13	10	20	16	13	16
CRO_T121126	2	1	2	3	2	1	3	1	5
CRO_T121127	107	113	127	149	117	143	200	201	208
CRO_T121128	8	8	9	8	7	8	7	6	7
CRO_T121129	2	2	3	3	2	2	3	3	3
CRO_T121130	10	10	12	10	9	14	11	9	11
CRO_T121131	42	44	36	41	32	38	38	32	41
CRO_T121132	12	12	9	10	7	16	11	7	11
CRO_T121133	5	6	5	5	6	6	3	4	5
CRO_T121134	2	2	3	2	2	2	3	2	3
CRO_T121135	85	83	97	93	92	86	97	107	94
CRO_T121136	58	61	49	55	51	71	59	48	57
CRO_T121137	349	326	407	352	308	314	415	419	425
CRO_T121138	30	26	34	33	31	31	31	35	33
CRO_T121139	1	1	1	0	0	2	0	1	0
CRO_T121140	35	30	37	36	32	31	37	34	36
CRO_T121142	4	5	3	2	2	5	3	2	3
CRO_T121144	23	25	20	19	20	25	19	15	17
CRO_T121145	1	3	3	3	3	4	3	3	4
CRO_T121146	0	0	0	0	0	0	0	0	0
CRO_T121148	3	1	2	4	1	1	2	3	5
CRO_T121149	0	0	0	0	0	0	0	0	0
CRO_T121150	32	31	39	35	34	37	35	35	36
CRO_T121151	60	56	61	61	46	62	55	47	55
CRO_T121152	3	2	4	5	3	4	4	3	3
CRO_T121153	2	2	2	2	2	3	2	2	3
CRO_T121155	13	14	17	17	15	18	17	15	17
CRO_T121156	27	21	33	33	32	27	22	27	22
CRO_T121157	3	3	3	4	3	5	3	3	2
CRO_T121158	1	0	1	0	1	0	1	1	1
CRO_T121159	10	9	12	12	11	11	11	12	11
CRO_T121160	52	54	54	56	54	66	60	51	62
CRO_T121161	37	38	41	45	44	42	41	43	39
CRO_T121162	45	43	40	39	34	39	42	49	44
CRO_T121163	21	19	22	23	21	23	21	21	22
CRO_T121164	17	18	21	22	18	22	23	19	23
CRO_T121165	2	2	4	2	2	2	2	2	2
CRO_T121166	0	0	0	0	0	0	0	0	0
CRO_T121167	40	36	41	45	39	42	36	35	39
CRO_T121168	20	18	22	19	19	19	19	19	20
CRO_T121169	4	4	4	3	2	4	4	4	4
CRO_T121170	8	7	10	9	7	8	7	6	8
CRO_T121171	0	0	0	0	0	0	0	0	0
CRO_T121172	114	77	110	108	128	93	87	95	89
CRO_T121173	29	30	32	32	31	27	27	28	29
CRO_T121174	30	28	28	46	29	28	31	30	32
CRO_T121175	56	44	56	50	47	43	48	49	50
CRO_T121176	0	0	0	0	1	0	0	1	0
CRO_T121178	3	4	3	4	4	4	3	3	4
CRO_T121179	18	17	20	20	18	20	19	21	21
CRO_T121180	27	30	27	27	28	28	27	23	26
CRO_T121181	70	83	67	64	48	97	97	73	96
CRO_T121182	9	10	9	8	5	18	12	7	13
CRO_T121183	1	1	2	2	2	2	3	4	3
CRO_T121184	0	0	0	0	0	0	0	0	0
CRO_T121185	0	0	0	0	0	0	0	0	0
CRO_T121186	0	0	0	0	0	0	0	0	0
CRO_T121188	9	8	9	10	9	11	9	7	8
CRO_T121190	130	106	664	459	336	326	203	302	203
CRO_T121191	1	2	3	4	2	3	3	3	3
CRO_T121192	0	0	0	0	0	1	0	0	0
CRO_T121193	1	0	0	1	0	2	1	2	1
CRO_T121194	19	19	22	18	28	22	66	94	69
CRO_T121195	0	0	0	0	0	0	0	0	0
CRO_T121197	5	5	9	12	4	8	10	7	10
CRO_T121198	8	11	11	13	8	11	10	12	9
CRO_T121199	13	13	15	16	17	15	14	15	14
CRO_T121200	0	0	0	0	0	0	0	0	0
CRO_T121201	105	100	116	116	97	113	113	115	111
CRO_T121202	0	0	0	0	0	0	0	0	0
CRO_T121203	55	59	55	57	49	55	56	53	63
CRO_T121204	10	12	14	15	10	10	10	10	9
CRO_T121205	0	0	0	0	0	1	0	0	1
CRO_T121206	21	19	21	20	22	20	19	21	19
CRO_T121207	32	35	26	35	37	41	36	32	32
CRO_T121209	5	3	4	4	4	4	3	4	5
CRO_T121210	8	7	6	10	6	15	14	11	13
CRO_T121211	33	29	37	37	36	50	40	34	44
CRO_T121212	1652	1665	1459	1394	1665	1310	1380	1423	1421
CRO_T121213	6	6	8	6	7	6	5	6	5
CRO_T121214	266	199	408	498	316	243	531	439	516
CRO_T121215	0	0	0	0	0	0	0	0	0
CRO_T121216	7	6	9	8	8	7	9	9	8
CRO_T121217	7	5	5	7	8	6	7	8	7
CRO_T121218	18	16	25	23	23	21	27	30	28
CRO_T121219	45	48	46	46	47	49	56	54	54
CRO_T121220	3	4	2	2	1	6	3	1	3
CRO_T121221	11	18	15	11	8	35	16	10	17
CRO_T121222	9	9	13	11	12	12	9	10	10
CRO_T121223	3	1	4	2	2	2	1	2	1
CRO_T121224	8	5	9	7	6	4	4	4	3
CRO_T121225	7	7	9	7	7	6	6	7	7
CRO_T121226	0	0	0	0	0	0	0	0	0
CRO_T121227	27	27	34	30	29	27	28	34	28
CRO_T121228	29	27	30	28	28	25	30	30	30
CRO_T121229	104	113	98	112	103	108	101	93	105
CRO_T121230	10	10	12	16	10	6	12	12	10
CRO_T121231	8	7	8	6	9	5	3	4	4
CRO_T121232	20	19	24	24	21	23	23	20	21
CRO_T121233	17	16	19	18	17	19	18	17	16
CRO_T121234	0	1	0	7	1	9	1	0	0
CRO_T121235	89	103	96	92	88	133	115	93	109
CRO_T121236	17	15	17	19	14	16	19	17	19
CRO_T121237	5	3	4	5	4	5	4	4	4
CRO_T121238	3	3	3	4	3	5	3	3	3
CRO_T121239	31	31	35	37	36	37	35	38	34
CRO_T121240	113	112	120	126	113	118	142	141	133
CRO_T121241	24	23	25	28	25	34	37	36	37
CRO_T121242	17	17	20	19	17	19	18	23	20
CRO_T121243	15	14	20	17	18	17	16	18	16
CRO_T121244	25	25	31	31	28	28	29	25	26
CRO_T121245	613	575	682	697	641	661	529	569	537
CRO_T121246	128	118	124	121	107	122	138	131	127
CRO_T121247	1	1	1	1	1	1	1	2	1
CRO_T121248	178	171	188	191	191	193	184	197	187
CRO_T121249	268	249	286	298	269	285	279	286	293
CRO_T121250	2	3	2	2	1	8	3	2	3
CRO_T121251	23	24	27	32	30	31	18	16	18
CRO_T121253	0	0	0	0	0	0	0	0	0
CRO_T121256	7	5	5	4	6	5	7	8	7
CRO_T121257	19	15	18	20	21	21	16	20	16
CRO_T121258	2483	2780	2642	2419	3029	2241	2425	2347	2403
CRO_T121259	27	37	31	32	24	39	35	29	36
CRO_T121260	4	5	3	5	3	5	3	2	3
CRO_T121261	37	31	42	41	41	37	35	40	33
CRO_T121262	22	21	28	28	26	28	26	26	26
CRO_T121263	4	3	8	7	5	5	3	6	4
CRO_T121264	22	23	26	27	24	24	26	27	28
CRO_T121265	15	14	18	18	18	17	18	19	17
CRO_T121266	13	13	20	24	19	18	9	20	11
CRO_T121267	5	4	3	4	2	4	4	2	4
CRO_T121268	20	22	13	17	11	21	15	11	14
CRO_T121269	21	22	14	16	17	22	15	11	14
CRO_T121270	14	12	16	15	16	16	13	13	14
CRO_T121271	30	31	33	43	31	45	31	31	32
CRO_T121272	13	10	10	15	12	14	14	15	12
CRO_T121274	0	0	0	0	0	2	0	0	0
CRO_T121275	0	0	0	0	0	0	0	0	0
CRO_T121276	0	0	0	0	0	2	0	0	0
CRO_T121277	19	18	22	20	19	21	21	21	19
CRO_T121278	9	10	11	14	12	13	12	14	15
CRO_T121280	131	111	178	158	183	192	251	337	246
CRO_T121281	49	47	37	44	47	55	55	50	54
CRO_T121282	3	2	2	3	2	3	2	2	1
CRO_T121283	5	4	8	7	7	7	5	6	5
CRO_T121284	28	32	26	29	29	30	28	25	31
CRO_T121285	11	15	15	16	17	17	13	16	16
CRO_T121286	19	15	23	22	20	18	15	17	16
CRO_T121287	5	4	6	5	5	6	6	6	5
CRO_T121288	19	20	17	22	17	32	20	19	22
CRO_T121289	0	0	0	0	0	0	0	0	0
CRO_T121290	20	20	19	20	18	21	19	20	21
CRO_T121291	15	15	19	19	17	18	16	17	15
CRO_T121292	4	5	5	6	5	6	6	5	5
CRO_T121293	1	2	2	2	1	2	2	1	2
CRO_T121294	197	196	170	254	144	170	378	531	363
CRO_T121295	6	5	6	6	5	5	5	5	5
CRO_T121296	0	0	0	0	0	0	0	0	0
CRO_T121297	8	7	10	11	8	7	11	13	12
CRO_T121298	3	3	2	4	1	4	3	2	3
CRO_T121299	36	36	37	36	31	45	36	41	35
CRO_T121300	3	3	4	6	3	6	3	3	3
CRO_T121302	27	25	24	29	22	31	25	24	26
CRO_T121303	0	0	0	0	0	2	1	0	0
CRO_T121304	5	7	4	6	6	7	4	4	5
CRO_T121305	0	0	1	2	1	2	0	2	0
CRO_T121306	4	4	6	8	5	8	4	6	3
CRO_T121307	16	15	15	15	14	13	14	15	14
CRO_T121308	2	3	4	3	3	4	3	2	2
CRO_T121309	6	7	5	6	7	8	6	3	5
CRO_T121310	19	23	21	20	23	25	20	15	19
CRO_T121311	38	26	20	29	22	28	25	25	28
CRO_T121312	14	14	20	18	19	15	17	18	16
CRO_T121314	0	1	0	1	0	1	0	1	1
CRO_T121315	0	0	0	0	0	1	0	0	0
CRO_T121316	4	4	5	4	4	6	4	3	3
CRO_T121317	68	60	69	68	55	66	63	69	64
CRO_T121318	96	89	89	82	79	86	99	90	95
CRO_T121319	0	0	0	0	0	0	0	0	0
CRO_T121320	67	67	80	68	69	58	66	65	71
CRO_T121321	39	37	38	40	41	42	44	42	42
CRO_T121322	26	27	26	24	22	32	22	22	25
CRO_T121323	39	32	35	46	25	35	33	22	31
CRO_T121324	20	16	28	27	22	21	17	18	17
CRO_T121327	9	10	11	11	12	12	11	10	11
CRO_T121328	9	7	7	5	6	12	7	6	8
CRO_T121330	15	14	18	16	17	16	14	14	16
CRO_T121331	0	0	0	0	0	0	0	0	0
CRO_T121332	0	0	0	0	0	0	0	0	0
CRO_T121333	5	5	3	4	1	4	4	2	6
CRO_T121334	8	9	10	10	9	11	10	10	10
CRO_T121335	0	0	0	0	0	0	0	0	0
CRO_T121336	17	13	18	13	13	14	14	17	14
CRO_T121337	12	13	12	13	11	16	12	9	11
CRO_T121340	73	71	65	64	60	63	71	71	76
CRO_T121341	34	29	40	37	33	32	34	32	38
CRO_T121342	71	72	60	57	76	69	40	55	40
