target_id 	 Ck_1 	 CK_2 	 CK_3 	 ET_1 	 ET_2 	 ET_3 	 MJ_1 	 MJ_2 	 MJ_3 
CRO_T112347	12	12	14	14	16	12	12	12	12
CRO_T112348	0	0	0	0	0	0	0	0	0
CRO_T112351	6	6	9	6	8	6	5	6	5
CRO_T112352	5	3	4	3	4	2	5	3	4
CRO_T112353	16	14	17	16	17	19	16	17	16
CRO_T112354	0	0	0	0	0	0	0	0	0
CRO_T112355	0	0	0	0	0	0	0	0	0
CRO_T112356	0	0	0	0	0	0	0	0	0
CRO_T112357	2	2	2	2	2	2	2	2	1
CRO_T112358	0	0	0	0	0	0	0	0	0
CRO_T112359	0	0	0	0	0	0	0	0	0
CRO_T112360	10	14	10	15	7	15	18	12	16
CRO_T112361	0	0	0	0	0	0	0	0	0
CRO_T112362	7	7	8	7	7	8	7	8	7
CRO_T112363	29	32	51	45	48	36	44	51	43
CRO_T112365	0	0	0	0	0	0	0	0	0
CRO_T112366	0	0	0	0	0	0	0	0	0
CRO_T112367	21	17	42	42	33	29	32	39	32
CRO_T112368	2	2	2	2	3	2	2	2	4
CRO_T112369	0	0	0	0	0	0	0	0	0
CRO_T112370	0	0	0	0	0	0	0	0	0
CRO_T112373	0	0	0	0	0	0	0	0	0
CRO_T112375	1	1	0	1	1	1	1	1	1
CRO_T112376	54	50	64	64	58	59	59	59	59
CRO_T112377	1	1	1	2	1	2	2	1	1
CRO_T112378	11	14	14	17	14	16	14	12	13
CRO_T112379	3	5	3	6	5	5	6	5	6
CRO_T112380	1	2	2	3	2	3	2	3	2
CRO_T112382	0	0	0	0	0	0	0	0	0
CRO_T112384	11	11	11	9	10	13	10	11	11
CRO_T112385	0	0	0	0	0	0	0	0	0
CRO_T112386	0	0	0	0	0	0	0	0	0
CRO_T112388	7	8	9	8	8	9	10	9	9
CRO_T112389	32	32	36	39	40	35	54	55	52
CRO_T112390	0	0	0	0	0	0	0	0	0
CRO_T112391	43	43	46	44	47	44	39	34	38
CRO_T112392	0	0	0	0	0	0	0	0	0
CRO_T112393	14	14	12	10	14	13	12	7	11
CRO_T112394	21	20	25	23	21	25	22	21	21
CRO_T112395	6	5	8	7	6	6	6	8	7
CRO_T112397	8	9	8	10	7	10	9	8	7
CRO_T112398	14	17	15	14	11	18	12	9	10
CRO_T112399	1	0	0	0	0	0	0	0	0
CRO_T112400	12	12	15	13	14	15	14	15	13
CRO_T112401	15	14	20	19	17	17	15	17	16
CRO_T112402	11	14	21	18	19	19	14	15	16
CRO_T112403	16	13	16	16	14	14	17	19	14
CRO_T112404	5	6	4	3	6	3	5	6	5
CRO_T112405	16	19	19	24	15	19	17	12	17
CRO_T112406	21	26	24	24	20	28	20	22	26
CRO_T112407	41	42	60	44	43	43	25	27	24
CRO_T112408	0	0	0	0	0	0	0	0	0
CRO_T112409	0	0	0	0	0	0	0	0	0
CRO_T112410	7	7	29	54	13	19	2	9	2
CRO_T112411	87	110	77	92	97	99	84	76	83
CRO_T112412	0	0	0	0	0	0	0	0	0
CRO_T112413	0	0	0	0	0	0	0	0	0
CRO_T112414	0	0	0	0	0	0	0	0	0
CRO_T112415	5	3	8	8	4	4	3	4	2
CRO_T112416	23	17	22	21	32	16	16	26	19
CRO_T112417	51	39	60	43	53	39	50	60	49
CRO_T112418	112	112	91	87	92	106	98	88	106
CRO_T112419	81	90	70	79	83	90	73	67	72
CRO_T112420	0	0	0	0	0	0	0	0	0
CRO_T112422	15	15	14	16	13	18	14	12	15
CRO_T112423	0	0	0	0	0	0	0	0	0
CRO_T112424	5	5	4	4	5	6	13	8	13
CRO_T112425	81	80	102	93	103	94	254	185	258
CRO_T112426	14	14	15	13	12	16	16	14	17
CRO_T112427	216	220	191	235	175	279	224	204	228
CRO_T112428	10	7	5	7	5	9	5	3	5
CRO_T112430	165	160	159	182	153	194	163	167	157
CRO_T112431	0	0	0	0	0	0	0	0	0
CRO_T112432	10	10	11	11	11	11	11	11	11
CRO_T112433	6	7	8	8	8	9	8	8	7
CRO_T112434	39	36	38	42	29	38	39	34	36
CRO_T112436	0	0	0	0	0	0	0	0	0
CRO_T112437	0	0	0	0	0	0	0	0	0
CRO_T112438	0	0	1	0	1	0	0	0	0
CRO_T112439	0	0	0	0	0	0	0	0	0
CRO_T112440	0	0	0	0	0	0	0	0	0
CRO_T112441	0	0	0	0	0	0	0	0	0
CRO_T112442	0	0	0	0	0	0	0	0	0
CRO_T112443	0	0	0	0	0	0	0	0	0
CRO_T112444	0	0	0	0	0	0	0	0	0
CRO_T112445	0	0	0	0	0	0	0	0	0
CRO_T112447	11	13	15	14	14	16	13	12	11
CRO_T112448	0	0	0	0	0	0	0	0	0
CRO_T112450	0	0	0	1	0	0	0	0	0
CRO_T112451	0	0	0	0	0	0	0	0	0
CRO_T112452	58	52	74	71	79	55	50	58	51
CRO_T112455	0	0	0	0	0	0	0	0	0
CRO_T112456	0	0	0	0	0	0	0	0	0
CRO_T112457	0	0	0	0	0	0	0	0	0
CRO_T112458	0	0	0	0	0	0	0	0	0
CRO_T112462	0	0	0	0	0	0	1	0	1
CRO_T112464	0	0	0	0	0	0	0	0	0
CRO_T112465	0	0	0	0	0	0	0	0	0
CRO_T112466	0	0	0	0	0	0	0	0	0
CRO_T112468	0	0	0	0	0	0	0	0	0
CRO_T112469	15	15	17	16	15	20	17	17	15
CRO_T112470	0	0	0	0	0	0	0	0	0
CRO_T112472	0	0	0	0	0	0	0	0	0
CRO_T112473	0	0	0	0	0	0	0	0	0
CRO_T112474	0	0	0	0	0	0	0	0	0
CRO_T112475	0	0	0	0	0	0	0	0	0
CRO_T112477	0	0	0	0	0	0	0	0	0
CRO_T112478	0	0	0	0	0	0	0	0	0
CRO_T112479	0	0	0	0	0	0	0	0	0
CRO_T112480	74	56	63	70	52	54	46	41	45
CRO_T112481	0	0	0	0	0	0	0	0	0
CRO_T112482	0	0	0	0	0	0	0	0	0
CRO_T112483	0	0	0	0	0	0	0	0	0
CRO_T112484	0	0	0	0	0	0	0	0	0
CRO_T112485	17	17	22	20	18	20	18	20	20
CRO_T112486	0	0	0	0	0	0	0	0	0
CRO_T112487	11	12	10	12	12	12	14	11	13
CRO_T112488	4	4	5	5	6	4	4	2	5
CRO_T112489	0	0	0	0	0	0	0	0	0
CRO_T112490	3	4	2	5	4	5	2	3	3
CRO_T112491	0	0	0	0	0	0	0	0	0
CRO_T112492	0	0	0	0	0	0	0	0	0
CRO_T112493	0	0	0	0	0	0	0	0	0
CRO_T112494	0	0	0	0	0	0	0	0	0
CRO_T112495	0	0	0	0	0	0	0	0	0
CRO_T112496	0	0	0	0	0	0	0	0	0
CRO_T112497	0	0	0	0	0	0	0	0	0
CRO_T112498	18	19	24	24	18	27	20	21	23
CRO_T112499	0	0	0	0	0	0	0	0	0
CRO_T112500	10	11	13	13	12	16	12	13	12
CRO_T112503	0	0	0	0	0	0	0	0	0
CRO_T112504	14	14	17	16	16	13	13	14	15
CRO_T112505	4	5	3	2	2	4	1	1	2
CRO_T112506	0	0	0	0	0	0	0	0	0
CRO_T112507	1	1	1	1	1	1	1	1	2
CRO_T112508	0	0	0	0	0	0	0	0	0
CRO_T112509	0	0	0	0	0	0	0	0	0
CRO_T112511	12	12	11	10	11	17	9	8	9
CRO_T112512	0	0	0	0	0	0	0	0	0
CRO_T112514	26	23	23	22	22	23	17	18	19
CRO_T112515	0	0	0	0	0	0	0	0	0
CRO_T112516	2	2	4	3	3	4	2	2	2
CRO_T112517	10	10	14	9	11	11	9	11	10
CRO_T112518	6	4	3	4	3	4	4	4	6
CRO_T112520	19	19	16	21	17	23	19	17	19
CRO_T112521	0	0	0	0	0	0	0	0	0
CRO_T112524	0	0	0	0	0	0	0	0	0
CRO_T112525	0	0	0	0	0	0	0	0	0
CRO_T112527	0	0	0	0	0	0	0	0	0
CRO_T112528	0	0	0	0	0	0	0	0	0
CRO_T112529	6	6	7	7	9	8	7	7	7
CRO_T112530	0	0	0	0	0	0	0	0	0
CRO_T112531	0	0	0	0	0	0	0	0	0
CRO_T112532	18	19	18	20	16	20	19	21	20
CRO_T112533	0	0	0	0	0	0	0	0	0
CRO_T112535	0	0	0	0	0	0	0	0	0
CRO_T112536	0	0	0	0	0	0	0	0	0
CRO_T112539	0	0	0	0	0	0	0	0	0
CRO_T112541	0	0	0	0	0	0	0	0	0
CRO_T112542	2	0	1	3	2	3	5	4	4
CRO_T112543	13	14	16	16	15	16	14	14	15
CRO_T112544	0	0	0	0	0	0	0	0	0
CRO_T112545	0	0	0	0	0	0	0	0	0
CRO_T112546	0	0	0	0	0	0	0	0	0
CRO_T112547	0	0	0	0	0	0	0	0	0
CRO_T112548	10	9	11	11	11	12	10	10	10
CRO_T112549	0	0	0	1	0	0	1	0	1
CRO_T112550	0	0	0	0	0	0	0	0	0
CRO_T112551	0	0	0	0	0	0	0	0	0
CRO_T112552	3	2	10	6	6	4	2	4	3
CRO_T112553	2	3	10	10	6	5	3	6	4
CRO_T112554	7	7	8	12	9	9	9	7	8
CRO_T112555	0	0	0	0	0	0	0	0	0
CRO_T112556	15	16	15	16	16	18	14	11	13
CRO_T112557	1	0	0	0	0	1	1	0	0
CRO_T112558	0	0	0	0	0	0	0	0	0
CRO_T112559	0	0	0	0	0	0	0	0	0
CRO_T112561	0	0	0	0	0	0	0	0	0
CRO_T112562	10	10	19	28	16	13	5	10	5
CRO_T112563	0	0	0	0	0	0	0	0	0
CRO_T112564	0	0	0	0	0	0	0	0	0
CRO_T112565	0	0	0	0	0	0	0	0	0
CRO_T112566	0	0	0	0	0	0	0	0	0
CRO_T112567	8	9	8	10	9	9	9	11	10
CRO_T112568	0	0	0	0	0	0	0	0	0
CRO_T112570	34	35	40	36	36	39	42	37	42
CRO_T112571	107	113	112	107	95	138	130	108	126
CRO_T112572	0	0	1	0	0	0	0	1	0
CRO_T112573	6	6	5	3	5	4	10	9	11
CRO_T112574	13	12	14	13	13	13	18	21	20
CRO_T112575	6	5	6	6	6	8	6	7	6
CRO_T112576	3	3	3	4	4	3	2	3	2
CRO_T112577	7	7	10	9	10	9	10	10	10
CRO_T112579	3	3	5	5	4	5	5	4	6
CRO_T112580	10	10	11	12	10	9	12	11	11
CRO_T112581	24	32	30	28	27	34	34	37	35
CRO_T112582	19	15	21	20	17	16	15	17	16
CRO_T112583	0	0	0	0	0	0	0	0	0
CRO_T112584	4	5	7	6	4	8	7	5	5
CRO_T112585	9	8	8	9	7	11	10	9	8
CRO_T112586	47	50	52	58	44	56	55	52	56
CRO_T112587	0	0	0	0	0	0	0	0	0
CRO_T112588	0	0	0	3	1	4	0	0	0
CRO_T112589	3	4	4	4	4	5	3	3	3
CRO_T112590	8	6	8	8	8	9	7	7	8
CRO_T112591	6	5	5	4	3	3	6	3	5
CRO_T112592	32	41	30	40	41	32	32	36	33
CRO_T112593	28	25	27	32	29	28	25	29	24
CRO_T112594	0	0	0	0	0	0	0	0	0
CRO_T112595	21	22	23	21	20	23	24	23	23
CRO_T112596	18	17	25	21	21	22	17	22	20
CRO_T112598	240	225	255	255	235	220	234	225	236
CRO_T112599	57	54	64	65	54	61	66	60	67
CRO_T112600	7	6	12	15	8	7	17	8	13
CRO_T112602	5	4	4	5	3	5	5	5	6
CRO_T112603	0	0	0	0	0	0	0	0	0
CRO_T112604	34	34	43	41	35	44	37	35	38
CRO_T112605	21	19	20	21	20	22	22	22	20
CRO_T112606	40	40	46	43	49	45	38	38	38
CRO_T112607	26	21	28	32	29	27	27	27	27
CRO_T112608	0	0	0	1	0	0	0	1	1
CRO_T112609	51	56	55	52	55	54	47	52	47
CRO_T112610	39	38	43	42	41	35	47	46	45
CRO_T112611	0	0	0	0	0	0	0	0	0
CRO_T112612	12	10	26	27	20	20	20	24	17
CRO_T112613	14	17	40	20	31	21	9	19	9
CRO_T112614	10	10	15	11	14	13	11	14	11
CRO_T112615	0	0	0	0	0	0	0	0	0
CRO_T112616	34	33	44	40	40	44	38	53	37
CRO_T112617	8	8	9	9	8	10	8	7	8
CRO_T112618	45	42	53	61	46	58	48	57	46
CRO_T112619	3	3	3	3	3	3	5	5	4
CRO_T112620	35	35	38	40	36	40	35	33	36
CRO_T112621	3	2	2	3	1	3	1	2	1
CRO_T112622	7	6	8	5	7	7	8	8	7
CRO_T112623	15	17	19	18	17	18	18	17	17
CRO_T112624	61	54	72	62	72	56	55	64	58
CRO_T112626	0	0	0	0	0	0	0	0	0
CRO_T112627	10	9	13	11	12	10	10	10	9
CRO_T112628	38	40	42	41	39	44	38	36	41
CRO_T112629	2	2	2	3	2	4	3	2	3
CRO_T112631	275	257	299	309	285	264	277	268	264
CRO_T112632	1	1	3	2	2	3	1	2	1
CRO_T112633	4	4	8	6	5	6	5	7	5
CRO_T112634	1	1	2	1	1	1	1	1	1
CRO_T112635	38	60	44	50	46	46	39	34	41
CRO_T112636	11	9	20	17	15	10	11	16	11
CRO_T112637	41	43	45	48	40	51	56	41	59
CRO_T112638	82	82	88	83	86	77	75	65	73
CRO_T112639	15	16	17	17	15	14	16	14	19
CRO_T112640	27	25	31	32	31	31	25	28	27
CRO_T112641	3	3	7	9	5	6	4	5	4
CRO_T112642	0	0	0	0	0	0	0	0	0
CRO_T112643	9	8	11	11	10	12	12	13	11
CRO_T112644	27	32	30	29	25	32	35	29	32
CRO_T112646	12	11	15	14	13	13	12	12	12
CRO_T112647	2	2	1	1	1	1	2	1	2
CRO_T112648	6	6	7	6	7	5	6	7	7
CRO_T112649	11	13	12	13	13	15	11	10	11
CRO_T112650	5	4	5	5	4	4	5	6	5
CRO_T112651	49	59	65	60	53	66	79	78	77
CRO_T112652	9	10	11	9	10	9	17	18	19
CRO_T112653	7	7	6	8	7	10	8	7	6
CRO_T112654	2	1	1	2	1	2	1	0	1
CRO_T112655	17	20	17	22	18	18	17	14	16
CRO_T112656	28	25	27	26	27	23	22	23	20
CRO_T112658	24	23	26	27	20	26	29	33	29
CRO_T112659	37	36	41	37	33	44	46	43	42
CRO_T112660	155	166	110	138	108	210	122	87	125
CRO_T112661	83	94	98	83	109	103	67	93	62
CRO_T112662	42	48	44	43	49	45	37	37	40
CRO_T112663	6	6	7	4	6	6	6	4	6
CRO_T112664	48	42	58	60	43	47	46	51	43
CRO_T112665	47	42	43	42	43	40	52	51	51
CRO_T112666	4	4	5	7	4	7	4	4	4
CRO_T112667	827	645	1028	872	727	528	478	423	476
CRO_T112668	24	22	31	29	31	27	25	27	24
CRO_T112669	18	16	19	18	14	17	15	16	15
CRO_T112670	16	12	14	15	14	16	13	13	13
CRO_T112671	7	8	10	9	11	8	6	5	6
CRO_T112672	20	19	25	20	22	22	20	20	21
CRO_T112673	1	0	1	1	1	1	1	0	0
CRO_T112674	15	11	23	19	21	18	15	17	14
CRO_T112675	3	3	6	6	5	4	4	6	4
CRO_T112676	0	0	0	0	0	0	0	0	0
CRO_T112677	21	22	37	36	28	23	79	62	76
CRO_T112678	11	11	14	14	14	13	13	13	14
CRO_T112679	1	0	0	0	0	0	0	0	0
CRO_T112680	4	3	2	2	3	1	2	2	3
CRO_T112683	0	0	0	0	0	0	1	1	0
CRO_T112684	0	0	0	1	1	1	0	0	0
CRO_T112685	0	0	0	0	0	0	0	0	0
CRO_T112686	0	0	0	0	0	0	0	0	0
CRO_T112687	0	0	0	0	0	0	0	0	0
CRO_T112689	0	0	0	0	0	0	0	0	0
CRO_T112690	0	0	0	0	0	0	0	0	0
CRO_T112691	0	0	0	0	0	0	0	0	0
CRO_T112692	0	0	0	0	0	0	0	0	0
CRO_T112694	0	0	0	0	0	0	0	0	0
CRO_T112695	0	0	0	0	0	0	0	0	0
CRO_T112697	0	0	0	0	0	0	0	0	0
CRO_T112699	0	0	0	0	0	0	0	0	0
CRO_T112700	0	0	0	0	0	0	0	0	0
CRO_T112701	0	0	0	0	0	0	0	0	0
CRO_T112704	0	0	0	0	0	0	0	0	0
CRO_T112705	0	0	0	0	0	0	0	0	0
CRO_T112707	0	0	0	0	0	0	0	0	0
CRO_T112708	0	0	0	0	0	0	0	0	0
CRO_T112709	0	0	0	0	0	0	0	0	0
CRO_T112712	0	0	0	0	0	0	0	0	0
CRO_T112714	0	0	0	0	0	0	0	0	0
CRO_T112715	0	0	0	0	0	0	0	0	0
CRO_T112716	0	0	0	0	0	0	0	0	0
CRO_T112717	0	0	0	0	0	0	0	0	0
CRO_T112718	0	0	0	0	0	0	0	0	0
CRO_T112719	0	0	0	0	0	0	0	0	0
CRO_T112724	0	0	0	0	0	0	0	0	0
CRO_T112725	0	0	0	0	0	0	0	0	0
CRO_T112726	1	0	0	0	0	0	0	0	1
CRO_T112727	0	0	0	0	0	0	0	0	0
CRO_T112728	0	0	0	0	0	0	0	0	0
CRO_T112729	0	0	0	0	0	0	0	0	0
CRO_T112732	0	0	0	0	0	0	0	0	0
CRO_T112733	0	0	0	0	0	0	0	0	0
CRO_T112734	4	3	6	7	6	5	3	5	3
CRO_T112735	0	0	0	0	0	0	0	0	0
CRO_T112736	0	0	0	0	0	0	0	1	0
CRO_T112737	0	0	0	0	0	0	0	0	0
CRO_T112738	0	0	0	0	0	0	0	0	0
CRO_T112742	46	43	77	96	67	60	37	65	41
CRO_T112743	1	0	0	1	1	0	0	1	0
CRO_T112744	0	0	0	0	0	0	0	0	0
CRO_T112745	0	0	0	0	0	0	0	0	0
CRO_T112746	0	0	0	0	0	0	0	0	0
CRO_T112747	0	0	0	0	0	0	0	0	0
CRO_T112748	0	0	0	0	0	0	0	0	0
CRO_T112751	0	0	0	0	0	0	0	0	0
CRO_T112752	0	0	0	0	0	0	0	0	0
CRO_T112755	0	0	0	0	0	0	0	0	0
CRO_T112756	0	0	0	0	0	0	0	0	0
CRO_T112757	0	0	0	0	0	0	0	0	0
CRO_T112759	0	0	0	0	0	0	0	0	0
CRO_T112760	229	271	188	230	171	257	255	183	262
CRO_T112761	0	0	0	0	0	0	0	0	0
CRO_T112762	0	0	0	0	0	0	0	0	0
CRO_T112763	0	0	0	0	0	0	0	0	0
CRO_T112764	27	20	24	24	21	19	22	24	24
CRO_T112766	0	0	0	0	0	0	0	0	0
CRO_T112767	0	0	0	0	0	0	0	0	0
CRO_T112768	0	0	0	0	0	0	0	0	0
CRO_T112770	0	0	0	0	0	0	0	0	0
CRO_T112771	0	0	0	0	0	0	0	0	0
CRO_T112772	0	0	0	0	0	0	0	0	0
CRO_T112773	0	0	0	0	0	0	0	0	0
CRO_T112774	0	0	0	0	0	0	0	0	0
CRO_T112775	0	0	0	0	0	0	0	0	0
CRO_T112777	0	0	0	0	0	0	0	0	0
CRO_T112778	0	0	0	0	0	0	0	0	0
CRO_T112780	0	0	0	0	0	0	0	0	0
CRO_T112781	0	0	0	0	0	0	0	0	0
CRO_T112783	0	0	0	0	0	0	0	0	0
CRO_T112784	0	0	0	0	0	0	0	0	0
CRO_T112785	0	0	0	0	0	0	0	0	0
CRO_T112787	0	0	0	0	0	0	0	0	0
CRO_T112788	0	0	0	0	0	0	0	0	0
CRO_T112790	0	0	0	0	0	0	0	0	0
CRO_T112791	0	0	0	0	0	0	0	0	0
CRO_T112792	0	0	0	0	0	0	0	0	0
CRO_T112794	0	0	0	0	0	0	0	0	0
CRO_T112796	0	0	0	0	0	0	0	0	0
CRO_T112797	0	0	0	0	0	0	0	0	0
CRO_T112799	0	0	0	0	0	0	0	0	0
CRO_T112800	0	0	0	0	0	0	0	0	0
CRO_T112801	1	2	0	0	1	2	2	2	1
CRO_T112802	0	0	0	0	0	0	0	0	0
CRO_T112803	0	0	0	0	0	0	0	0	0
CRO_T112804	15	14	16	15	14	16	14	15	12
CRO_T112806	0	0	0	0	0	0	0	0	0
CRO_T112808	0	0	0	0	0	0	0	0	0
CRO_T112809	0	0	0	0	0	0	0	0	0
CRO_T112810	18	21	20	23	21	21	18	20	24
CRO_T112811	0	0	0	0	0	0	0	0	0
CRO_T112812	0	0	0	0	0	0	0	0	0
CRO_T112813	0	0	0	0	0	0	0	0	0
CRO_T112814	0	0	0	0	0	0	0	0	0
CRO_T112816	0	0	0	0	0	0	0	2	0
CRO_T112820	4	3	4	6	5	5	4	7	5
CRO_T112821	0	0	0	0	0	0	0	0	0
CRO_T112823	0	0	0	0	0	0	0	0	0
CRO_T112825	0	0	0	0	0	0	0	0	0
CRO_T112826	0	0	0	0	0	0	0	0	0
CRO_T112827	15	15	17	16	16	20	15	14	16
CRO_T112828	0	0	0	0	0	0	0	0	0
CRO_T112829	0	0	0	0	0	0	0	0	0
CRO_T112830	0	0	0	0	0	0	0	0	0
CRO_T112833	0	0	0	0	0	0	0	0	0
CRO_T112834	3	1	1	0	1	1	1	1	0
CRO_T112835	0	0	0	0	0	0	0	0	0
CRO_T112836	0	0	0	0	0	0	0	0	0
CRO_T112838	0	0	0	0	0	0	0	0	0
CRO_T112839	0	0	0	0	0	0	0	0	0
CRO_T112840	0	0	0	0	0	0	0	0	0
CRO_T112842	0	0	0	0	0	0	0	0	0
CRO_T112843	0	0	0	0	0	0	0	0	0
CRO_T112846	0	0	0	0	0	1	0	0	0
CRO_T112847	0	0	0	0	0	0	0	0	0
CRO_T112848	0	0	0	0	0	0	0	0	0
CRO_T112849	0	0	0	0	0	0	0	0	0
CRO_T112850	0	0	0	0	0	0	0	0	0
CRO_T112851	0	0	0	0	0	0	0	0	0
CRO_T112852	0	0	0	0	0	0	0	0	0
CRO_T112853	0	0	0	0	0	0	0	0	0
CRO_T112854	0	0	0	0	0	0	0	0	0
CRO_T112855	0	0	0	0	0	0	0	0	0
CRO_T112856	0	0	0	0	0	0	0	0	0
CRO_T112857	0	0	0	0	0	0	0	0	0
CRO_T112859	0	0	0	0	0	0	0	0	0
CRO_T112860	0	0	0	0	0	0	0	0	0
CRO_T112861	5	5	7	6	5	4	5	4	5
CRO_T112862	0	0	0	0	0	0	0	0	0
CRO_T112863	9	9	11	9	11	10	9	8	10
CRO_T112864	0	0	0	0	0	0	0	0	0
CRO_T112866	0	0	0	0	0	0	0	0	0
CRO_T112867	0	0	2	0	1	1	0	1	0
CRO_T112868	0	0	0	0	0	0	0	0	0
CRO_T112869	2	3	4	3	5	4	3	3	3
CRO_T112870	40	37	48	50	43	50	47	50	47
CRO_T112871	0	0	0	0	0	0	0	0	0
CRO_T112872	0	0	0	0	0	0	0	0	0
CRO_T112873	0	0	0	0	0	0	0	0	0
CRO_T112874	0	0	0	0	0	0	0	0	0
CRO_T112875	0	0	0	0	0	0	0	0	0
CRO_T112876	0	0	0	0	0	0	0	0	0
CRO_T112877	5	5	8	7	4	5	5	4	4
CRO_T112878	0	1	1	0	0	1	1	1	0
CRO_T112879	4	4	7	5	4	6	6	7	6
CRO_T112880	34	30	36	31	32	35	39	38	34
CRO_T112882	0	0	0	0	0	0	0	0	0
CRO_T112883	0	0	0	0	0	0	0	0	0
CRO_T112884	40	39	37	41	38	41	34	30	34
CRO_T112885	3	4	0	3	0	4	2	1	3
CRO_T112886	1	0	0	0	0	1	1	0	1
CRO_T112887	5	6	7	7	6	7	6	6	7
CRO_T112888	1	1	2	3	2	2	2	2	2
CRO_T112889	0	1	0	0	0	0	0	0	0
CRO_T112890	48	42	48	48	42	45	46	46	46
CRO_T112892	38	33	38	37	36	35	39	43	38
CRO_T112893	21	17	32	27	23	17	21	24	21
CRO_T112894	6	5	12	10	10	6	5	8	6
CRO_T112895	0	0	0	0	0	0	0	0	0
CRO_T112896	15	14	17	16	17	17	15	16	15
CRO_T112897	235	252	242	263	249	238	241	217	250
CRO_T112898	0	0	0	0	0	0	0	0	0
CRO_T112899	0	0	0	0	0	0	0	0	0
CRO_T112900	0	0	0	0	0	0	0	0	0
CRO_T112901	16	12	31	32	18	20	27	26	27
CRO_T112902	0	0	0	0	0	0	0	0	0
CRO_T112903	6	7	7	8	6	6	5	7	7
CRO_T112904	0	0	0	0	0	0	0	0	0
CRO_T112905	0	0	0	0	0	0	0	0	0
CRO_T112906	20	23	24	26	26	29	23	17	24
CRO_T112908	13	14	12	14	9	16	16	11	13
CRO_T112909	0	0	0	0	0	0	0	0	0
CRO_T112913	0	0	0	0	0	0	0	0	0
CRO_T112914	0	0	0	0	0	0	0	0	0
CRO_T112916	0	0	0	0	0	0	0	0	0
CRO_T112917	0	0	0	0	0	0	0	0	0
CRO_T112918	0	0	0	0	0	0	0	0	0
CRO_T112919	0	0	0	0	0	0	0	0	0
CRO_T112920	3	4	4	4	4	4	4	3	4
CRO_T112921	114	126	104	106	99	125	183	170	183
CRO_T112922	0	0	0	0	0	0	0	0	0
CRO_T112923	8	10	6	9	7	9	10	8	10
CRO_T112924	26	32	29	28	31	30	29	25	29
CRO_T112925	0	0	0	0	0	0	0	0	0
CRO_T112926	0	0	0	0	0	0	0	0	0
CRO_T112927	0	0	0	0	0	0	0	0	0
CRO_T112928	3	2	4	2	3	2	3	3	4
CRO_T112930	71	58	91	82	81	68	61	74	61
CRO_T112931	0	0	0	0	0	0	0	0	0
CRO_T112933	0	0	0	0	0	0	0	0	0
CRO_T112934	0	0	0	0	0	0	0	0	0
CRO_T112935	0	0	0	0	0	0	0	0	0
CRO_T112936	23	28	25	21	23	31	27	29	24
CRO_T112937	0	0	0	0	0	0	0	0	0
CRO_T112938	0	0	0	0	0	0	0	0	0
CRO_T112939	5	5	7	7	7	8	5	5	6
CRO_T112940	0	0	0	0	0	0	0	0	0
CRO_T112941	0	0	0	0	0	0	0	0	0
CRO_T112942	20	17	21	22	17	23	21	21	22
CRO_T112943	3	5	4	4	4	4	4	3	4
CRO_T112945	0	0	0	0	0	0	0	0	0
CRO_T112946	37	34	37	38	37	34	39	40	43
CRO_T112948	19	16	20	19	20	19	17	22	19
CRO_T112949	42	39	38	40	37	48	108	102	109
CRO_T112951	0	0	0	0	0	0	0	0	0
CRO_T112952	0	0	0	0	0	0	0	0	0
CRO_T112953	0	0	0	0	0	0	0	0	0
CRO_T112954	80	72	66	87	77	93	62	54	65
CRO_T112955	32	32	41	38	33	32	44	42	50
CRO_T112956	46	43	47	49	45	50	47	38	45
CRO_T112957	26	28	28	25	24	29	28	26	28
CRO_T112958	0	0	0	0	0	0	0	0	0
CRO_T112961	19	24	33	45	27	39	15	25	15
CRO_T112963	2	2	2	2	2	2	2	2	2
CRO_T112964	13	16	10	12	8	27	11	7	11
CRO_T112965	0	0	0	0	0	0	0	0	0
CRO_T112966	19	14	11	16	10	22	17	11	18
CRO_T112969	23	25	29	28	27	32	31	27	28
CRO_T112970	40	34	45	34	49	34	35	46	37
CRO_T112971	0	0	0	0	0	0	0	0	0
CRO_T112972	35	38	41	42	38	40	40	37	39
CRO_T112974	0	0	0	0	0	0	0	0	0
CRO_T112976	0	0	0	0	0	0	0	0	0
CRO_T112977	0	0	0	0	0	0	0	0	0
CRO_T112978	0	0	0	0	0	0	0	0	0
CRO_T112981	7	6	6	7	6	5	4	7	6
CRO_T112982	0	0	0	0	0	0	0	0	0
CRO_T112983	2	2	3	2	2	3	2	3	2
CRO_T112984	0	0	1	1	0	0	0	0	0
CRO_T112985	17	17	17	23	19	24	17	18	17
CRO_T112986	0	0	0	0	0	0	0	0	0
CRO_T112987	38	43	44	42	40	47	47	43	44
CRO_T112988	8	8	10	7	9	10	9	8	10
CRO_T112990	7	7	8	8	8	9	7	6	8
CRO_T112992	0	0	0	0	0	0	0	0	0
CRO_T112994	868	1084	907	698	1356	977	761	1071	821
CRO_T112995	90	102	105	105	85	124	123	115	125
CRO_T112996	30	30	37	33	30	34	34	32	34
CRO_T112997	0	0	0	0	0	0	0	0	0
CRO_T112998	303	320	271	263	305	305	277	268	276
CRO_T112999	18	19	12	11	10	14	17	9	13
CRO_T113000	14	16	16	19	16	11	15	17	14
CRO_T113001	2	2	3	3	3	4	2	3	3
CRO_T113002	2	2	3	2	2	4	3	3	2
