target_id 	 SRR5133628 	 SRR5133629 	 SRR5133630 	        SRR5133631 	 SRR5133632 	 SRR5133633 	 SRR5133634 	 SRR5133635 	 SRR5133636 
CL22.Contig6	16	2	0	0	2	17	0	13	11
CL22.Contig7	0	2	14	19	23	14	12	3	17
CL22.Contig8	17	8	11	12	14	8	5	17	5
CL22.Contig9	11	19	13	11	13	19	18	19	7
CL220.Contig1	0	0	0	0	0	0	0	0	0
CL220.Contig10	33	29	32	57	24	42	37	37	69
CL220.Contig11	129	53	54	79	59	30	106	52	57
CL220.Contig12	27	18	13	18	15	12	17	17	15
CL220.Contig13	42	52	44	44	43	59	43	50	43
CL220.Contig14	204	230	282	252	232	269	300	236	220
CL220.Contig2	25	45	26	22	25	59	22	19	37
CL220.Contig3	0	0	0	0	0	0	0	0	0
CL220.Contig4	18	0	16	14	18	0	12	15	0
CL220.Contig5	0	0	0	0	0	0	0	0	0
CL220.Contig6	43	46	20	28	48	48	37	42	38
CL220.Contig7	15	18	8	11	15	19	11	16	14
CL220.Contig8	0	0	0	0	0	0	0	0	0
CL220.Contig9	12	12	9	15	9	15	9	14	17
CL2200.Contig1	6	2	8	6	2	4	2	13	4
CL2200.Contig2	62	70	46	56	53	59	56	65	62
CL2201.Contig1	130	106	95	79	147	102	124	95	98
CL2201.Contig2	48	92	142	92	54	78	92	103	81
CL2201.Contig3	0	0	0	9	0	0	0	13	20
CL2201.Contig4	34	36	19	10	40	30	15	13	16
CL2201.Contig5	47	52	29	27	48	41	30	47	58
CL2201.Contig6	0	0	0	0	0	0	0	0	0
CL2202.Contig1	42	30	35	36	27	21	26	40	32
CL2202.Contig2	36	46	34	47	46	38	34	56	41
CL2202.Contig3	83	84	88	86	70	79	94	81	85
CL2203.Contig1	77	63	99	68	92	88	66	76	60
CL2203.Contig2	38	31	51	39	53	53	33	52	37
CL2204.Contig1	0	0	0	0	0	0	0	0	0
CL2204.Contig10	0	0	0	0	0	0	0	0	0
CL2204.Contig11	0	0	0	0	0	0	0	0	0
CL2204.Contig12	0	0	2	1	7	1	2	0	1
CL2204.Contig13	8	0	5	0	0	0	0	0	0
CL2204.Contig14	0	0	1	0	0	0	0	0	0
CL2204.Contig15	13	26	8	26	10	21	0	14	17
CL2204.Contig16	0	0	0	0	0	0	0	0	0
CL2204.Contig17	0	4	0	0	3	0	8	4	0
CL2204.Contig2	0	0	0	0	1	3	2	0	0
CL2204.Contig3	0	13	11	7	22	10	22	9	8
CL2204.Contig4	55	69	50	78	50	67	72	67	67
CL2204.Contig5	0	0	17	4	15	0	29	28	29
CL2204.Contig6	0	0	0	0	0	0	0	0	0
CL2204.Contig7	23	20	0	2	0	19	1	2	1
CL2204.Contig8	10	4	10	13	17	7	9	3	9
CL2204.Contig9	0	0	0	0	0	0	0	0	0
CL2205.Contig1	15	13	27	21	13	15	26	12	15
CL2205.Contig2	15	23	23	14	40	27	22	25	9
CL2205.Contig3	1	9	15	20	7	10	14	12	16
CL2205.Contig4	42	28	26	30	26	40	17	22	40
CL2206.Contig1	17	17	14	22	9	7	26	16	14
CL2206.Contig2	28	22	41	8	25	36	0	0	12
CL2206.Contig3	0	0	0	0	0	0	0	0	0
CL2206.Contig4	12	12	6	4	13	6	1	9	8
CL2206.Contig5	11	37	14	30	23	24	45	40	42
CL2206.Contig6	25	9	25	16	22	11	11	28	21
CL2206.Contig7	1	1	1	2	0	1	0	0	0
CL2207.Contig1	0	0	0	0	0	0	0	0	0
CL2207.Contig2	218	196	30	11	28	26	60	53	199
CL2207.Contig3	2	2	5	0	2	1	2	0	7
CL2207.Contig4	93	90	26	26	63	18	15	31	110
CL2207.Contig5	193	250	69	44	107	71	43	93	231
CL2207.Contig6	175	100	92	35	93	67	62	51	103
CL2208.Contig1	100	114	110	161	200	199	143	136	143
CL2208.Contig2	118	80	151	227	133	156	238	121	83
CL2208.Contig3	108	105	138	196	182	231	126	156	110
CL2209.Contig1	19	15	27	26	23	23	36	10	28
CL2209.Contig2	93	108	118	135	107	108	116	105	118
CL2209.Contig3	0	0	0	0	0	0	0	0	0
CL2209.Contig4	0	0	0	0	0	0	0	0	0
CL2209.Contig5	2	2	7	4	0	3	2	0	0
CL2209.Contig6	45	46	28	40	50	56	52	42	54
CL2209.Contig7	8	17	9	9	16	7	7	12	2
CL2209.Contig8	0	1	1	0	0	0	0	0	0
CL221.Contig1	58	73	65	64	59	61	69	64	67
CL221.Contig10	19	13	12	18	6	16	18	13	22
CL221.Contig11	35	12	30	26	47	29	21	13	28
CL221.Contig2	28	45	42	29	34	35	52	49	36
CL221.Contig3	18	22	21	24	16	17	22	29	25
CL221.Contig4	25	29	36	35	38	39	36	34	26
CL221.Contig5	8	10	6	8	3	13	10	8	12
CL221.Contig6	12	20	20	22	19	22	14	17	20
CL221.Contig7	37	40	33	46	41	31	38	38	32
CL221.Contig8	33	26	32	33	37	38	33	37	23
CL221.Contig9	17	33	2	0	2	0	0	2	51
CL2210.Contig1	309	268	288	252	232	254	283	243	279
CL2210.Contig2	299	279	233	150	219	252	235	161	274
CL2210.Contig3	34	28	33	20	31	37	20	23	32
CL2210.Contig4	18	13	21	17	19	21	11	18	17
CL2211.Contig1	12	0	17	16	0	24	0	25	7
CL2211.Contig10	4	9	4	9	16	11	17	5	6
CL2211.Contig11	50	59	36	67	36	40	30	52	54
CL2211.Contig12	26	13	21	4	13	12	17	17	18
CL2211.Contig13	6	0	4	2	4	6	0	1	0
CL2211.Contig14	1	0	6	0	0	0	0	7	0
CL2211.Contig15	28	31	16	17	44	20	20	8	37
CL2211.Contig2	6	16	10	13	19	16	27	16	8
CL2211.Contig3	10	12	2	18	20	9	31	2	19
CL2211.Contig4	45	75	25	55	25	22	110	56	52
CL2211.Contig5	20	21	8	8	6	20	0	11	9
CL2211.Contig6	10	25	19	32	28	13	28	9	28
CL2211.Contig7	53	28	54	11	47	65	20	53	32
CL2211.Contig8	17	53	53	57	36	20	48	33	47
CL2211.Contig9	5	0	3	11	0	8	0	6	2
CL2212.Contig1	42	24	30	19	17	37	13	29	29
CL2212.Contig2	13	17	18	13	30	14	13	3	16
CL2212.Contig3	50	25	61	36	41	66	35	39	33
CL2213.Contig1	18	10	22	13	14	20	19	14	7
CL2213.Contig2	16	14	29	20	17	16	17	16	13
CL2214.Contig1	34	34	41	24	24	20	49	18	41
CL2214.Contig2	31	32	26	35	32	37	30	40	33
CL2215.Contig1	0	0	0	0	0	0	0	0	0
CL2215.Contig2	217	144	119	73	23	67	119	31	141
CL2215.Contig3	175	195	105	128	149	94	117	86	181
CL2215.Contig4	24	19	12	18	25	44	11	35	31
CL2216.Contig1	15	19	21	19	22	19	16	21	16
CL2216.Contig2	72	71	66	62	67	58	81	71	90
CL2217.Contig1	291	276	332	317	303	321	327	273	287
CL2218.Contig1	173	169	183	154	186	156	156	168	179
CL2218.Contig2	1	3	3	1	3	4	1	0	4
CL2219.Contig1	0	0	0	0	0	0	0	0	0
CL2219.Contig2	47	58	44	48	59	58	56	47	52
CL2219.Contig3	39	47	29	33	51	37	44	40	47
CL2219.Contig4	15	70	80	103	39	92	117	11	72
CL2219.Contig5	292	271	245	272	228	227	226	283	269
CL222.Contig1	0	0	13	0	0	1	0	4	0
CL222.Contig2	24	30	25	29	22	20	29	21	25
CL222.Contig3	48	81	20	28	64	20	26	43	59
CL222.Contig4	47	17	45	36	16	60	60	33	16
CL222.Contig5	21	14	0	23	17	25	19	15	17
CL222.Contig6	3	1	25	21	19	4	4	11	38
CL2220.Contig1	27	10	11	11	10	16	3	17	26
CL2220.Contig2	60	53	48	30	36	41	37	26	54
CL2220.Contig3	72	26	35	18	40	35	30	24	23
CL2221.Contig1	129	128	154	124	147	152	121	118	135
CL2221.Contig2	12	14	19	16	2	0	0	0	0
CL2221.Contig3	34	32	5	20	14	16	16	10	13
CL2221.Contig4	45	41	42	40	44	37	55	40	40
CL2221.Contig5	13	20	11	7	20	14	11	13	16
CL2221.Contig6	49	32	7	30	20	29	5	38	35
CL2221.Contig7	28	38	63	28	53	8	120	44	81
CL2222.Contig1	29	26	14	22	19	25	21	25	28
CL2222.Contig2	23	13	14	25	16	11	24	20	22
CL2222.Contig3	465	430	339	400	327	422	324	352	415
CL2222.Contig4	36	14	9	37	23	42	41	12	26
CL2223.Contig1	68	67	60	68	57	61	62	55	65
CL2223.Contig2	28	38	47	38	42	28	39	18	48
CL2223.Contig3	11	2	0	0	0	0	0	0	0
CL2223.Contig4	14	3	8	0	12	3	6	0	1
CL2223.Contig5	2	2	1	0	0	3	1	0	0
CL2223.Contig6	32	42	20	33	13	40	9	47	37
CL2223.Contig7	91	91	62	76	94	73	105	95	90
CL2223.Contig8	20	19	12	26	14	23	19	30	20
CL2224.Contig1	8	7	0	15	11	11	2	1	4
CL2224.Contig2	24	29	29	25	14	25	22	23	15
CL2224.Contig3	8	9	6	5	16	11	8	8	11
CL2224.Contig4	12	12	20	0	8	0	16	17	29
CL2225.Contig1	16	3	8	12	10	0	6	6	14
CL2225.Contig2	35	39	42	41	37	38	39	42	40
CL2225.Contig3	0	0	0	4	0	0	0	1	0
CL2225.Contig4	58	40	74	11	120	86	22	55	38
CL2226.Contig1	116	109	112	110	119	120	107	128	115
CL2226.Contig2	42	45	54	48	37	42	35	45	45
CL2227.Contig1	15	0	18	21	0	21	2	18	7
CL2227.Contig10	0	0	0	0	0	0	0	0	0
CL2227.Contig11	0	0	0	0	0	0	0	0	0
CL2227.Contig12	4	21	0	1	16	5	1	6	0
CL2227.Contig13	5	0	19	12	0	1	1	1	4
CL2227.Contig14	0	0	1	0	0	9	4	12	4
CL2227.Contig15	10	4	12	7	2	1	5	1	10
CL2227.Contig16	2	0	0	0	0	2	6	0	11
CL2227.Contig17	1	0	0	0	0	1	2	0	4
CL2227.Contig18	0	6	9	0	26	12	4	0	1
CL2227.Contig19	0	0	0	0	0	0	0	0	0
CL2227.Contig2	0	0	0	0	0	0	0	0	0
CL2227.Contig20	10	0	0	1	0	0	0	7	0
CL2227.Contig3	108	103	132	115	90	122	127	87	98
CL2227.Contig4	0	0	0	0	3	0	7	0	0
CL2227.Contig5	25	25	12	12	29	21	8	13	19
CL2227.Contig6	0	0	0	0	0	0	0	0	0
CL2227.Contig7	1	10	0	0	0	7	5	1	0
CL2227.Contig8	0	0	0	0	0	1	0	1	0
CL2227.Contig9	0	0	0	0	0	6	2	1	0
CL2228.Contig1	48	45	60	48	57	65	48	49	46
CL2228.Contig2	53	43	46	40	44	40	66	34	37
CL2229.Contig1	151	136	100	110	120	111	97	121	145
CL2229.Contig2	18	18	9	15	15	10	20	8	11
CL2229.Contig3	16	63	31	42	24	14	38	27	41
CL223.Contig1	3	7	8	10	3	8	5	4	9
CL223.Contig10	0	0	0	0	0	0	0	0	0
CL223.Contig11	0	0	0	0	0	0	0	0	0
CL223.Contig12	14	14	24	21	22	25	17	19	15
CL223.Contig13	163	125	154	99	167	163	94	118	118
CL223.Contig14	16	26	22	24	23	22	28	19	16
CL223.Contig15	0	0	0	0	0	0	0	0	0
CL223.Contig16	12	12	7	0	14	0	0	11	0
CL223.Contig17	0	0	0	0	0	0	0	0	0
CL223.Contig18	0	0	0	0	0	0	0	0	0
CL223.Contig19	0	0	0	0	0	0	0	0	0
CL223.Contig2	30	40	5	29	11	8	42	26	34
CL223.Contig20	86	84	84	82	83	96	89	88	93
CL223.Contig21	122	151	116	118	125	113	123	121	121
CL223.Contig22	0	0	0	0	0	0	0	0	0
CL223.Contig23	2	5	4	3	2	7	3	8	12
CL223.Contig24	112	121	124	111	133	137	88	104	113
CL223.Contig25	11	2	0	2	1	3	7	2	1
CL223.Contig26	0	0	0	0	0	0	0	0	0
CL223.Contig27	21	17	27	22	25	37	34	16	27
CL223.Contig28	66	79	88	80	75	53	69	92	80
CL223.Contig29	0	0	0	0	0	0	0	0	0
CL223.Contig3	0	0	0	0	0	0	1	1	0
CL223.Contig30	0	0	0	0	0	0	0	0	0
CL223.Contig31	0	0	0	0	0	0	0	0	0
CL223.Contig32	0	0	0	0	0	0	0	0	0
CL223.Contig4	0	0	0	0	0	0	0	0	0
CL223.Contig5	15	8	10	15	8	18	12	5	14
CL223.Contig6	46	70	38	50	26	45	65	42	72
CL223.Contig7	1	2	0	0	0	3	0	1	0
CL223.Contig8	0	0	0	0	0	0	0	0	0
CL223.Contig9	13	11	14	13	25	11	13	27	10
CL2230.Contig1	2	4	7	11	2	15	23	9	7
CL2230.Contig2	490	603	539	705	566	490	571	674	558
CL2231.Contig1	14	19	20	18	7	16	5	20	16
CL2231.Contig2	108	107	123	96	139	120	108	115	110
CL2231.Contig3	23	23	37	24	36	41	25	41	20
CL2231.Contig4	2	6	17	15	18	12	10	19	4
CL2231.Contig5	27	22	21	18	25	27	29	24	28
CL2232.Contig1	14	23	6	3	10	15	31	16	11
CL2232.Contig2	26	24	34	32	32	40	29	30	31
CL2233.Contig1	94	66	69	63	80	72	98	64	83
CL2233.Contig2	5	4	5	6	3	11	1	0	10
CL2233.Contig3	12	6	8	15	5	13	10	22	10
CL2233.Contig4	1	7	3	1	6	9	1	0	7
CL2233.Contig5	6	10	7	7	10	12	11	6	8
CL2233.Contig6	18	9	10	10	15	11	5	18	31
CL2233.Contig7	0	6	0	8	0	0	13	15	0
CL2233.Contig8	0	13	7	0	7	0	10	3	0
CL2234.Contig1	147	140	192	150	167	162	139	166	143
CL2234.Contig2	170	162	118	108	145	127	149	139	146
CL2235.Contig1	15	19	3	8	0	8	14	5	11
CL2235.Contig2	9	13	16	13	18	22	15	19	16
CL2236.Contig1	33	53	0	0	0	0	1	0	47
CL2236.Contig2	172	197	64	50	44	59	63	53	188
CL2236.Contig3	0	1	9	14	17	11	12	14	0
CL2236.Contig4	30	54	12	6	5	15	7	14	56
CL2236.Contig5	54	21	4	17	12	4	17	14	37
CL2236.Contig6	21	15	1	1	4	2	1	0	13
CL2237.Contig1	28	20	38	31	27	29	15	23	16
CL2237.Contig2	10	21	14	16	19	22	34	22	19
CL2237.Contig3	42	34	48	25	33	42	27	30	37
CL2238.Contig1	38	28	55	26	59	37	24	29	26
CL2239.Contig1	62	45	41	56	30	47	61	39	56
CL2239.Contig2	26	46	20	40	29	28	48	45	32
CL224.Contig1	31	37	80	61	76	65	51	79	63
CL224.Contig10	5	2	5	1	1	4	1	3	3
CL224.Contig11	14	3	7	7	3	18	10	18	4
CL224.Contig12	0	2	3	1	2	4	2	2	3
CL224.Contig13	14	5	4	1	1	10	17	17	3
CL224.Contig14	16	10	30	55	18	90	40	30	15
CL224.Contig2	0	0	0	0	0	13	4	0	0
CL224.Contig3	37	17	27	16	6	16	8	9	11
CL224.Contig4	9	19	15	14	6	19	11	7	7
CL224.Contig5	5	9	17	10	6	15	3	5	11
CL224.Contig6	0	6	10	9	7	15	6	3	9
CL224.Contig7	2	11	15	14	8	17	13	5	9
CL224.Contig8	0	4	9	11	9	6	1	0	7
CL224.Contig9	11	14	15	3	2	2	0	1	8
CL2240.Contig1	0	1	0	0	0	0	0	0	0
CL2240.Contig10	36	44	42	45	32	42	54	52	33
CL2240.Contig11	0	0	0	0	0	0	0	0	0
CL2240.Contig12	0	0	0	0	0	0	0	0	0
CL2240.Contig13	8	4	6	2	5	6	7	5	8
CL2240.Contig14	5	4	2	5	6	5	3	8	4
CL2240.Contig15	128	128	131	116	134	126	122	134	133
CL2240.Contig16	0	0	0	0	0	0	0	0	0
CL2240.Contig17	0	0	1	0	0	1	0	1	0
CL2240.Contig18	0	0	0	0	0	0	0	0	0
CL2240.Contig19	0	0	0	0	0	0	0	0	0
CL2240.Contig2	0	0	0	0	0	0	0	0	0
CL2240.Contig20	0	0	0	0	0	0	1	0	0
CL2240.Contig3	7	14	3	9	9	8	10	6	18
CL2240.Contig4	24	16	21	8	26	16	13	21	23
CL2240.Contig5	0	1	0	3	0	0	0	0	0
CL2240.Contig6	0	0	0	0	0	0	0	0	0
CL2240.Contig7	0	0	2	0	3	0	1	0	1
CL2240.Contig8	1	2	1	4	4	6	0	6	2
CL2240.Contig9	0	2	4	1	0	1	4	0	0
CL2241.Contig1	6	0	0	3	1	1	7	0	11
CL2241.Contig2	9	0	7	17	36	26	21	19	11
CL2241.Contig3	8	18	33	15	0	29	2	8	2
CL2241.Contig4	0	7	2	2	0	0	0	0	3
CL2241.Contig5	4	7	2	5	0	3	1	0	1
CL2241.Contig6	0	16	32	6	4	0	1	0	5
CL2241.Contig7	30	18	29	70	31	56	61	33	16
CL2241.Contig8	74	50	124	101	148	135	107	121	65
CL2242.Contig1	3	5	4	5	7	11	10	3	5
CL2242.Contig2	19	20	22	16	11	21	17	14	19
CL2242.Contig3	17	12	22	13	23	15	24	8	14
CL2243.Contig1	1	0	8	6	4	9	16	6	12
CL2243.Contig10	22	20	24	27	10	13	17	24	11
CL2243.Contig2	28	13	11	14	0	17	29	19	12
CL2243.Contig3	0	28	0	0	11	0	3	8	0
CL2243.Contig4	0	24	10	17	28	10	0	19	14
CL2243.Contig5	0	0	4	4	12	7	1	6	14
CL2243.Contig6	0	2	0	3	8	0	19	2	0
CL2243.Contig7	28	1	33	12	0	22	8	14	9
CL2243.Contig8	22	6	19	17	19	23	15	10	22
CL2243.Contig9	8	14	13	12	24	13	12	20	16
CL2244.Contig1	15	13	14	17	19	23	21	26	20
CL2244.Contig2	14	24	18	9	13	18	19	22	27
CL2244.Contig3	8	8	16	14	25	5	16	6	5
CL2244.Contig4	1	2	0	0	0	0	0	0	0
CL2244.Contig5	13	7	16	27	16	7	9	7	4
CL2245.Contig1	243	299	311	293	358	287	371	280	295
CL2245.Contig2	26	33	28	22	26	30	42	24	27
CL2245.Contig3	163	105	123	90	93	112	39	117	108
CL2246.Contig1	34	49	64	45	53	31	71	33	49
CL2246.Contig10	37	18	31	25	19	17	17	28	24
CL2246.Contig11	22	15	13	4	10	20	9	15	18
CL2246.Contig12	13	9	7	2	11	10	1	5	10
CL2246.Contig13	0	0	0	0	2	0	0	0	0
CL2246.Contig14	16	9	12	18	16	20	9	21	5
CL2246.Contig15	21	18	30	44	32	34	23	29	7
CL2246.Contig2	27	26	27	19	27	19	29	24	40
CL2246.Contig3	6	0	4	6	6	0	10	5	0
CL2246.Contig4	0	0	0	0	4	0	0	0	0
CL2246.Contig5	0	0	0	0	2	0	0	0	0
CL2246.Contig6	22	12	8	8	8	14	6	12	17
CL2246.Contig7	26	22	18	17	15	21	14	16	20
CL2246.Contig8	0	0	0	0	0	0	0	0	0
CL2246.Contig9	0	8	0	0	0	0	2	0	6
CL2247.Contig1	59	78	88	82	87	82	63	72	64
CL2247.Contig2	62	31	43	43	46	15	51	31	50
CL2247.Contig3	15	3	28	12	16	18	22	17	12
CL2248.Contig1	168	172	170	180	159	133	165	155	164
CL2249.Contig1	37	22	36	39	19	32	30	32	28
CL2249.Contig2	62	50	72	45	69	52	74	50	60
CL2249.Contig3	12	11	20	17	21	13	14	19	21
CL2249.Contig4	8	16	7	7	17	9	11	16	7
CL225.Contig1	6	8	18	0	11	3	0	0	0
CL225.Contig2	30	31	36	33	30	41	37	33	33
CL2250.Contig1	10	10	3	17	13	18	11	8	8
CL2250.Contig2	25	27	37	25	16	32	36	31	27
CL2251.Contig1	160	194	165	187	175	165	141	199	189
CL2251.Contig2	150	208	152	199	174	156	147	217	193
CL2252.Contig1	12	11	10	13	14	21	15	11	10
CL2252.Contig2	13	7	14	8	9	6	7	11	10
CL2252.Contig3	9	16	11	13	6	9	18	12	10
CL2253.Contig1	78	44	63	25	47	51	54	34	46
CL2253.Contig2	15	5	18	20	15	29	13	19	22
CL2253.Contig3	54	46	29	39	14	22	64	34	39
CL2253.Contig4	20	16	30	22	39	32	14	42	18
CL2253.Contig5	28	56	33	35	67	32	33	46	58
CL2254.Contig1	38	35	42	18	32	45	32	50	32
CL2254.Contig2	666	608	419	583	350	502	524	407	659
CL2255.Contig1	8	9	15	13	19	13	4	17	9
CL2256.Contig1	209	169	235	174	206	195	218	191	190
CL2256.Contig2	14	25	4	17	32	4	30	6	4
CL2256.Contig3	48	40	45	19	34	39	32	32	41
CL2257.Contig1	30	49	47	43	69	48	48	69	45
CL2257.Contig2	21	25	23	28	25	15	27	23	32
CL2257.Contig3	30	30	40	36	20	31	30	37	24
CL2257.Contig4	34	32	22	37	20	33	34	26	24
CL2258.Contig1	1	2	9	1	3	2	5	3	1
CL2258.Contig10	4	17	17	34	11	24	0	7	7
CL2258.Contig11	11	9	13	6	8	25	0	16	5
CL2258.Contig12	0	0	0	1	0	0	0	0	0
CL2258.Contig13	7	0	0	0	21	0	47	14	14
CL2258.Contig14	22	25	12	15	12	13	9	14	18
CL2258.Contig15	0	1	1	0	2	0	0	0	2
CL2258.Contig2	39	27	30	14	36	32	46	42	35
CL2258.Contig3	95	126	115	160	102	146	88	124	113
CL2258.Contig4	1	0	0	0	1	0	2	0	2
CL2258.Contig5	2	2	2	0	4	0	4	0	5
CL2258.Contig6	19	5	6	0	11	3	44	11	10
CL2258.Contig7	1	4	3	0	5	0	0	0	7
CL2258.Contig8	140	167	148	187	118	118	194	138	150
CL2258.Contig9	3	19	12	24	21	3	0	2	16
CL2259.Contig1	26	27	36	39	71	29	35	30	42
CL2259.Contig2	117	115	105	85	90	90	94	112	114
CL2259.Contig3	39	49	52	53	35	55	42	48	44
CL226.Contig1	10	13	13	14	14	11	15	15	13
CL226.Contig2	55	62	46	70	70	50	46	72	51
CL2260.Contig1	2	0	1	2	0	2	5	0	1
CL2260.Contig10	19	15	19	10	17	20	13	24	22
CL2260.Contig11	0	0	0	0	0	0	0	0	3
CL2260.Contig12	13	19	16	21	12	13	12	6	9
CL2260.Contig13	0	0	0	0	0	0	0	0	0
CL2260.Contig14	2	0	1	4	2	4	8	1	1
CL2260.Contig15	0	0	0	0	0	0	0	0	0
CL2260.Contig16	0	0	5	6	7	14	0	3	0
CL2260.Contig17	0	0	0	0	0	0	0	0	0
CL2260.Contig18	21	36	28	27	32	19	31	18	25
CL2260.Contig19	4	10	16	2	0	0	0	6	10
CL2260.Contig2	1	7	3	7	15	6	10	7	10
CL2260.Contig20	9	13	4	18	24	18	11	15	10
CL2260.Contig21	11	1	11	6	1	3	5	4	13
CL2260.Contig22	6	0	2	0	0	2	4	5	6
CL2260.Contig23	4	6	0	1	13	13	9	19	4
CL2260.Contig24	78	63	57	49	44	39	65	65	70
CL2260.Contig3	5	0	0	2	0	0	0	0	0
CL2260.Contig4	0	0	0	0	0	0	0	0	3
CL2260.Contig5	7	9	4	2	7	9	10	7	4
CL2260.Contig6	9	1	10	1	0	2	5	2	6
CL2260.Contig7	11	11	12	15	22	13	10	17	3
CL2260.Contig8	0	0	0	0	0	0	0	0	0
CL2260.Contig9	4	5	3	3	0	3	3	0	10
CL2261.Contig1	3	0	6	3	6	4	0	7	4
CL2261.Contig2	39	41	46	42	43	56	51	37	42
CL2262.Contig1	50	65	51	77	53	42	74	99	54
CL2262.Contig2	9	26	28	39	51	32	14	37	39
CL2263.Contig1	86	153	95	176	89	89	148	135	139
CL2263.Contig2	14	19	10	26	12	25	13	16	19
CL2263.Contig3	64	108	5	21	0	1	8	65	117
CL2263.Contig4	3	1	6	0	2	4	3	4	2
CL2263.Contig5	73	11	113	59	112	116	75	43	22
CL2263.Contig6	34	6	54	36	97	76	23	52	0
CL2263.Contig7	30	50	12	6	37	15	0	69	48
CL2263.Contig8	108	104	132	119	124	116	120	83	97
CL2263.Contig9	0	0	8	2	0	8	9	10	0
CL2264.Contig1	119	200	165	81	112	117	138	59	168
CL2264.Contig2	55	1	33	0	21	18	7	40	6
CL2264.Contig3	111	136	129	109	132	97	179	74	162
CL2264.Contig4	9	19	13	0	0	0	6	16	3
CL2264.Contig5	50	69	56	39	64	45	68	23	88
CL2265.Contig1	14	20	27	17	22	21	17	18	21
CL2265.Contig2	2	2	7	4	4	23	10	15	2
CL2266.Contig1	0	0	11	2	0	2	2	0	0
CL2266.Contig2	44	46	22	15	19	21	18	18	44
CL2266.Contig3	268	256	156	162	162	187	158	151	268
CL2267.Contig1	173	165	190	168	196	169	170	159	171
CL2267.Contig2	21	19	18	9	18	19	13	12	19
CL2267.Contig3	0	3	7	4	10	7	1	2	4
CL2268.Contig1	25	18	25	14	30	28	19	23	16
CL2268.Contig2	35	48	41	46	80	42	46	57	56
CL2269.Contig1	0	0	2	0	0	0	6	0	0
CL2269.Contig2	4	6	0	0	0	0	7	5	7
CL2269.Contig3	36	86	14	15	9	16	11	24	73
CL2269.Contig4	47	83	13	20	22	15	27	18	86
CL2269.Contig5	5	0	0	5	0	0	0	3	0
CL227.Contig1	92	101	124	92	106	97	117	116	111
CL227.Contig10	0	0	1	5	0	0	0	0	0
CL227.Contig11	0	0	0	0	0	0	0	0	0
CL227.Contig12	0	3	36	35	9	26	28	2	8
CL227.Contig13	30	14	20	30	24	32	35	30	25
CL227.Contig14	0	0	1	1	0	1	0	1	3
CL227.Contig15	13	3	22	5	15	23	10	6	19
CL227.Contig16	38	26	13	13	15	28	11	20	21
CL227.Contig2	4	1	0	1	2	0	0	1	0
CL227.Contig3	0	0	0	0	0	0	0	0	0
CL227.Contig4	13	4	8	9	14	10	9	5	3
CL227.Contig5	11	32	15	2	23	5	18	16	29
CL227.Contig6	55	49	8	23	32	16	7	49	28
CL227.Contig7	0	8	4	1	1	5	7	1	0
CL227.Contig8	0	0	0	0	0	0	0	0	0
CL227.Contig9	0	0	0	0	0	0	0	0	0
CL2270.Contig1	254	281	281	330	295	316	331	278	303
CL2270.Contig2	35	19	17	17	15	17	31	44	12
CL2270.Contig3	14	22	37	57	37	35	34	22	4
CL2270.Contig4	19	18	30	24	22	25	26	17	18
CL2270.Contig5	23	13	12	11	15	24	21	17	24
CL2271.Contig1	0	2	2	2	2	0	8	6	13
CL2271.Contig2	22	26	19	25	19	15	23	19	27
CL2271.Contig3	25	21	32	24	31	32	22	31	20
CL2272.Contig1	29	21	53	33	39	46	31	45	35
CL2272.Contig2	4	0	32	12	19	24	10	25	20
CL2272.Contig3	22	16	9	12	16	11	11	10	33
CL2272.Contig4	31	31	2	27	24	10	23	10	7
CL2272.Contig5	39	40	42	27	41	39	46	40	18
CL2273.Contig1	12	24	19	9	2	10	3	6	15
CL2273.Contig2	0	0	1	0	2	0	0	0	0
CL2273.Contig3	11	9	14	22	26	7	19	22	2
CL2273.Contig4	32	37	30	40	32	36	35	46	31
CL2274.Contig1	323	300	297	262	294	308	281	329	316
CL2274.Contig2	149	162	161	144	164	140	113	152	154
CL2274.Contig3	41	31	30	18	29	37	18	24	29
CL2275.Contig1	44	38	29	37	52	38	45	51	48
CL2275.Contig2	17	23	33	25	14	23	16	20	18
CL2276.Contig1	19	15	6	6	22	20	13	9	3
CL2276.Contig2	11	21	13	15	9	14	12	13	10
CL2276.Contig3	7	10	17	30	3	10	15	21	11
CL2277.Contig1	15	14	13	10	7	5	15	21	14
CL2277.Contig2	1	17	17	31	20	17	21	25	20
CL2277.Contig3	10	2	1	0	11	0	0	5	13
CL2277.Contig4	9	34	20	27	10	22	19	26	5
CL2278.Contig1	10	9	9	8	9	12	7	11	14
CL2278.Contig2	8	6	9	6	2	0	1	8	4
CL2278.Contig3	27	26	33	56	28	23	18	48	22
CL2278.Contig4	27	36	30	31	43	41	44	30	41
CL2279.Contig1	66	74	77	66	64	64	79	76	69
CL2279.Contig2	14	22	23	13	32	23	17	13	22
CL228.Contig1	0	0	0	0	0	0	0	0	0
CL228.Contig10	18	5	23	4	10	0	11	8	0
CL228.Contig100	0	0	0	0	0	0	0	0	0
CL228.Contig101	0	0	0	0	0	0	0	0	0
CL228.Contig102	0	0	0	0	0	0	0	0	0
CL228.Contig103	28	39	10	3	13	16	25	1	34
CL228.Contig104	28	24	31	12	8	20	8	0	18
