target_id 	 SRR5133628 	 SRR5133629 	 SRR5133630 	        SRR5133631 	 SRR5133632 	 SRR5133633 	 SRR5133634 	 SRR5133635 	 SRR5133636 
CL135.Contig8	7	18	15	11	26	7	6	20	17
CL135.Contig9	7	51	10	10	42	11	5	35	15
CL1350.Contig1	0	0	0	0	0	0	0	0	0
CL1350.Contig10	0	0	0	0	0	0	0	0	0
CL1350.Contig11	0	0	1	0	0	0	0	0	1
CL1350.Contig12	58	32	36	35	60	30	39	45	30
CL1350.Contig13	21	31	34	38	32	40	28	55	29
CL1350.Contig14	0	0	0	3	2	1	0	0	0
CL1350.Contig15	0	0	0	0	2	6	0	1	0
CL1350.Contig16	0	0	0	3	1	1	0	0	0
CL1350.Contig17	0	0	0	0	0	0	0	0	0
CL1350.Contig18	0	0	0	0	0	0	0	0	0
CL1350.Contig19	0	0	0	0	0	0	0	0	0
CL1350.Contig2	28	27	46	38	49	26	30	40	41
CL1350.Contig20	15	10	23	4	27	21	15	14	16
CL1350.Contig21	0	0	0	0	0	0	0	0	0
CL1350.Contig22	0	0	4	0	0	9	0	0	0
CL1350.Contig23	0	0	5	0	0	7	0	0	0
CL1350.Contig24	0	0	1	0	0	0	0	0	1
CL1350.Contig25	0	0	0	0	0	0	0	0	0
CL1350.Contig26	0	2	0	2	0	0	0	4	0
CL1350.Contig27	27	23	23	23	31	27	27	23	19
CL1350.Contig28	0	9	9	7	0	0	3	0	8
CL1350.Contig29	0	0	0	0	0	0	0	0	0
CL1350.Contig3	0	0	3	4	0	29	4	0	0
CL1350.Contig30	0	0	0	0	0	0	0	0	0
CL1350.Contig31	0	0	0	0	0	0	0	0	0
CL1350.Contig32	5	0	0	1	15	0	0	4	0
CL1350.Contig33	2	0	0	0	0	0	0	0	0
CL1350.Contig34	0	0	0	0	0	0	0	0	0
CL1350.Contig35	0	0	0	0	0	4	0	0	0
CL1350.Contig36	0	0	0	0	0	4	0	0	0
CL1350.Contig37	0	0	0	0	0	0	0	0	0
CL1350.Contig38	1	0	9	0	7	0	0	16	0
CL1350.Contig39	0	0	1	0	0	0	0	0	0
CL1350.Contig4	0	0	0	0	0	0	0	0	0
CL1350.Contig40	0	0	0	0	4	4	0	0	0
CL1350.Contig41	4	0	10	0	14	0	0	14	0
CL1350.Contig42	0	0	0	2	0	1	0	0	0
CL1350.Contig43	0	0	0	0	0	1	0	0	0
CL1350.Contig44	0	0	0	0	0	0	0	0	0
CL1350.Contig45	76	67	38	55	27	25	92	22	75
CL1350.Contig46	19	6	12	23	0	27	44	0	3
CL1350.Contig47	3	5	10	26	0	46	25	0	2
CL1350.Contig48	13	64	34	63	8	43	55	28	70
CL1350.Contig49	0	35	29	10	0	32	5	32	6
CL1350.Contig5	8	2	6	2	0	9	4	0	1
CL1350.Contig50	0	0	0	0	0	0	0	0	0
CL1350.Contig51	48	2	22	32	33	1	30	21	20
CL1350.Contig6	23	12	16	4	37	9	8	6	14
CL1350.Contig7	0	0	0	0	0	0	0	0	0
CL1350.Contig8	0	0	0	0	0	1	0	0	0
CL1350.Contig9	23	30	15	6	14	8	0	4	24
CL1351.Contig1	23	17	31	25	21	24	27	21	12
CL1351.Contig2	9	11	17	14	33	19	13	15	21
CL1352.Contig1	67	65	62	68	68	71	64	67	61
CL1352.Contig2	18	35	18	25	19	10	22	38	23
CL1353.Contig1	18	15	17	13	14	10	30	9	22
CL1353.Contig2	13	34	13	32	27	17	21	32	23
CL1354.Contig1	64	85	85	70	73	63	68	72	71
CL1354.Contig2	32	36	25	21	35	19	33	24	34
CL1354.Contig3	26	20	20	22	20	25	13	27	34
CL1355.Contig1	0	9	3	8	0	0	0	0	8
CL1355.Contig10	11	9	11	4	8	10	7	11	4
CL1355.Contig11	13	8	6	8	6	10	14	5	9
CL1355.Contig12	0	0	0	0	0	0	0	0	0
CL1355.Contig13	0	0	0	0	0	0	0	0	0
CL1355.Contig14	0	0	0	0	0	0	0	0	0
CL1355.Contig15	10	11	7	6	10	10	7	8	10
CL1355.Contig16	3	0	9	0	4	0	10	4	4
CL1355.Contig17	10	3	13	10	8	5	3	10	10
CL1355.Contig18	0	5	0	7	0	0	6	5	6
CL1355.Contig19	1	6	4	1	3	5	4	4	6
CL1355.Contig2	10	14	0	10	12	9	0	0	8
CL1355.Contig20	0	2	2	1	5	5	4	2	11
CL1355.Contig21	11	16	2	3	10	15	2	4	0
CL1355.Contig22	0	0	0	0	0	0	4	0	0
CL1355.Contig23	12	8	3	0	1	8	0	0	5
CL1355.Contig24	2	11	8	3	6	2	10	10	6
CL1355.Contig3	0	14	1	6	0	0	6	10	3
CL1355.Contig4	6	0	4	0	0	0	0	0	5
CL1355.Contig5	0	0	0	0	0	0	0	0	0
CL1355.Contig6	7	0	8	0	0	0	0	0	3
CL1355.Contig7	1	3	3	1	2	7	4	2	3
CL1355.Contig8	0	0	0	0	0	0	0	0	0
CL1355.Contig9	14	21	9	6	4	10	13	11	5
CL1356.Contig1	124	146	193	250	190	198	258	154	129
CL1356.Contig2	7	14	13	17	9	7	8	37	11
CL1356.Contig3	173	222	190	294	231	217	263	248	230
CL1356.Contig4	16	14	17	17	19	20	16	19	14
CL1356.Contig5	11	17	9	13	18	18	19	10	20
CL1357.Contig1	20	23	17	13	13	11	13	17	16
CL1357.Contig2	0	7	4	3	4	10	12	7	5
CL1358.Contig1	4	12	8	9	4	14	0	5	0
CL1358.Contig2	23	19	18	7	16	16	19	16	25
CL1359.Contig1	24	23	15	16	22	6	24	21	38
CL1359.Contig2	43	49	65	58	59	50	52	52	56
CL1359.Contig3	6	20	4	16	9	16	11	14	9
CL1359.Contig4	6	5	10	7	10	12	18	15	9
CL136.Contig1	227	187	322	266	188	289	309	221	196
CL136.Contig2	10	8	23	13	2	11	7	4	5
CL1360.Contig1	28	24	25	34	29	28	24	29	22
CL1360.Contig2	11	35	28	33	26	38	26	30	41
CL1360.Contig3	37	25	19	19	36	15	12	42	3
CL1360.Contig4	2	22	42	36	19	34	42	24	23
CL1360.Contig5	39	24	28	45	32	46	34	61	70
CL1361.Contig1	95	86	102	81	87	72	86	83	94
CL1361.Contig2	0	5	0	0	0	0	0	10	0
CL1362.Contig1	175	179	108	113	92	125	136	128	158
CL1362.Contig2	25	24	19	19	17	28	10	21	26
CL1362.Contig3	21	15	16	12	16	18	20	20	25
CL1363.Contig1	51	39	54	59	48	53	53	52	46
CL1363.Contig2	39	49	26	24	35	14	42	28	46
CL1363.Contig3	19	23	19	12	20	16	14	12	19
CL1364.Contig1	65	56	84	72	83	87	60	72	67
CL1364.Contig2	46	26	33	37	46	46	41	49	27
CL1364.Contig3	199	184	141	123	137	134	129	99	181
CL1365.Contig1	33	55	26	40	42	27	28	48	46
CL1365.Contig2	15	10	16	9	3	4	9	12	12
CL1366.Contig1	8	20	31	18	12	24	20	27	8
CL1366.Contig2	35	55	25	34	38	14	45	19	32
CL1366.Contig3	58	39	61	50	49	58	55	54	43
CL1366.Contig4	172	169	151	155	172	172	147	173	185
CL1366.Contig5	47	43	40	22	44	24	29	34	33
CL1367.Contig1	0	0	0	0	0	0	0	0	0
CL1367.Contig2	13	6	8	5	24	4	17	5	10
CL1367.Contig3	14	10	16	7	21	11	26	13	24
CL1367.Contig4	44	57	53	60	50	81	52	77	38
CL1368.Contig1	176	113	246	86	413	208	117	198	97
CL1368.Contig2	39	13	45	12	83	64	19	26	25
CL1368.Contig3	14	4	29	4	40	22	11	13	6
CL1369.Contig1	0	0	0	0	0	0	0	0	0
CL1369.Contig2	0	0	9	0	0	4	0	0	0
CL1369.Contig3	41	25	12	31	23	7	29	30	33
CL1369.Contig4	15	10	13	12	5	6	17	13	14
CL1369.Contig5	24	26	39	27	43	47	28	29	22
CL1369.Contig6	18	16	23	13	20	28	22	19	19
CL137.Contig1	0	0	0	0	0	0	0	0	0
CL137.Contig10	65	69	68	66	50	56	66	83	78
CL137.Contig11	50	60	57	47	58	47	49	58	43
CL137.Contig12	45	63	62	63	33	61	83	69	27
CL137.Contig13	14	0	0	0	0	10	0	0	0
CL137.Contig14	0	0	0	0	0	0	0	0	0
CL137.Contig15	0	0	0	0	0	0	0	0	0
CL137.Contig16	45	24	0	17	30	0	0	28	48
CL137.Contig17	0	0	0	0	0	0	0	0	0
CL137.Contig18	0	0	0	0	0	0	0	0	0
CL137.Contig19	0	0	0	0	0	0	0	0	0
CL137.Contig2	0	0	0	0	0	0	0	0	0
CL137.Contig20	0	0	0	0	0	0	0	0	0
CL137.Contig21	0	0	0	1	0	0	0	0	0
CL137.Contig22	0	0	0	0	0	0	0	0	0
CL137.Contig23	2	1	2	0	1	1	0	2	3
CL137.Contig24	0	0	0	0	0	0	0	0	0
CL137.Contig25	0	0	0	0	0	0	0	0	0
CL137.Contig26	8	6	6	6	2	7	2	3	2
CL137.Contig27	0	0	0	0	0	0	0	0	0
CL137.Contig28	0	0	0	0	9	0	0	0	11
CL137.Contig29	0	0	0	0	0	2	3	0	4
CL137.Contig3	11	5	15	10	4	21	11	8	0
CL137.Contig30	0	0	0	0	0	0	0	0	0
CL137.Contig31	0	0	0	0	0	0	0	0	1
CL137.Contig32	0	0	0	0	6	0	0	0	7
CL137.Contig33	2	1	0	0	1	1	0	0	5
CL137.Contig34	0	0	0	0	0	0	0	0	0
CL137.Contig35	0	0	0	0	0	0	0	0	0
CL137.Contig36	0	0	0	0	0	0	0	0	0
CL137.Contig37	0	0	0	0	0	0	0	0	0
CL137.Contig38	0	0	0	0	2	0	0	0	0
CL137.Contig39	79	70	80	99	77	82	30	79	80
CL137.Contig4	93	107	69	67	54	38	112	65	64
CL137.Contig40	0	0	0	0	26	0	0	0	19
CL137.Contig5	0	0	0	0	0	0	0	0	0
CL137.Contig6	0	0	0	0	0	0	0	0	0
CL137.Contig7	0	0	0	0	0	0	0	0	0
CL137.Contig8	17	40	29	19	23	12	20	30	14
CL137.Contig9	0	0	0	0	6	0	0	0	2
CL1370.Contig1	0	1	6	1	3	11	6	0	0
CL1370.Contig2	5	1	18	3	15	12	6	9	2
CL1370.Contig3	18	4	18	29	81	48	24	29	5
CL1370.Contig4	19	9	26	9	21	19	8	12	15
CL1370.Contig5	9	1	14	21	46	32	16	24	3
CL1370.Contig6	29	26	72	15	42	25	22	27	23
CL1371.Contig1	95	92	82	102	117	83	96	109	77
CL1371.Contig2	17	8	15	0	0	7	6	0	9
CL1372.Contig1	461	385	207	126	155	196	144	100	350
CL1372.Contig2	4844	3399	1955	1561	1690	1984	1377	1343	3351
CL1373.Contig1	269	296	266	369	288	251	306	331	315
CL1373.Contig2	32	34	30	36	32	28	34	33	40
CL1374.Contig1	18	11	2	33	0	2	11	8	11
CL1374.Contig2	11	18	12	13	15	9	8	18	17
CL1374.Contig3	18	12	20	16	22	15	5	11	18
CL1374.Contig4	21	26	13	15	15	30	31	19	29
CL1375.Contig1	0	0	0	0	0	0	0	0	0
CL1375.Contig10	8	0	11	2	3	2	0	0	4
CL1375.Contig11	0	0	3	29	23	0	0	0	5
CL1375.Contig12	0	0	0	0	0	0	0	0	0
CL1375.Contig13	70	47	68	62	37	28	89	18	65
CL1375.Contig14	11	18	16	0	0	23	0	13	0
CL1375.Contig15	46	54	33	0	0	13	68	40	41
CL1375.Contig16	4	12	18	50	47	29	9	8	7
CL1375.Contig17	0	5	6	11	17	8	1	4	2
CL1375.Contig18	0	5	25	5	15	18	19	31	23
CL1375.Contig19	0	0	8	21	29	9	0	0	5
CL1375.Contig2	3	13	7	2	5	7	2	20	3
CL1375.Contig20	0	0	0	1	1	0	0	5	6
CL1375.Contig3	0	0	1	1	0	0	1	3	1
CL1375.Contig4	2	0	3	0	1	1	0	0	0
CL1375.Contig5	20	23	18	9	16	22	11	30	9
CL1375.Contig6	0	0	6	35	29	11	25	0	2
CL1375.Contig7	7	0	3	2	5	0	0	0	9
CL1375.Contig8	0	0	1	1	2	1	0	0	0
CL1375.Contig9	15	29	34	18	15	10	27	12	33
CL1376.Contig1	11	8	12	5	21	15	5	13	18
CL1376.Contig10	24	18	34	31	31	40	23	56	11
CL1376.Contig11	24	25	0	0	0	6	13	0	31
CL1376.Contig12	6	8	4	0	18	5	4	0	8
CL1376.Contig2	41	36	23	14	15	12	10	9	17
CL1376.Contig3	1	4	11	1	7	5	3	0	8
CL1376.Contig4	25	31	15	14	27	21	16	16	27
CL1376.Contig5	18	13	18	14	13	15	19	16	15
CL1376.Contig6	65	81	67	52	43	30	82	43	99
CL1376.Contig7	21	44	60	11	14	91	21	45	32
CL1376.Contig8	4	0	17	34	35	22	11	36	0
CL1376.Contig9	35	37	13	32	28	12	19	22	47
CL1377.Contig1	69	78	72	46	61	63	68	84	90
CL1377.Contig2	22	27	18	24	23	16	13	21	23
CL1377.Contig3	4	0	0	23	0	8	14	0	0
CL1378.Contig1	85	77	84	100	112	111	97	96	89
CL1378.Contig2	0	0	0	16	6	0	0	16	9
CL1378.Contig3	27	14	22	13	15	25	23	27	11
CL1378.Contig4	2	4	2	0	1	5	1	1	0
CL1378.Contig5	14	3	17	4	8	16	7	14	17
CL1378.Contig6	0	26	21	12	4	23	11	12	6
CL1378.Contig7	3	2	4	2	1	6	3	1	1
CL1379.Contig1	82	114	83	81	99	82	74	112	72
CL1379.Contig2	0	40	0	0	77	1	11	2	1
CL1379.Contig3	149	109	139	40	102	58	24	79	182
CL1379.Contig4	53	55	38	3	79	32	0	36	55
CL1379.Contig5	0	0	2	2	0	0	10	2	0
CL1379.Contig6	46	9	20	6	9	0	26	4	4
CL1379.Contig7	0	0	3	0	0	10	0	8	41
CL1379.Contig8	0	32	18	15	70	38	33	0	5
CL138.Contig1	43	43	61	51	53	57	50	45	44
CL138.Contig2	8	19	4	20	12	14	18	14	12
CL138.Contig3	42	45	74	49	54	48	57	71	65
CL138.Contig4	0	0	0	8	0	0	7	7	0
CL1380.Contig1	53	44	57	21	64	56	39	44	41
CL1380.Contig2	158	118	177	140	152	181	149	110	127
CL1381.Contig1	34	39	39	48	53	33	38	57	30
CL1381.Contig2	0	6	3	4	15	2	11	7	4
CL1381.Contig3	29	36	42	39	31	46	38	39	52
CL1382.Contig1	236	193	183	170	274	241	169	210	202
CL1382.Contig2	26	42	29	45	25	16	19	48	39
CL1383.Contig1	30	35	30	37	37	42	35	42	39
CL1383.Contig2	47	48	63	48	71	77	41	71	52
CL1384.Contig1	201	170	155	144	154	149	154	146	163
CL1384.Contig2	138	127	102	86	138	101	104	88	125
CL1384.Contig3	53	61	71	63	75	67	68	53	58
CL1384.Contig4	7	16	11	12	23	12	15	16	16
CL1384.Contig5	6	15	9	9	24	10	13	12	15
CL1385.Contig1	21	12	36	27	29	50	17	24	34
CL1385.Contig2	9	11	6	8	11	10	24	10	12
CL1385.Contig3	10	12	3	2	5	2	4	6	3
CL1385.Contig4	24	14	21	9	13	11	2	16	10
CL1385.Contig5	27	15	24	19	13	26	26	8	17
CL1385.Contig6	4	17	3	2	5	0	8	2	5
CL1385.Contig7	14	20	31	10	20	6	5	8	20
CL1386.Contig1	6	10	30	17	25	29	22	46	20
CL1386.Contig2	338	480	414	471	492	357	507	560	462
CL1387.Contig1	40	25	25	32	50	31	23	35	36
CL1387.Contig2	84	83	100	67	47	80	81	58	67
CL1387.Contig3	14	24	14	19	16	30	49	32	46
CL1388.Contig1	24	17	1	10	4	0	11	10	9
CL1388.Contig2	34	35	29	34	26	31	19	33	30
CL1388.Contig3	25	19	26	15	22	12	18	13	29
CL1389.Contig1	62	55	69	5	52	41	49	43	40
CL1389.Contig10	0	0	0	0	0	0	0	0	0
CL1389.Contig11	0	0	0	0	0	0	0	0	0
CL1389.Contig12	0	0	0	0	0	0	0	0	0
CL1389.Contig13	0	0	0	0	0	0	6	0	20
CL1389.Contig14	14	32	35	0	20	16	36	12	33
CL1389.Contig15	3	13	0	0	0	0	0	1	0
CL1389.Contig16	0	0	0	0	0	0	0	0	0
CL1389.Contig2	123	129	151	191	135	92	197	79	123
CL1389.Contig3	0	0	0	0	0	0	0	0	0
CL1389.Contig4	19	21	25	41	40	33	29	33	32
CL1389.Contig5	10	11	6	20	13	18	0	13	7
CL1389.Contig6	3	1	24	40	13	16	38	18	18
CL1389.Contig7	14	15	0	0	6	0	14	16	0
CL1389.Contig8	38	28	51	27	24	64	30	24	28
CL1389.Contig9	0	0	0	0	0	0	0	0	0
CL139.Contig1	4	5	23	12	9	18	22	18	12
CL139.Contig2	65	66	54	56	60	55	62	83	58
CL1390.Contig1	7	4	3	5	9	10	9	8	5
CL1390.Contig2	14	16	23	25	23	23	17	22	26
CL1390.Contig3	13	12	11	9	12	16	7	13	10
CL1390.Contig4	6	11	16	8	7	9	5	4	8
CL1390.Contig5	7	9	9	16	19	4	17	4	10
CL1390.Contig6	50	32	50	26	14	25	35	33	42
CL1390.Contig7	22	13	11	7	14	13	17	16	13
CL1391.Contig1	26	33	14	10	29	27	35	33	40
CL1392.Contig1	1	1	1	4	13	2	3	2	0
CL1392.Contig2	9	13	19	4	24	32	22	11	12
CL1392.Contig3	7	13	11	0	16	0	13	8	3
CL1392.Contig4	27	13	33	25	34	35	18	25	19
CL1393.Contig1	5	7	4	9	15	0	8	10	13
CL1393.Contig10	0	4	0	0	0	0	0	0	0
CL1393.Contig11	24	17	41	10	5	22	37	30	21
CL1393.Contig12	0	0	0	0	0	0	0	0	0
CL1393.Contig13	0	0	0	0	0	0	0	0	0
CL1393.Contig14	0	0	0	0	0	0	0	0	0
CL1393.Contig15	45	29	77	33	67	41	49	27	23
CL1393.Contig2	0	8	0	8	0	0	1	1	0
CL1393.Contig3	9	13	10	1	22	6	2	4	13
CL1393.Contig4	3	8	4	1	0	0	7	0	0
CL1393.Contig5	0	0	0	0	0	0	0	0	0
CL1393.Contig6	0	0	0	0	0	0	0	0	0
CL1393.Contig7	20	29	27	2	44	11	15	14	35
CL1393.Contig8	0	0	0	0	0	0	0	0	0
CL1393.Contig9	6	0	2	0	0	4	0	0	6
CL1394.Contig1	215	239	247	302	237	285	244	248	206
CL1394.Contig2	3650	3567	3152	4409	3167	3442	4443	3803	3660
CL1394.Contig3	1148	1301	1409	1913	1314	1579	1457	1545	1208
CL1394.Contig4	461	441	368	454	383	416	490	400	414
CL1395.Contig1	301	329	309	352	297	315	302	339	340
CL1395.Contig2	533	564	568	512	536	497	541	469	605
CL1395.Contig3	250	252	293	287	263	285	316	300	229
CL1395.Contig4	38	38	43	52	40	42	27	39	43
CL1395.Contig5	129	160	152	147	125	124	168	140	161
CL1396.Contig1	82	96	106	121	112	120	90	137	94
CL1396.Contig2	108	108	84	89	98	84	116	121	128
CL1397.Contig1	269	210	162	136	160	166	121	133	221
CL1397.Contig2	16	38	7	2	12	6	4	5	28
CL1398.Contig1	3	0	5	3	0	12	34	14	24
CL1398.Contig2	20	30	15	27	20	36	6	18	9
CL1398.Contig3	5	0	30	13	20	15	9	5	3
CL1398.Contig4	25	21	18	32	26	28	19	35	22
CL1398.Contig5	10	14	14	13	14	16	11	15	14
CL1398.Contig6	151	161	142	182	154	159	183	134	148
CL1399.Contig1	66	82	81	80	84	82	76	100	79
CL1399.Contig2	64	43	28	41	34	35	59	32	61
CL14.Contig1	12	8	11	6	18	0	2	3	3
CL14.Contig10	161	128	160	131	137	132	172	148	137
CL14.Contig11	0	0	0	0	0	0	0	0	0
CL14.Contig12	0	0	0	0	0	0	0	0	0
CL14.Contig13	4	10	8	5	8	7	4	4	9
CL14.Contig14	0	0	0	0	0	0	0	0	0
CL14.Contig15	0	0	0	0	0	0	0	0	0
CL14.Contig16	0	0	25	18	13	16	0	34	5
CL14.Contig17	1	0	0	3	5	0	0	2	0
CL14.Contig18	0	0	0	0	0	0	0	0	0
CL14.Contig19	0	0	0	0	0	0	0	0	0
CL14.Contig2	0	0	0	0	0	0	0	0	0
CL14.Contig20	28	40	40	28	43	41	24	40	51
CL14.Contig21	0	0	0	0	0	0	0	0	0
CL14.Contig22	176	208	168	152	192	173	165	201	196
CL14.Contig23	0	0	0	0	0	0	0	0	0
CL14.Contig24	6	6	10	8	11	5	1	12	5
CL14.Contig25	0	4	12	12	20	0	1	2	0
CL14.Contig26	0	0	0	0	0	0	0	0	0
CL14.Contig27	7	0	0	0	0	0	0	0	0
CL14.Contig28	0	0	0	0	0	0	0	0	0
CL14.Contig29	0	0	0	0	0	0	0	0	0
CL14.Contig3	0	0	0	0	0	0	0	0	0
CL14.Contig30	0	22	7	0	0	0	2	0	6
CL14.Contig31	0	5	0	0	0	0	0	0	7
CL14.Contig32	37	33	26	18	7	35	40	29	36
CL14.Contig33	0	0	0	0	0	0	0	0	0
CL14.Contig34	54	66	26	41	50	49	60	26	66
CL14.Contig35	0	0	0	0	0	0	0	0	0
CL14.Contig36	0	0	0	0	0	0	0	0	0
CL14.Contig37	24	24	15	24	17	27	30	10	8
CL14.Contig38	24	9	7	11	16	6	2	7	7
CL14.Contig4	12	5	15	10	11	27	10	16	8
CL14.Contig5	0	0	0	0	0	0	0	0	0
CL14.Contig6	11	0	0	8	0	10	19	4	6
CL14.Contig7	0	0	0	0	0	0	0	0	0
CL14.Contig8	139	150	151	126	129	132	125	117	149
CL14.Contig9	10	18	22	13	8	18	15	21	25
CL140.Contig1	0	21	4	23	13	0	35	20	6
CL140.Contig2	72	52	87	61	71	99	53	68	81
CL140.Contig3	12	24	27	23	24	20	26	24	28
CL140.Contig4	74	49	51	29	29	46	14	43	46
CL140.Contig5	0	8	0	3	1	0	8	3	0
CL140.Contig6	38	49	28	31	39	14	25	39	48
CL1400.Contig1	69	82	59	95	77	58	68	91	71
CL1400.Contig2	291	290	242	268	283	258	266	299	292
CL1400.Contig3	98	98	102	97	144	161	104	120	109
CL1400.Contig4	19	24	14	35	8	21	29	30	24
CL1401.Contig1	132	155	153	165	160	143	124	173	162
CL1401.Contig2	59	56	52	62	58	62	58	69	45
CL1401.Contig3	12	11	28	16	21	23	15	11	17
CL1401.Contig4	0	0	0	0	0	0	0	0	0
CL1401.Contig5	8	15	26	22	13	26	23	19	18
CL1401.Contig6	79	48	109	43	78	79	84	51	39
CL1402.Contig1	36	36	56	51	53	53	34	46	40
CL1403.Contig1	3	7	13	4	10	8	7	8	6
CL1403.Contig2	9	12	15	9	21	9	13	10	14
CL1403.Contig3	201	211	209	240	229	232	222	219	212
CL1404.Contig1	10	7	2	1	2	7	5	8	3
CL1404.Contig2	115	129	140	149	141	138	146	175	141
CL1404.Contig3	88	83	67	84	80	90	84	90	83
CL1405.Contig1	17	6	14	9	6	7	8	2	11
CL1405.Contig2	2	1	1	3	2	2	2	1	0
CL1405.Contig3	6	7	5	11	5	6	13	7	9
CL1405.Contig4	29	31	24	36	40	29	37	35	33
CL1405.Contig5	35	45	45	52	44	46	48	44	39
CL1406.Contig1	51	52	97	79	84	94	62	74	50
CL1406.Contig2	73	51	61	58	57	44	66	49	56
CL1407.Contig1	25	12	9	22	15	17	15	7	4
CL1407.Contig2	51	81	81	55	71	61	51	89	63
CL1407.Contig3	33	32	19	28	26	28	33	34	28
CL1407.Contig4	9	0	0	9	6	8	9	9	16
CL1408.Contig1	0	0	0	0	0	0	0	0	0
CL1408.Contig10	5	6	0	0	10	0	0	0	4
CL1408.Contig11	7	0	15	16	10	7	5	1	5
CL1408.Contig12	284	212	205	147	189	199	146	160	227
CL1408.Contig2	44	43	13	0	30	23	10	19	24
CL1408.Contig3	23	12	13	2	19	7	1	3	33
CL1408.Contig4	36	36	41	30	49	33	31	34	37
CL1408.Contig5	0	0	0	0	0	0	0	0	0
CL1408.Contig6	0	0	0	0	0	0	0	0	0
CL1408.Contig7	29	16	18	1	25	6	2	4	16
CL1408.Contig8	0	0	0	0	0	0	0	0	0
CL1408.Contig9	0	0	0	0	0	0	0	0	0
CL1409.Contig1	22	36	29	27	39	23	21	12	20
CL1409.Contig2	23	11	33	29	26	37	33	57	25
CL1409.Contig3	0	10	0	5	11	12	0	3	0
CL141.Contig1	0	0	0	0	0	8	0	0	0
CL141.Contig2	7	5	7	11	15	0	0	3	9
CL141.Contig3	32	22	26	15	10	38	12	27	24
CL141.Contig4	19	24	24	22	11	26	28	22	23
CL141.Contig5	18	11	25	20	11	18	23	17	19
CL141.Contig6	96	86	75	96	68	63	104	102	112
CL141.Contig7	2	0	2	9	6	14	0	7	0
CL1410.Contig1	125	118	164	118	122	146	112	128	100
CL1410.Contig2	22	13	8	11	9	3	33	31	6
CL1410.Contig3	37	28	5	11	41	8	34	0	32
CL1411.Contig1	68	71	41	49	41	30	71	25	50
CL1411.Contig10	11	30	21	14	4	4	20	5	12
CL1411.Contig11	6	14	7	9	8	16	7	9	12
CL1411.Contig2	18	14	34	31	38	44	12	61	29
CL1411.Contig3	1	0	0	0	3	9	0	4	0
CL1411.Contig4	2	0	0	0	13	2	0	0	0
CL1411.Contig5	0	0	14	0	6	12	4	24	0
CL1411.Contig6	7	0	0	3	2	0	0	0	2
CL1411.Contig7	17	11	28	20	5	12	17	10	21
CL1411.Contig8	0	0	0	0	11	12	5	0	0
CL1411.Contig9	0	0	0	0	0	0	0	4	0
CL1412.Contig1	96	114	117	129	142	117	116	146	94
CL1412.Contig2	171	164	172	188	180	146	173	182	161
CL1412.Contig3	24	20	50	34	53	53	59	29	35
CL1412.Contig4	37	58	52	26	37	58	36	55	44
CL1412.Contig5	23	38	17	12	15	7	20	14	49
CL1413.Contig1	49	50	7	4	1	2	0	0	89
CL1413.Contig2	50	51	1	2	6	8	3	7	33
CL1413.Contig3	31	27	3	3	10	2	1	1	29
CL1413.Contig4	295	261	47	40	36	64	43	32	231
CL1414.Contig1	111	97	179	134	157	192	171	120	103
CL1414.Contig2	80	89	121	141	109	84	109	112	87
CL1415.Contig1	27	17	26	25	17	14	36	27	19
CL1415.Contig2	5	4	19	4	26	0	10	14	0
CL1415.Contig3	34	37	34	30	32	31	21	26	30
CL1416.Contig1	13	11	24	16	18	20	19	8	21
CL1416.Contig10	0	0	1	0	0	0	0	0	0
CL1416.Contig11	0	0	0	0	0	0	0	0	0
CL1416.Contig2	48	31	85	47	62	81	55	31	66
CL1416.Contig3	141	133	158	115	149	154	130	135	145
CL1416.Contig4	0	0	0	0	0	0	0	0	0
CL1416.Contig5	0	2	0	0	0	0	0	0	2
CL1416.Contig6	55	73	53	57	55	54	65	56	59
CL1416.Contig7	210	206	187	173	192	222	192	214	189
CL1416.Contig8	2	2	3	0	0	1	0	0	0
CL1416.Contig9	0	0	0	0	0	0	0	0	0
CL1417.Contig1	62	77	71	51	51	50	64	79	58
CL1417.Contig2	34	4	37	20	4	6	46	7	5
CL1417.Contig3	16	38	0	18	43	19	9	0	58
CL1417.Contig4	16	13	18	16	17	17	15	12	17
CL1417.Contig5	55	55	65	53	65	75	60	59	47
CL1418.Contig1	42	27	35	23	33	34	78	0	0
CL1418.Contig2	5	46	26	65	46	8	19	70	64
CL1419.Contig1	21	28	26	10	11	7	10	19	8
CL1419.Contig2	13	21	29	26	20	14	30	16	18
CL1419.Contig3	28	23	16	21	26	34	20	31	27
CL142.Contig1	41	34	42	46	19	29	50	39	33
CL142.Contig2	14	21	15	17	28	11	17	10	7
CL142.Contig3	21	13	32	17	15	38	19	27	16
CL142.Contig4	36	38	25	39	43	39	38	38	57
CL1420.Contig1	24	18	19	21	15	23	17	24	19
CL1420.Contig2	18	8	14	0	2	9	4	1	20
CL1421.Contig1	76	59	83	74	78	65	70	57	68
CL1421.Contig2	31	17	4	8	18	10	17	13	11
CL1422.Contig1	26	17	22	20	22	23	19	28	19
CL1422.Contig2	10	9	17	6	9	14	13	8	9
CL1422.Contig3	90	81	90	77	86	88	107	97	88
CL1422.Contig4	13	4	3	11	15	8	2	0	12
CL1422.Contig5	13	18	27	17	19	31	19	21	17
CL1422.Contig6	14	22	8	15	14	4	5	6	9
