target_id 	 Ck_1 	 CK_2 	 ET_1 	 ET_2 	 ET_3 
CRO_T100966	54	54	53	52	53
CRO_T100967	33	35	23	24	37
CRO_T100968	23	20	29	22	22
CRO_T100969	0	0	0	0	0
CRO_T100970	0	0	0	0	1
CRO_T100971	0	0	0	0	0
CRO_T100973	35	41	36	33	45
CRO_T100974	0	0	0	0	1
CRO_T100976	13	12	17	14	12
CRO_T100977	72	78	75	58	94
CRO_T100978	0	0	0	0	0
CRO_T100979	0	0	0	0	0
CRO_T100980	7	6	6	5	6
CRO_T100981	35	35	33	31	42
CRO_T100982	22	21	26	22	24
CRO_T100983	17	19	16	18	19
CRO_T100985	8	8	9	8	10
CRO_T100986	3	3	3	1	2
CRO_T100987	10	10	17	14	16
CRO_T100988	0	0	0	0	0
CRO_T100989	0	0	0	0	0
CRO_T100991	0	1	1	0	2
CRO_T100992	0	0	0	0	0
CRO_T100993	24	25	18	16	22
CRO_T100994	0	0	0	0	0
CRO_T100995	0	0	0	1	1
CRO_T100996	6	3	7	4	5
CRO_T100997	29	28	34	34	33
CRO_T100998	0	0	0	0	0
CRO_T100999	200	188	220	246	165
CRO_T101000	0	0	0	0	0
CRO_T101002	0	0	0	0	0
CRO_T101005	0	0	0	0	0
CRO_T101006	27	23	6	3	4
CRO_T101007	160	145	147	152	168
CRO_T101008	15	15	18	16	17
CRO_T101009	12	15	15	13	17
CRO_T101010	8	6	7	7	8
CRO_T101011	15	15	16	16	17
CRO_T101013	2	2	4	4	3
CRO_T101014	11	14	16	13	14
CRO_T101015	0	0	0	0	0
CRO_T101016	0	0	0	0	0
CRO_T101017	0	0	0	0	0
CRO_T101019	0	0	0	0	0
CRO_T101020	8	6	7	9	7
CRO_T101021	13	13	15	16	11
CRO_T101022	38	41	53	58	46
CRO_T101023	29	26	20	21	20
CRO_T101024	6	5	6	6	6
CRO_T101025	0	0	0	0	0
CRO_T101026	0	0	0	0	0
CRO_T101028	2	3	2	2	2
CRO_T101029	4	1	4	4	4
CRO_T101030	41	43	44	41	44
CRO_T101031	2	3	2	1	4
CRO_T101032	3	2	4	2	2
CRO_T101033	0	0	0	0	0
CRO_T101034	0	0	0	0	0
CRO_T101036	19	17	16	15	18
CRO_T101037	2	2	2	2	3
CRO_T101038	19	18	16	17	18
CRO_T101040	0	0	0	0	0
CRO_T101041	0	0	0	0	0
CRO_T101042	0	0	0	0	0
CRO_T101043	29	19	26	25	18
CRO_T101044	3	2	1	0	2
CRO_T101045	0	0	0	0	0
CRO_T101047	0	0	0	0	0
CRO_T101048	39	40	33	40	43
CRO_T101050	0	0	0	0	0
CRO_T101051	1	2	2	3	3
CRO_T101055	0	0	0	0	0
CRO_T101057	0	0	0	0	0
CRO_T101058	10	8	10	11	8
CRO_T101059	3	1	1	1	1
CRO_T101061	1	1	1	1	2
CRO_T101062	0	0	0	0	0
CRO_T101063	46	39	44	41	45
CRO_T101064	0	0	0	0	0
CRO_T101065	0	0	0	0	0
CRO_T101066	0	0	0	0	0
CRO_T101067	0	0	0	0	0
CRO_T101068	15	15	18	18	18
CRO_T101069	7	9	6	10	8
CRO_T101070	16	16	10	15	15
CRO_T101071	0	0	0	0	0
CRO_T101072	0	0	0	0	0
CRO_T101073	0	0	0	0	0
CRO_T101074	0	0	0	0	0
CRO_T101075	0	0	0	0	1
CRO_T101077	1	1	1	1	1
CRO_T101078	0	0	0	0	0
CRO_T101079	71	74	58	63	76
CRO_T101080	0	0	0	0	0
CRO_T101081	0	0	0	0	0
CRO_T101082	3	2	12	8	7
CRO_T101084	0	0	0	0	0
CRO_T101086	0	0	0	0	0
CRO_T101087	0	0	0	0	0
CRO_T101088	0	0	0	0	0
CRO_T101089	0	0	0	0	0
CRO_T101090	0	0	0	0	0
CRO_T101092	0	0	0	0	0
CRO_T101093	17	19	16	14	23
CRO_T101094	0	0	0	0	0
CRO_T101095	0	0	0	0	0
CRO_T101096	0	0	0	0	0
CRO_T101097	22	22	21	23	23
CRO_T101098	22	25	26	30	25
CRO_T101099	848	946	690	734	866
CRO_T101100	1	2	3	3	4
CRO_T101101	0	0	0	0	0
CRO_T101102	17	17	17	20	17
CRO_T101103	22	11	14	8	11
CRO_T101104	0	0	0	0	0
CRO_T101105	5	5	6	7	7
CRO_T101106	0	0	0	0	0
CRO_T101107	61	64	72	63	81
CRO_T101109	4	5	6	6	6
CRO_T101110	0	0	0	0	0
CRO_T101111	0	0	2	0	1
CRO_T101112	0	0	0	0	0
CRO_T101114	0	0	0	0	0
CRO_T101115	4	5	4	4	4
CRO_T101116	4	5	5	6	6
CRO_T101117	7	8	5	6	7
CRO_T101118	7	6	4	9	7
CRO_T101119	29	25	25	25	24
CRO_T101120	2	2	2	3	2
CRO_T101121	0	0	0	0	0
CRO_T101122	1	1	2	0	1
CRO_T101123	9	9	11	9	10
CRO_T101124	0	2	2	1	1
CRO_T101125	0	0	0	0	0
CRO_T101126	0	0	0	0	0
CRO_T101127	5	2	4	1	5
CRO_T101128	22	19	21	20	24
CRO_T101129	0	0	0	0	0
CRO_T101130	17	18	22	18	13
CRO_T101131	1	2	3	3	2
CRO_T101132	2	2	2	3	3
CRO_T101133	4	8	5	4	5
CRO_T101134	38	33	33	33	37
CRO_T101135	2	2	2	2	2
CRO_T101137	1	0	1	0	0
CRO_T101138	0	0	0	0	0
CRO_T101139	0	0	0	0	0
CRO_T101140	108	112	76	85	89
CRO_T101141	19	20	20	26	20
CRO_T101142	0	0	0	0	0
CRO_T101144	0	0	0	0	0
CRO_T101145	0	0	0	0	0
CRO_T101146	0	0	0	0	0
CRO_T101148	0	0	0	0	0
CRO_T101149	0	0	0	0	0
CRO_T101150	25	22	25	26	23
CRO_T101151	8	7	9	7	8
CRO_T101152	2	3	25	11	64
CRO_T101153	0	0	0	0	0
CRO_T101154	0	0	0	0	0
CRO_T101155	0	0	0	0	0
CRO_T101156	0	0	0	0	2
CRO_T101157	23	28	28	27	28
CRO_T101158	36	35	38	30	37
CRO_T101159	23	20	32	28	28
CRO_T101160	31	29	35	31	35
CRO_T101161	0	0	0	0	0
CRO_T101162	15	15	18	15	17
CRO_T101163	14	13	14	11	20
CRO_T101164	2	2	3	3	2
CRO_T101165	0	0	0	0	0
CRO_T101166	0	0	0	0	0
CRO_T101167	0	0	0	0	0
CRO_T101168	0	0	0	0	0
CRO_T101169	0	0	0	0	0
CRO_T101170	0	0	0	0	0
CRO_T101172	0	0	0	0	0
CRO_T101173	0	0	0	0	0
CRO_T101176	1	0	1	0	0
CRO_T101178	0	0	0	0	0
CRO_T101179	2	2	2	2	2
CRO_T101180	19	20	20	17	22
CRO_T101181	0	0	0	0	0
CRO_T101183	0	0	0	0	0
CRO_T101184	0	0	0	0	0
CRO_T101186	42	34	48	43	42
CRO_T101187	8	7	9	7	9
CRO_T101188	2	3	3	3	4
CRO_T101189	0	0	0	0	0
CRO_T101190	0	0	0	0	0
CRO_T101191	27	29	27	26	29
CRO_T101193	0	0	0	0	0
CRO_T101194	11	11	12	13	16
CRO_T101195	149	141	144	136	152
CRO_T101197	9	8	11	10	10
CRO_T101198	24	22	25	23	24
CRO_T101199	4	4	4	3	4
CRO_T101200	16	23	19	17	26
CRO_T101201	24	21	21	23	21
CRO_T101203	173	172	170	142	187
CRO_T101204	21	21	28	23	25
CRO_T101205	6	6	7	7	7
CRO_T101206	0	0	0	0	0
CRO_T101207	20	22	23	21	29
CRO_T101208	49	40	59	42	52
CRO_T101209	40	35	38	45	35
CRO_T101210	0	0	0	1	0
CRO_T101213	62	65	64	58	83
CRO_T101215	5	5	4	4	6
CRO_T101216	2	2	2	2	4
CRO_T101217	6	6	8	7	8
CRO_T101218	0	0	0	0	0
CRO_T101219	0	0	0	0	0
CRO_T101220	0	0	0	0	0
CRO_T101221	26	26	28	25	28
CRO_T101222	5	7	6	2	12
CRO_T101223	38	41	41	41	46
CRO_T101224	34	41	67	74	70
CRO_T101225	0	0	0	0	0
CRO_T101227	0	0	0	0	0
CRO_T101229	0	0	0	0	0
CRO_T101230	69	62	80	57	84
CRO_T101231	21	22	22	26	24
CRO_T101232	337	432	378	289	518
CRO_T101233	17	16	17	17	17
CRO_T101234	46	57	45	46	51
CRO_T101237	77	83	86	82	79
CRO_T101238	0	0	0	0	0
CRO_T101239	0	0	0	0	0
CRO_T101240	0	0	0	0	0
CRO_T101241	0	0	0	0	0
CRO_T101242	0	0	0	0	0
CRO_T101243	0	0	0	0	0
CRO_T101244	8	10	12	13	14
CRO_T101245	0	0	0	0	0
CRO_T101246	0	0	0	0	0
CRO_T101247	0	0	0	0	0
CRO_T101248	0	0	0	0	0
CRO_T101249	0	0	0	0	0
CRO_T101250	27	25	32	28	30
CRO_T101251	31	33	33	30	37
CRO_T101252	0	0	0	0	0
CRO_T101253	2	2	3	3	2
CRO_T101254	10	8	10	10	8
CRO_T101256	0	0	0	0	0
CRO_T101258	0	0	0	0	0
CRO_T101259	7	7	10	7	8
CRO_T101261	0	0	0	0	0
CRO_T101262	0	0	0	0	0
CRO_T101263	0	0	0	0	0
CRO_T101267	0	0	0	0	0
CRO_T101269	0	0	0	0	0
CRO_T101270	0	0	0	0	0
CRO_T101271	0	0	0	0	0
CRO_T101272	66	113	118	39	69
CRO_T101273	0	0	0	0	0
CRO_T101274	0	0	0	0	0
CRO_T101275	0	0	0	0	0
CRO_T101276	0	0	0	0	0
CRO_T101277	0	0	0	0	0
CRO_T101278	0	0	0	0	0
CRO_T101279	0	0	0	0	0
CRO_T101280	89	111	96	82	120
CRO_T101281	7	6	7	3	4
CRO_T101282	121	124	141	126	159
CRO_T101283	15	16	15	13	19
CRO_T101284	0	0	1	1	1
CRO_T101285	16	16	15	17	13
CRO_T101286	0	0	0	0	0
CRO_T101288	13	15	16	11	15
CRO_T101289	2	3	4	2	5
CRO_T101290	39	44	50	39	57
CRO_T101291	0	0	0	0	0
CRO_T101292	17	23	21	18	26
CRO_T101293	11	9	12	11	9
CRO_T101294	360	479	403	352	499
CRO_T101295	0	0	0	0	0
CRO_T101296	0	0	0	0	0
CRO_T101297	1	0	4	2	0
CRO_T101299	0	0	0	0	0
CRO_T101300	31	26	37	42	36
CRO_T101301	0	0	0	0	0
CRO_T101302	31	30	39	36	37
CRO_T101303	14	10	27	7	31
CRO_T101304	0	0	0	0	0
CRO_T101305	0	0	0	0	0
CRO_T101306	3	2	6	2	5
CRO_T101307	0	0	0	0	0
CRO_T101308	18	15	19	21	18
CRO_T101309	0	0	1	0	9
CRO_T101310	0	0	0	0	0
CRO_T101311	233	289	237	201	293
CRO_T101312	3	3	3	1	7
CRO_T101313	0	0	0	0	0
CRO_T101314	0	0	0	0	0
CRO_T101315	77	65	80	68	78
CRO_T101317	4	3	10	13	16
CRO_T101318	16	16	19	15	17
CRO_T101319	0	0	0	0	0
CRO_T101320	48	49	54	55	46
CRO_T101321	12	8	8	6	9
CRO_T101322	49	44	52	61	50
CRO_T101323	134	135	182	117	165
CRO_T101324	0	0	0	0	0
CRO_T101326	0	0	0	0	0
CRO_T101327	0	0	0	0	0
CRO_T101328	0	0	0	0	0
CRO_T101330	0	0	0	0	0
CRO_T101331	15	12	13	11	13
CRO_T101332	3	4	3	7	3
CRO_T101333	6	8	8	6	8
CRO_T101334	0	0	0	0	0
CRO_T101335	11	9	10	10	12
CRO_T101336	0	0	0	0	0
CRO_T101337	0	0	0	0	0
CRO_T101340	54	70	67	91	62
CRO_T101341	137	132	130	136	114
CRO_T101342	6	5	49	12	15
CRO_T101343	349	407	356	281	427
CRO_T101345	0	0	0	0	0
CRO_T101346	29	24	27	23	29
CRO_T101347	6	6	8	7	7
CRO_T101348	0	0	0	0	0
CRO_T101349	0	0	0	0	0
CRO_T101350	0	0	0	0	0
CRO_T101351	0	0	0	0	0
CRO_T101353	0	0	0	0	0
CRO_T101354	0	0	0	0	0
CRO_T101356	29	25	33	26	29
CRO_T101357	3	5	3	4	4
CRO_T101358	0	0	0	0	0
CRO_T101359	0	0	0	0	0
CRO_T101360	105	102	108	121	99
CRO_T101361	1	1	5	2	2
CRO_T101362	0	0	0	0	0
CRO_T101364	2	1	2	2	4
CRO_T101365	10	10	8	8	21
CRO_T101366	0	0	0	0	0
CRO_T101368	0	0	0	0	0
CRO_T101369	0	0	0	0	0
CRO_T101371	0	0	0	0	0
CRO_T101372	33	32	42	34	36
CRO_T101374	4	3	4	4	4
CRO_T101376	22	25	20	18	31
CRO_T101377	57	59	61	65	67
CRO_T101378	0	0	0	0	0
CRO_T101379	0	0	0	0	0
CRO_T101380	168	165	162	164	183
CRO_T101381	2	1	2	3	2
CRO_T101382	13	13	14	15	16
CRO_T101383	0	0	0	0	0
CRO_T101384	0	0	0	0	0
CRO_T101385	0	0	1	1	2
CRO_T101386	0	0	0	0	0
CRO_T101387	0	0	0	0	0
CRO_T101389	3	1	8	3	4
CRO_T101390	31	34	35	38	42
CRO_T101391	0	0	0	0	0
CRO_T101392	48	42	50	50	47
CRO_T101395	27	28	32	32	33
CRO_T101396	311	291	315	279	332
CRO_T101398	0	0	0	0	0
CRO_T101399	0	0	0	0	0
CRO_T101400	24	26	28	23	31
CRO_T101401	17	12	30	26	21
CRO_T101402	33	31	35	32	37
CRO_T101403	2	3	4	2	3
CRO_T101404	1	0	0	0	0
CRO_T101405	8	9	16	11	13
CRO_T101408	0	0	1	1	2
CRO_T101409	1	2	1	1	3
CRO_T101410	229	214	216	233	196
CRO_T101411	2	2	2	2	3
CRO_T101412	145	144	165	167	174
CRO_T101413	18	17	21	20	16
CRO_T101414	12	10	15	14	13
CRO_T101415	0	0	0	0	0
CRO_T101417	2	2	1	1	2
CRO_T101418	0	0	0	0	0
CRO_T101419	0	0	0	0	0
CRO_T101421	0	0	0	0	0
CRO_T101422	0	0	0	0	0
CRO_T101423	2	1	4	4	3
CRO_T101424	0	0	0	0	0
CRO_T101427	1	1	1	1	1
CRO_T101428	4	4	3	2	3
CRO_T101429	4	4	5	4	5
CRO_T101430	0	0	0	0	0
CRO_T101431	9	8	9	6	9
CRO_T101432	17	18	18	16	17
CRO_T101433	1	2	1	1	2
CRO_T101434	0	0	0	0	0
CRO_T101435	0	0	0	0	0
CRO_T101436	0	0	0	0	0
CRO_T101437	8	9	10	11	11
CRO_T101439	0	0	0	0	0
CRO_T101440	0	0	0	0	0
CRO_T101441	181	195	151	144	158
CRO_T101442	4	3	3	2	2
CRO_T101443	0	0	0	0	0
CRO_T101445	0	0	0	0	0
CRO_T101446	0	0	0	0	0
CRO_T101449	0	0	0	0	0
CRO_T101450	16	16	14	14	18
CRO_T101451	35	47	70	55	85
CRO_T101452	1	1	0	0	0
CRO_T101453	0	0	0	0	0
CRO_T101454	3	5	4	3	7
CRO_T101455	33	34	41	38	42
CRO_T101457	15	13	33	5	48
CRO_T101459	87	78	88	92	70
CRO_T101460	19	18	20	20	21
CRO_T101461	102	116	112	90	117
CRO_T101462	0	1	0	0	0
CRO_T101463	14	14	16	14	16
CRO_T101464	1	0	0	0	0
CRO_T101465	22	20	24	22	18
CRO_T101466	69	78	75	65	87
CRO_T101467	17	17	14	14	20
CRO_T101469	0	0	0	0	0
CRO_T101471	0	0	0	0	0
CRO_T101472	32	32	41	34	34
CRO_T101473	41	46	34	39	32
CRO_T101474	0	0	0	0	0
CRO_T101476	0	0	0	0	0
CRO_T101477	33	36	26	36	32
CRO_T101479	0	0	0	0	0
CRO_T101480	0	0	0	0	0
CRO_T101481	13	12	13	17	16
CRO_T101483	56	47	50	58	50
CRO_T101484	35	31	35	32	34
CRO_T101485	0	0	0	0	0
CRO_T101486	10	10	13	12	12
CRO_T101487	2	1	2	2	2
CRO_T101488	16	15	19	19	17
CRO_T101489	8	8	8	9	9
CRO_T101490	0	0	0	0	0
CRO_T101491	77	71	79	88	76
CRO_T101492	0	0	0	0	0
CRO_T101493	6	8	6	6	7
CRO_T101495	0	0	0	0	0
CRO_T101496	0	0	0	0	0
CRO_T101497	0	0	0	0	0
CRO_T101498	0	0	0	0	0
CRO_T101499	48	48	57	53	65
CRO_T101500	0	0	0	0	0
CRO_T101501	0	0	0	0	0
CRO_T101502	132	121	217	197	130
CRO_T101503	63	57	74	82	57
CRO_T101504	13	11	14	15	13
CRO_T101505	0	0	0	0	0
CRO_T101506	109	93	46	44	23
CRO_T101507	38	34	31	29	32
CRO_T101508	248	193	69	63	33
CRO_T101509	9	9	8	8	10
CRO_T101510	0	0	0	0	0
CRO_T101511	31	29	42	41	37
CRO_T101513	42	51	63	55	68
CRO_T101514	10	8	18	15	10
CRO_T101515	11	10	30	16	17
CRO_T101516	29	23	75	36	41
CRO_T101517	0	1	1	1	1
CRO_T101518	1	1	1	1	1
CRO_T101520	0	0	1	1	1
CRO_T101523	0	0	0	0	0
CRO_T101524	0	0	0	0	0
CRO_T101525	0	0	0	0	0
CRO_T101526	0	0	0	0	0
CRO_T101527	0	0	0	0	0
CRO_T101528	29	28	31	31	37
CRO_T101529	23	19	26	25	23
CRO_T101530	0	0	0	0	0
CRO_T101531	0	0	0	0	0
CRO_T101532	0	0	0	0	0
CRO_T101533	0	0	0	0	0
CRO_T101534	59	51	59	73	55
CRO_T101535	2	4	5	4	5
CRO_T101536	12	12	14	13	15
CRO_T101537	0	0	0	0	0
CRO_T101538	5	5	7	6	5
CRO_T101539	20	19	23	24	18
CRO_T101540	0	0	0	0	0
CRO_T101541	56	50	65	65	54
CRO_T101542	55	50	56	52	49
CRO_T101543	0	0	0	0	0
CRO_T101545	0	0	0	0	0
CRO_T101546	55	56	62	60	60
CRO_T101547	0	0	0	0	0
CRO_T101548	1	1	1	1	1
CRO_T101549	17	11	10	7	9
CRO_T101550	98	89	110	140	88
CRO_T101551	6	5	10	11	6
CRO_T101553	0	0	0	0	0
CRO_T101554	4	4	4	4	4
CRO_T101556	0	0	0	0	0
CRO_T101557	0	0	0	0	0
CRO_T101558	2	2	5	5	5
CRO_T101559	0	0	0	0	0
CRO_T101560	3	5	4	2	10
CRO_T101561	0	0	0	0	0
CRO_T101562	2	2	2	2	1
CRO_T101563	11	9	12	13	11
CRO_T101564	1	1	2	2	2
CRO_T101565	0	0	1	0	0
CRO_T101566	0	0	0	0	0
CRO_T101567	0	0	0	0	0
CRO_T101569	0	0	0	0	0
CRO_T101570	8	9	12	8	12
CRO_T101571	0	0	0	0	0
CRO_T101572	1	1	1	0	1
CRO_T101573	0	0	0	0	0
CRO_T101574	0	0	0	0	0
CRO_T101575	0	0	0	0	0
CRO_T101576	0	0	0	0	0
CRO_T101578	1	2	2	1	3
CRO_T101579	28	29	29	27	26
CRO_T101581	0	0	0	0	0
CRO_T101582	0	0	0	0	0
CRO_T101583	0	0	0	0	0
CRO_T101584	17	19	13	12	13
CRO_T101585	0	0	0	0	0
CRO_T101586	0	0	0	0	0
CRO_T101587	0	0	0	0	0
CRO_T101588	0	0	0	0	0
CRO_T101589	0	0	1	1	0
CRO_T101590	1	1	1	2	2
CRO_T101591	126	118	140	135	137
CRO_T101592	28	30	30	34	33
CRO_T101593	18	18	17	18	21
CRO_T101594	50	49	57	52	53
CRO_T101595	0	0	0	0	0
CRO_T101596	9	8	9	9	10
CRO_T101597	1	2	0	0	0
CRO_T101598	0	0	0	0	0
CRO_T101599	2	2	5	4	5
CRO_T101600	11	10	17	16	13
CRO_T101601	62	63	54	54	55
CRO_T101602	2	2	2	1	3
CRO_T101604	1	1	1	1	2
CRO_T101605	2	3	2	2	3
CRO_T101606	3	5	7	3	6
CRO_T101607	6	5	8	6	6
CRO_T101608	1	0	0	0	0
CRO_T101610	23	24	22	27	31
CRO_T101611	81	82	77	71	95
CRO_T101612	2	2	2	1	3
CRO_T101613	13	11	12	13	14
CRO_T101614	0	0	0	0	0
CRO_T101615	0	0	0	0	0
CRO_T101616	0	0	0	0	0
CRO_T101617	0	0	0	0	0
CRO_T101618	1	1	3	1	2
CRO_T101619	5	5	7	4	6
CRO_T101620	14	14	16	7	9
CRO_T101622	0	0	0	0	0
CRO_T101623	17	17	12	15	16
CRO_T101624	0	0	0	0	0
CRO_T101626	0	0	0	0	0
CRO_T101627	0	0	0	0	0
CRO_T101630	0	0	0	0	0
CRO_T101631	0	0	0	0	0
CRO_T101632	0	0	0	0	0
CRO_T101633	0	0	0	0	0
CRO_T101634	0	0	0	0	0
CRO_T101635	43	38	53	58	49
CRO_T101636	18	17	23	20	18
CRO_T101637	86	90	94	87	100
CRO_T101639	0	0	0	0	0
CRO_T101640	0	0	0	0	0
CRO_T101642	0	1	0	0	1
CRO_T101643	0	0	0	0	0
CRO_T101644	0	0	0	0	0
CRO_T101645	0	0	0	0	0
CRO_T101646	0	0	0	0	0
CRO_T101647	0	0	0	0	0
CRO_T101648	3	1	3	2	2
CRO_T101649	333	330	359	347	390
CRO_T101650	0	0	0	0	0
CRO_T101651	0	0	0	0	0
CRO_T101652	0	0	0	0	0
CRO_T101655	0	0	0	0	0
CRO_T101658	0	0	0	0	0
CRO_T101659	61	54	68	63	68
CRO_T101660	0	0	0	0	0
CRO_T101661	0	0	0	0	0
CRO_T101662	2	1	2	2	3
CRO_T101663	0	0	0	0	0
CRO_T101664	47	46	49	50	48
CRO_T101665	0	0	0	0	0
CRO_T101666	0	0	0	0	0
CRO_T101667	0	0	0	0	0
CRO_T101668	0	0	0	0	0
CRO_T101670	40	39	40	42	38
CRO_T101671	27	24	29	27	28
CRO_T101672	3	3	3	3	4
CRO_T101673	0	0	0	0	0
CRO_T101674	0	0	0	0	0
CRO_T101675	527	532	479	452	439
CRO_T101676	1	0	1	0	1
CRO_T101677	0	0	0	0	0
CRO_T101678	0	0	0	0	0
CRO_T101679	0	0	0	0	0
CRO_T101680	0	0	0	0	0
CRO_T101681	0	0	0	0	0
CRO_T101682	0	0	0	0	0
CRO_T101683	29	23	62	40	38
CRO_T101684	0	0	1	0	1
CRO_T101685	0	0	0	0	0
CRO_T101687	0	0	0	0	0
CRO_T101688	14	14	19	15	16
CRO_T101689	0	0	0	0	0
CRO_T101690	352	425	381	300	506
CRO_T101691	3	4	9	6	8
CRO_T101692	0	0	0	0	0
CRO_T101693	0	0	0	0	0
CRO_T101694	0	0	0	0	0
CRO_T101696	24	23	26	26	25
CRO_T101697	24	21	21	15	20
CRO_T101698	0	0	0	0	0
CRO_T101699	0	0	0	0	0
CRO_T101700	0	0	0	0	0
CRO_T101702	0	0	0	0	0
CRO_T101704	0	0	0	0	0
CRO_T101705	0	0	0	0	0
CRO_T101706	0	0	0	0	0
CRO_T101707	20	16	17	19	20
CRO_T101709	2	1	1	3	1
CRO_T101711	7	8	7	7	8
CRO_T101714	0	0	0	0	0
CRO_T101715	37	35	37	33	39
CRO_T101716	58	51	65	57	56
CRO_T101717	0	0	0	0	0
CRO_T101718	41	45	48	44	50
CRO_T101719	49	54	57	44	45
CRO_T101720	0	0	0	0	0
CRO_T101721	45	40	39	39	42
CRO_T101722	0	0	0	0	0
CRO_T101723	52	53	41	52	45
CRO_T101724	0	0	1	0	0
CRO_T101726	0	1	2	1	0
CRO_T101727	3	3	6	3	3
CRO_T101728	0	0	0	0	0
CRO_T101729	0	0	0	0	0
CRO_T101730	0	0	0	0	0
CRO_T101731	0	0	0	0	0
CRO_T101732	0	0	0	0	0
CRO_T101733	0	0	0	0	0
CRO_T101734	0	0	0	0	0
CRO_T101736	0	0	0	0	0
CRO_T101737	0	0	0	0	0
CRO_T101738	2	4	3	2	4
CRO_T101739	0	0	0	0	0
CRO_T101740	0	0	0	0	1
CRO_T101741	0	0	0	0	0
CRO_T101743	3	3	3	2	4
CRO_T101744	0	0	0	0	0
CRO_T101745	0	0	0	0	0
CRO_T101746	0	0	0	0	0
CRO_T101747	0	0	0	0	0
CRO_T101748	0	0	0	0	0
CRO_T101749	0	0	0	0	0
CRO_T101751	0	0	0	0	0
CRO_T101752	0	0	0	0	0
CRO_T101755	0	0	0	0	0
CRO_T101756	0	0	0	0	0
CRO_T101757	0	0	0	0	0
CRO_T101758	30	30	38	34	36
CRO_T101759	4	6	4	4	5
CRO_T101760	0	0	0	0	0
CRO_T101762	0	0	0	0	0
CRO_T101763	0	0	0	0	0
CRO_T101768	0	0	0	0	0
CRO_T101770	0	0	0	0	0
CRO_T101772	0	0	0	0	0
CRO_T101773	23	21	27	24	24
CRO_T101776	0	0	0	0	0
CRO_T101778	0	0	0	0	0
CRO_T101779	0	0	0	0	0
CRO_T101780	2	3	4	3	2
CRO_T101781	0	0	0	0	0
CRO_T101782	0	0	0	0	0
CRO_T101785	0	0	0	0	0
CRO_T101786	0	0	0	0	0
CRO_T101787	0	0	0	0	0
CRO_T101788	0	0	0	0	0
CRO_T101791	0	0	0	0	0
CRO_T101792	0	0	0	0	1
CRO_T101797	0	0	0	0	0
CRO_T101798	0	0	0	0	0
CRO_T101799	0	0	0	0	0
CRO_T101800	0	0	0	0	0
CRO_T101801	0	0	0	0	0
CRO_T101802	0	0	0	0	0
CRO_T101803	0	0	0	0	0
CRO_T101805	0	0	0	0	0
CRO_T101807	12	11	13	13	10
CRO_T101808	5	7	6	6	7
CRO_T101810	0	0	0	0	0
CRO_T101811	0	0	0	0	0
CRO_T101812	24	27	25	18	29
CRO_T101813	0	0	0	0	0
CRO_T101814	0	0	0	0	0
CRO_T101817	0	0	0	0	0
CRO_T101818	0	0	0	0	0
CRO_T101819	0	0	0	0	0
CRO_T101820	0	0	0	0	0
CRO_T101821	0	0	0	0	0
CRO_T101823	10	10	9	10	9
CRO_T101824	0	0	0	0	0
CRO_T101825	0	0	0	0	0
CRO_T101826	0	0	0	0	0
CRO_T101827	0	0	0	0	0
CRO_T101828	1	0	0	0	0
CRO_T101829	10	10	18	11	15
CRO_T101830	14	14	16	13	16
CRO_T101831	1	0	1	0	0
CRO_T101833	0	0	0	0	0
CRO_T101834	0	0	0	0	0
CRO_T101836	0	0	0	0	0
CRO_T101837	26	19	47	45	43
CRO_T101838	0	0	0	0	0
CRO_T101839	0	0	0	0	0
CRO_T101842	28	29	27	26	32
CRO_T101843	1	0	1	0	1
CRO_T101844	1	0	0	0	0
CRO_T101845	1	1	1	1	1
CRO_T101846	0	0	0	0	0
CRO_T101847	4	4	5	7	4
CRO_T101848	0	0	0	0	0
CRO_T101851	0	0	0	0	0
CRO_T101854	1	1	2	2	2
CRO_T101856	0	0	0	0	0
CRO_T101858	0	0	0	0	0
CRO_T101859	0	0	0	0	0
CRO_T101860	0	0	0	0	0
CRO_T101861	0	0	0	0	0
CRO_T101863	2	2	3	4	3
CRO_T101864	7	6	8	6	6
CRO_T101866	0	0	0	0	0
CRO_T101867	0	0	0	0	0
CRO_T101868	0	0	0	0	0
CRO_T101869	0	0	0	0	0
CRO_T101870	19	16	18	15	18
CRO_T101871	0	0	0	0	0
CRO_T101872	0	0	0	0	0
CRO_T101873	0	0	0	0	0
CRO_T101874	5	4	6	5	5
CRO_T101875	0	0	0	0	0
CRO_T101877	0	0	0	0	0
CRO_T101878	2	1	3	1	3
CRO_T101879	0	0	1	1	0
CRO_T101880	0	0	0	0	0
CRO_T101881	0	0	0	0	0
CRO_T101882	0	0	0	0	0
CRO_T101884	0	0	0	0	0
CRO_T101885	0	0	0	0	0
CRO_T101886	0	0	0	0	0
CRO_T101887	0	0	0	0	0
CRO_T101888	0	0	0	0	0
CRO_T101889	0	0	0	0	0
CRO_T101890	0	0	0	0	0
CRO_T101891	0	0	0	0	0
CRO_T101892	0	0	0	0	0
CRO_T101893	0	0	0	0	0
CRO_T101894	0	0	0	0	0
CRO_T101895	21	12	18	17	16
CRO_T101896	7	6	9	9	7
CRO_T101897	5	4	4	6	3
CRO_T101899	0	0	0	0	0
CRO_T101900	0	0	0	0	0
CRO_T101901	0	0	0	0	0
CRO_T101902	0	0	0	0	0
CRO_T101903	1	0	3	2	2
CRO_T101904	0	0	0	0	0
