baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
CRO_T100159	24.56214316	-0.013902259	0.480100503	-0.028956977	0.976898903	0.999986415
CRO_T133064	15.1171692	-0.017881035	0.618074933	-0.028930206	0.976920255	0.999986415
CRO_T107207	10.97345337	-0.020632793	0.713927724	-0.028900394	0.976944031	0.999986415
CRO_T141115	242.5164934	-0.007055757	0.244613703	-0.028844487	0.97698862	0.999986415
CRO_T107259	20.39862636	-0.015054596	0.523487057	-0.028758296	0.977057362	0.999986415
CRO_T121235	100.6912513	-0.008332639	0.291562403	-0.028579264	0.97720015	0.999986415
CRO_T100023	31.40046824	-0.012295551	0.431747224	-0.028478588	0.977280446	0.999986415
CRO_T118587	5.185310936	-0.028521731	1.004225377	-0.028401723	0.97734175	1
CRO_T104334	24.56626528	-0.013614741	0.480309101	-0.028345789	0.977386361	0.999986415
CRO_T134319	30.8596084	-0.012670689	0.447429633	-0.028318842	0.977407853	0.999986415
CRO_T118802	38.73020145	-0.011011506	0.389581211	-0.028264983	0.977450809	0.999986415
CRO_T121341	32.9444054	-0.011901072	0.421930915	-0.02820621	0.977497684	0.999986415
CRO_T139887	7.843578579	-0.023853122	0.847373644	-0.028149473	0.977542936	1
CRO_T113781	27.7228634	-0.012846523	0.458423587	-0.028023258	0.977643601	0.999986415
CRO_T110663	13.57134575	-0.017855384	0.637382067	-0.028013628	0.977651282	0.999986415
CRO_T132805	30.33638248	-0.012177303	0.435609798	-0.027954611	0.977698352	0.999986415
CRO_T139604	31.87619752	-0.012016301	0.431552183	-0.027844376	0.977786272	0.999986415
CRO_T121242	17.7661681	-0.015436144	0.556141872	-0.027755766	0.977856946	0.999986415
CRO_T135818	26.14156013	-0.012908766	0.46558287	-0.027726034	0.97788066	0.999986415
CRO_T134178	13.57409384	-0.017505269	0.631410764	-0.027724058	0.977882236	0.999986415
CRO_T116077	28.76800998	-0.012333608	0.446299776	-0.027635256	0.977953062	0.999986415
CRO_T111664	6.749561311	-0.024905326	0.905397352	-0.027507619	0.978054863	1
CRO_T119114	13.57546788	-0.017335627	0.631492333	-0.027451841	0.978099351	0.999986415
CRO_T134162	16.18349079	-0.016033507	0.585086588	-0.027403648	0.978137789	0.999986415
CRO_T119467	10.91908652	-0.020089986	0.734910083	-0.027336658	0.978191219	0.999986415
CRO_T128662	9.401820542	-0.020546133	0.755312736	-0.027202154	0.978298498	0.999986415
CRO_T130863	39.77534803	-0.010620778	0.391016597	-0.027161962	0.978330554	0.999986415
CRO_T103138	25.11758856	-0.013100656	0.483293581	-0.027107035	0.978374363	0.999986415
CRO_T121310	21.99234814	-0.013827246	0.510265259	-0.027098153	0.978381448	0.999986415
CRO_T122544	24.57593572	-0.012959581	0.480360173	-0.026978883	0.978476576	0.999986415
CRO_T105089	5.205111908	-0.026944726	0.999917791	-0.026946942	0.978502053	1
CRO_T110265	5.205111908	-0.026944726	0.999917791	-0.026946942	0.978502053	1
CRO_T124011	12.00984346	-0.01811953	0.674064158	-0.026881016	0.978554635	0.999986415
CRO_T106591	9.404568626	-0.020055667	0.759332916	-0.026412219	0.978928548	0.999986415
CRO_T116118	19.34283699	-0.014206422	0.538069777	-0.026402564	0.978936249	0.999986415
CRO_T138970	13.59526885	-0.016725995	0.633776372	-0.026391004	0.978945469	0.999986415
CRO_T102811	5.206485949	-0.026488292	1.005130049	-0.0263531	0.978975702	1
CRO_T140607	58.66465651	-0.008599361	0.326658066	-0.026325268	0.978997901	0.999986415
CRO_T127034	21.97066088	-0.013218769	0.503720892	-0.026242248	0.979064118	0.999986415
CRO_T105507	79.75740387	-0.008239754	0.314238963	-0.0262213	0.979080827	0.999986415
CRO_T137910	13.56671138	-0.016615253	0.634248188	-0.026196768	0.979100393	0.999986415
CRO_T107915	13.56808542	-0.016445476	0.63229347	-0.026009246	0.979249964	0.999986415
CRO_T136798	13.56808542	-0.016445476	0.63229347	-0.026009246	0.979249964	0.999986415
CRO_T129654	64.4805634	-0.008515745	0.330404047	-0.02577373	0.979437815	0.999986415
CRO_T116882	30.36860197	-0.011209362	0.435437883	-0.025742736	0.979462537	0.999986415
CRO_T100437	20.37093069	-0.013652222	0.530715478	-0.025724183	0.979477335	0.999986415
CRO_T131710	21.93930319	-0.013341798	0.519242432	-0.025694738	0.979500821	0.999986415
CRO_T101292	20.94531527	-0.013553868	0.527781524	-0.025680832	0.979511913	0.999986415
CRO_T133047	10.96143655	-0.017905316	0.703352224	-0.025457112	0.979690357	0.999986415
CRO_T129851	13.58651235	-0.01600482	0.632128351	-0.02531894	0.979800566	0.999986415
CRO_T127765	9.395812131	-0.019027669	0.752953361	-0.025270714	0.979839033	0.999986415
CRO_T100776	44.52927781	-0.009275441	0.367252523	-0.025256303	0.979850528	0.999986415
CRO_T119118	73.35188738	-0.007636257	0.303831789	-0.025133172	0.979948741	0.999986415
CRO_T120197	13.5878864	-0.015836124	0.63114223	-0.025091213	0.979982209	0.999986415
CRO_T113309	9.397186172	-0.018783764	0.75303833	-0.024943968	0.980099657	0.999986415
CRO_T126804	9.397186172	-0.018783764	0.75303833	-0.024943968	0.980099657	0.999986415
CRO_T131208	9.397186172	-0.018783764	0.75303833	-0.024943968	0.980099657	0.999986415
CRO_T124117	57.08884941	-0.008303847	0.333265985	-0.024916577	0.980121505	0.999986415
CRO_T133674	21.96465247	-0.012553577	0.504019127	-0.024906945	0.980129187	0.999986415
CRO_T114993	23.55007786	-0.012156238	0.488817093	-0.024868683	0.980159707	0.999986415
CRO_T123588	23.56163458	-0.012435349	0.500311244	-0.024855227	0.98017044	0.999986415
CRO_T135251	13.58926044	-0.015664879	0.632291475	-0.024774774	0.980234612	0.999986415
CRO_T119334	27.74770043	-0.011333044	0.459624861	-0.02465716	0.980328426	0.999986415
CRO_T123267	9.398560214	-0.01853053	0.756973433	-0.024479762	0.980469926	0.999986415
CRO_T110407	26.15071832	-0.011370248	0.466191379	-0.024389658	0.980541798	0.999986415
CRO_T103347	21.9830794	-0.012278514	0.504356972	-0.024344888	0.980577508	0.999986415
CRO_T108505	58.24866305	-0.008420571	0.34698952	-0.024267509	0.98063923	0.999986415
CRO_T120687	12.02226198	-0.016377444	0.678406744	-0.02414104	0.980740108	0.999986415
CRO_T122299	29.31143857	-0.010640315	0.444330773	-0.023946833	0.980895017	0.999986415
CRO_T107245	30.39807338	-0.010392642	0.43712971	-0.023774733	0.981032294	0.999986415
CRO_T105570	51.38694376	-0.008230841	0.348050031	-0.023648442	0.981133032	0.999986415
CRO_T135447	19.37505648	-0.012704367	0.537323045	-0.023643816	0.981136722	0.999986415
CRO_T126367	47.67660718	-0.008430268	0.357138112	-0.023605064	0.981167633	0.999986415
CRO_T118561	36.14375524	-0.009469221	0.401673269	-0.023574437	0.981192062	0.999986415
CRO_T129500	15.16455529	-0.014184698	0.601829075	-0.023569314	0.981196149	0.999986415
CRO_T127317	5.200477538	-0.023737688	1.010123724	-0.023499783	0.981251612	1
CRO_T129013	5.200477538	-0.023737688	1.010123724	-0.023499783	0.981251612	1
CRO_T138659	13.58187798	-0.014774609	0.63202453	-0.023376639	0.981349839	0.999986415
CRO_T137663	23.54544349	-0.011434851	0.489487192	-0.023360878	0.981362411	0.999986415
CRO_T125630	27.7301353	-0.010581775	0.454056607	-0.023304968	0.981407009	0.999986415
CRO_T114516	19.37780457	-0.012460663	0.536264677	-0.023236031	0.981461998	0.999986415
CRO_T111523	110.2310141	-0.006095296	0.26277528	-0.023195849	0.981494049	0.999986415
CRO_T107875	9.389803719	-0.017502586	0.754729277	-0.023190548	0.981498278	0.999986415
CRO_T137149	6.781780802	-0.020547845	0.886863342	-0.023169122	0.981515369	1
CRO_T118029	15.16730337	-0.013874419	0.600310376	-0.023112075	0.981560874	0.999986415
CRO_T111767	38.79000606	-0.009023577	0.392056734	-0.023015997	0.981637512	0.999986415
CRO_T112586	50.84282359	-0.00809819	0.351890702	-0.023013367	0.98163961	0.999986415
CRO_T113640	6.783154843	-0.020188425	0.881350443	-0.02290624	0.981725063	1
CRO_T139085	6.783154843	-0.020188425	0.881350443	-0.02290624	0.981725063	1
CRO_T137986	34.07567822	-0.009906219	0.433443635	-0.022854687	0.981766185	0.999986415
CRO_T131977	10.97522911	-0.015825157	0.69953509	-0.022622392	0.981951482	0.999986415
CRO_T103252	6.784528885	-0.019853256	0.881432847	-0.022523844	0.982030092	1
CRO_T118988	6.784528885	-0.019853256	0.881432847	-0.022523844	0.982030092	1
CRO_T130182	15.1857303	-0.013483886	0.601488789	-0.022417518	0.982114906	0.999986415
CRO_T102905	27.7683632	-0.010059798	0.453148506	-0.022199782	0.982288592	0.999986415
CRO_T127019	44.56836751	-0.008315192	0.376519121	-0.022084381	0.982380646	0.999986415
CRO_T105526	27.78541609	-0.009925943	0.454392089	-0.021844445	0.982572041	0.999986415
CRO_T138660	35.13082814	-0.008986353	0.411928736	-0.021815309	0.982595282	0.999986415
CRO_T125752	15.15992092	-0.013072248	0.59989493	-0.021790895	0.982614757	0.999986415
CRO_T126730	25.11335589	-0.010358957	0.477852501	-0.021678146	0.982704696	0.999986415
CRO_T116462	40.32930885	-0.00839812	0.388000397	-0.021644618	0.982731442	0.999986415
CRO_T121507	19.387475	-0.011639606	0.538685962	-0.021607405	0.982761127	0.999986415
CRO_T134667	104.9810848	-0.005632068	0.26144005	-0.021542485	0.982812914	0.999986415
CRO_T114957	15.16129496	-0.012920036	0.599974445	-0.02153431	0.982819435	0.999986415
CRO_T127392	42.38188636	-0.008469234	0.399932532	-0.021176657	0.983104735	0.999986415
CRO_T123294	122.8156605	-0.005831301	0.276519684	-0.021088197	0.983175301	0.999986415
CRO_T140336	10.96784665	-0.014729665	0.700506195	-0.021027174	0.983223979	0.999986415
CRO_T132998	19.34736081	-0.011262884	0.53662505	-0.020988368	0.983254935	0.999986415
CRO_T108983	13.5942965	-0.013264901	0.633809739	-0.020928838	0.983302422	0.999986415
CRO_T109070	4.167749473	-0.024538228	1.174461178	-0.020893179	0.983330868	1
CRO_T128906	31.96547353	-0.008838832	0.424858114	-0.020804198	0.983401849	0.999986415
CRO_T110038	660.7582556	-0.003706441	0.178204019	-0.020798866	0.983406103	0.999986415
CRO_T101402	33.5237155	-0.008636803	0.415948199	-0.020764131	0.983433811	0.999986415
CRO_T121277	19.3644137	-0.011072958	0.534219836	-0.020727343	0.983463157	0.999986415
CRO_T139058	632.9176096	-0.003742011	0.181829631	-0.020579766	0.983580881	0.999986415
CRO_T105706	6.777146432	-0.018096541	0.881081825	-0.020539002	0.9836134	1
CRO_T114965	6.777146432	-0.018096541	0.881081825	-0.020539002	0.9836134	1
CRO_T117380	6.777146432	-0.018096541	0.881081825	-0.020539002	0.9836134	1
CRO_T124662	6.777146432	-0.018096541	0.881081825	-0.020539002	0.9836134	1
CRO_T133900	6.777146432	-0.018096541	0.881081825	-0.020539002	0.9836134	1
CRO_T127401	14.10739188	-0.013488478	0.657124742	-0.02052651	0.983623364	0.999986415
CRO_T140390	48.29562978	-0.007599933	0.370471403	-0.020514222	0.983633167	0.999986415
CRO_T117320	17.76330947	-0.011533575	0.563976589	-0.02045045	0.983684039	0.999986415
CRO_T128631	20.96689198	-0.010570592	0.519207041	-0.020359107	0.983756905	0.999986415
CRO_T103847	29.34039773	-0.008964227	0.441552964	-0.02030159	0.983802787	0.999986415
CRO_T133169	48.21970287	-0.007453458	0.368724465	-0.020214166	0.983872527	0.999986415
CRO_T125633	6.778520473	-0.017761283	0.881163061	-0.020156636	0.98391842	1
CRO_T108315	16.26119344	-0.014940989	0.742103197	-0.020133304	0.983937033	0.999986415
CRO_T118401	10.98764763	-0.013977592	0.698740661	-0.020003977	0.9840402	0.999986415
CRO_T116369	17.79741524	-0.01113264	0.560897559	-0.019847903	0.984164704	0.999986415
CRO_T110837	29.35882466	-0.008758322	0.441738714	-0.019826928	0.984181437	0.999986415
CRO_T102719	16.75639079	-0.011367885	0.57574626	-0.01974461	0.984247104	0.999986415
CRO_T127754	19.38558872	-0.010523	0.535315823	-0.019657555	0.98431655	0.999986415
CRO_T135410	4.171871598	-0.02251156	1.145691676	-0.019648881	0.98432347	1
CRO_T121182	9.915317618	-0.015709174	0.800413344	-0.019626326	0.984341462	0.999986415
CRO_T121309	6.795573362	-0.01722669	0.882069106	-0.019529864	0.984418413	1
CRO_T101058	9.404970321	-0.014822797	0.759493558	-0.019516685	0.984428927	0.999986415
CRO_T128947	30.93411951	-0.008435038	0.434237107	-0.019424958	0.9845021	0.999986415
CRO_T128494	50.33293013	-0.006766291	0.349691608	-0.019349309	0.984562448	0.999986415
CRO_T116383	6.796947403	-0.016890063	0.879043771	-0.019214132	0.984670284	1
CRO_T121907	6.796947403	-0.016890063	0.879043771	-0.019214132	0.984670284	1
CRO_T101021	13.61684556	-0.012270655	0.640671692	-0.019152797	0.984719213	0.999986415
CRO_T117090	27.77614735	-0.008690771	0.45392111	-0.019145995	0.98472464	0.999986415
CRO_T126985	10.96183824	-0.01342134	0.703488858	-0.019078255	0.984778678	0.999986415
CRO_T132577	30.93824163	-0.008198498	0.432680003	-0.018948179	0.984882445	0.999986415
CRO_T110630	70.2822773	-0.006220837	0.329913508	-0.018855962	0.984956011	0.999986415
CRO_T109991	15.19214041	-0.011180696	0.599879356	-0.018638242	0.985129696	0.999986415
CRO_T127052	26.72361832	-0.008603375	0.464439256	-0.018524221	0.985220655	0.999986415
CRO_T110037	43.52453656	-0.006814042	0.370220753	-0.018405348	0.985315486	0.999986415
CRO_T107330	10.98163921	-0.012673105	0.698440313	-0.018144865	0.985523287	0.999986415
CRO_T117233	10.98163921	-0.012673105	0.698440313	-0.018144865	0.985523287	0.999986415
CRO_T120989	10.98163921	-0.012673105	0.698440313	-0.018144865	0.985523287	0.999986415
CRO_T122636	10.98163921	-0.012673105	0.698440313	-0.018144865	0.985523287	0.999986415
CRO_T128737	15.19488849	-0.010873141	0.601871285	-0.018065558	0.985586554	0.999986415
CRO_T139118	16.75175642	-0.010349049	0.573214089	-0.018054422	0.985595438	0.999986415
CRO_T125494	4.191672569	-0.020588661	1.151484593	-0.017880101	0.985734503	1
CRO_T109259	10.98301326	-0.012464324	0.698524428	-0.017843791	0.98576347	0.999986415
CRO_T115688	10.98301326	-0.012464324	0.698524428	-0.017843791	0.98576347	0.999986415
CRO_T117937	16.75313046	-0.010211023	0.573291655	-0.017811219	0.985789455	0.999986415
CRO_T123720	16.75313046	-0.010211023	0.573291655	-0.017811219	0.985789455	0.999986415
CRO_T109606	39.35689764	-0.006836233	0.388777918	-0.017583902	0.985970799	0.999986415
CRO_T111083	29.34680783	-0.007749734	0.441221762	-0.017564261	0.985986468	0.999986415
CRO_T113347	20.9562492	-0.009048016	0.515176615	-0.01756294	0.985987522	0.999986415
CRO_T127744	5.745792408	-0.018217668	1.040145101	-0.017514545	0.986026129	1
CRO_T140646	170.8769581	-0.004174571	0.238821464	-0.017479883	0.986053782	0.999986415
CRO_T128649	10.9843873	-0.012251122	0.701495257	-0.017464297	0.986066215	0.999986415
CRO_T102500	18.32705127	-0.009674304	0.558904004	-0.017309419	0.986189771	0.999986415
CRO_T132250	11.00006614	-0.012129555	0.701010911	-0.017302948	0.986194934	0.999986415
CRO_T124156	15.18475796	-0.010376348	0.601333994	-0.017255548	0.986232748	0.999986415
CRO_T128989	29.36386072	-0.007623415	0.441942872	-0.017249774	0.986237354	0.999986415
CRO_T111926	16.77155739	-0.009853892	0.57274038	-0.017204814	0.986273221	0.999986415
CRO_T109740	38.77976497	-0.006818122	0.396819286	-0.017181932	0.986291476	0.999986415
CRO_T106527	19.37219785	-0.009137077	0.535437328	-0.0170647	0.986385	0.999986415
CRO_T116754	15.186132	-0.010228454	0.59954348	-0.017060404	0.986388427	0.999986415
CRO_T116116	16.20872953	-0.01022302	0.600362891	-0.017028067	0.986414225	0.999986415
CRO_T137802	22.53291809	-0.008455594	0.501902877	-0.016847072	0.986558617	0.999986415
CRO_T110019	6.790938992	-0.014804911	0.878798682	-0.016846761	0.986558865	1
CRO_T122625	6.790938992	-0.014804911	0.878798682	-0.016846761	0.986558865	1
CRO_T124216	6.790938992	-0.014804911	0.878798682	-0.016846761	0.986558865	1
CRO_T134644	6.790938992	-0.014804911	0.878798682	-0.016846761	0.986558865	1
CRO_T136322	6.790938992	-0.014804911	0.878798682	-0.016846761	0.986558865	1
CRO_T138889	25.17916891	-0.007935526	0.474647118	-0.01671879	0.986660957	0.999986415
CRO_T113935	19.37494593	-0.008886884	0.538090574	-0.016515591	0.986823064	0.999986415
CRO_T111007	30.91472023	-0.007065145	0.43516422	-0.016235583	0.987046448	0.999986415
CRO_T124084	10.9756308	-0.011360307	0.701421048	-0.016196131	0.987077922	0.999986415
CRO_T139857	10.9756308	-0.011360307	0.701421048	-0.016196131	0.987077922	0.999986415
CRO_T127879	8.346432872	-0.013323024	0.823086461	-0.016186664	0.987085475	0.999986415
CRO_T132203	332.5002291	-0.002933368	0.183725643	-0.015966025	0.987261496	0.999986415
CRO_T115316	40.93168024	-0.006069258	0.380801867	-0.015938101	0.987283774	0.999986415
CRO_T121709	10.97700484	-0.011150564	0.701505044	-0.015895202	0.987317998	0.999986415
CRO_T128075	12.56380428	-0.010339339	0.661201606	-0.015637195	0.987523832	0.999986415
CRO_T136106	50.87722052	-0.00538041	0.346933644	-0.01550847	0.987626527	0.999986415
CRO_T132491	10.99405773	-0.01082167	0.70071091	-0.015443844	0.987678085	0.999986415
CRO_T141119	30.93864333	-0.006557572	0.430763036	-0.015223155	0.987854149	0.999986415
CRO_T114788	20.9714158	-0.007843652	0.515387006	-0.015218955	0.9878575	0.999986415
CRO_T117076	10.99543177	-0.010617898	0.699263198	-0.015184409	0.98788506	0.999986415
CRO_T101157	26.77838686	-0.00701317	0.463531327	-0.015129873	0.987928569	0.999986415
CRO_T133043	22.54533661	-0.007532613	0.501416245	-0.015022674	0.988014091	0.999986415
CRO_T128138	71.35098203	-0.004582692	0.307850588	-0.014886092	0.988123056	0.999986415
CRO_T131597	12.55367374	-0.009731342	0.658750822	-0.014772418	0.988213745	0.999986415
CRO_T108500	24.15056297	-0.007177487	0.489881809	-0.014651467	0.988310239	0.999986415
CRO_T119879	34.13484339	-0.006160735	0.421265873	-0.014624338	0.988331882	0.999986415
CRO_T134969	35.17724189	-0.006007342	0.410878387	-0.01462073	0.988334761	0.999986415
CRO_T105613	15.19992456	-0.008722966	0.601236547	-0.014508376	0.988424397	0.999986415
CRO_T101927	8.370355969	-0.011382901	0.79794526	-0.014265265	0.988618351	0.999986415
CRO_T119019	37.24257082	-0.005966029	0.419011509	-0.014238341	0.988639831	0.999986415
CRO_T112995	100.8499515	-0.003971779	0.279534674	-0.014208539	0.988663607	0.999986415
CRO_T128996	16.75954056	-0.008121079	0.572150922	-0.014193946	0.98867525	0.999986415
CRO_T120144	97.1852774	-0.004312414	0.304252964	-0.01417378	0.988691339	0.999986415
CRO_T123939	39.36004741	-0.005413425	0.387588769	-0.013966929	0.988856365	0.999986415
CRO_T133472	15.20267264	-0.008396664	0.605237344	-0.013873341	0.988931031	0.999986415
CRO_T136068	8.387408858	-0.010957367	0.798878588	-0.013715935	0.98905661	0.999986415
CRO_T104526	4.204091088	-0.015598862	1.139195725	-0.013692872	0.98907501	1
CRO_T130784	10.98667528	-0.009684769	0.708242837	-0.013674362	0.989089778	0.999986415
CRO_T118309	16.77796749	-0.007766845	0.571468532	-0.013591028	0.989156263	0.999986415
CRO_T105280	16.77934154	-0.007628935	0.571546222	-0.013347888	0.989350243	0.999986415
CRO_T126548	16.77934154	-0.007628935	0.571546222	-0.013347888	0.989350243	0.999986415
CRO_T122904	12.5905276	-0.008789781	0.660801698	-0.013301693	0.989387098	0.999986415
CRO_T113196	6.804731552	-0.011496125	0.88270582	-0.013023734	0.989608858	1
CRO_T120424	4.176907663	-0.014563279	1.120091352	-0.013001867	0.989626304	1
CRO_T113687	79.80735369	-0.003726867	0.289141005	-0.012889444	0.989715997	0.999986415
CRO_T140989	16.79776847	-0.007272606	0.573390389	-0.012683516	0.989880289	0.999986415
CRO_T111401	146.5867736	-0.00333395	0.263123018	-0.012670691	0.989890522	0.999986415
CRO_T110069	28.34303893	-0.00560878	0.449837275	-0.012468465	0.990051862	0.999986415
CRO_T125453	11.00785029	-0.008750279	0.702886271	-0.012449067	0.990067338	0.999986415
CRO_T135100	40.89059371	-0.004685177	0.383720008	-0.012209885	0.990258163	0.999986415
CRO_T127081	66.71534584	-0.003782798	0.310650573	-0.012177021	0.990284383	0.999986415
CRO_T139481	143.9573332	-0.003152254	0.259936108	-0.012127034	0.990324264	0.999986415
CRO_T123896	12.5674663	-0.007925645	0.655952892	-0.012082643	0.99035968	0.999986415
CRO_T136298	4.179655746	-0.013479869	1.120196274	-0.012033489	0.990398897	1
CRO_T135873	18.33020105	-0.006649566	0.552921227	-0.012026245	0.990404676	0.999986415
CRO_T111668	107.6809108	-0.003089049	0.2593011	-0.011912981	0.990495042	0.999986415
CRO_T107813	16.77333312	-0.006763038	0.572117057	-0.011821075	0.990568367	0.999986415
CRO_T114414	18.33157509	-0.006519302	0.551750459	-0.011815671	0.990572678	0.999986415
CRO_T115241	12.56884034	-0.007742737	0.656035412	-0.011802315	0.990583334	0.999986415
CRO_T131386	14.17131862	-0.007323871	0.622678712	-0.011761878	0.990615595	0.999986415
CRO_T123948	56.63847067	-0.003934629	0.335017151	-0.01174456	0.990629412	0.999986415
CRO_T124823	26.74468278	-0.005398934	0.46327465	-0.011653852	0.990701782	0.999986415
CRO_T136730	26.76036163	-0.005352848	0.460132407	-0.011633278	0.990718197	0.999986415
CRO_T129179	8.381400446	-0.009244096	0.796122971	-0.011611392	0.990735658	0.999986415
CRO_T110386	32.49866103	-0.004830926	0.424487743	-0.011380601	0.99091979	0.999986415
CRO_T130183	12.58589323	-0.007456099	0.655645827	-0.011372144	0.990926537	0.999986415
CRO_T130201	38.3268071	-0.004434639	0.391792872	-0.011318835	0.990969069	0.999986415
CRO_T106644	8.382774488	-0.008969814	0.794111125	-0.011295415	0.990987755	0.999986415
CRO_T116384	8.382774488	-0.008969814	0.794111125	-0.011295415	0.990987755	0.999986415
CRO_T127861	8.382774488	-0.008969814	0.794111125	-0.011295415	0.990987755	0.999986415
CRO_T132326	8.382774488	-0.008969814	0.794111125	-0.011295415	0.990987755	0.999986415
CRO_T140927	8.382774488	-0.008969814	0.794111125	-0.011295415	0.990987755	0.999986415
CRO_T122347	12.58726727	-0.007274626	0.654534482	-0.011114199	0.991132335	0.999986415
CRO_T139100	12.58726727	-0.007274626	0.654534482	-0.011114199	0.991132335	0.999986415
CRO_T101976	18.35137606	-0.006060839	0.548448363	-0.011050884	0.991182849	0.999986415
CRO_T113365	35.68193033	-0.004480751	0.407900426	-0.010984914	0.991235483	0.999986415
CRO_T105009	107.2860923	-0.002888021	0.263018484	-0.010980295	0.991239168	0.999986415
CRO_T117811	5.753576557	-0.010920356	0.996165453	-0.010962392	0.991253452	1
CRO_T118926	8.384148529	-0.008700178	0.796291652	-0.010925869	0.991282591	0.999986415
CRO_T135881	8.384148529	-0.008700178	0.796291652	-0.010925869	0.991282591	0.999986415
CRO_T100578	12.58864131	-0.007090399	0.65581093	-0.010811651	0.991373719	0.999986415
CRO_T119313	12.58864131	-0.007090399	0.65581093	-0.010811651	0.991373719	0.999986415
CRO_T112207	6.79872314	-0.009348143	0.889316945	-0.010511599	0.991613112	1
CRO_T112277	73.42553795	-0.003132046	0.303833572	-0.010308428	0.991775211	0.999986415
CRO_T114148	35.14027748	-0.004198689	0.41042388	-0.010230129	0.99183768	0.999986415
CRO_T108524	8.402575459	-0.008000877	0.797689604	-0.010030063	0.991997302	0.999986415
CRO_T139228	39.89884163	-0.003866462	0.385644484	-0.010025975	0.992000563	0.999986415
CRO_T101356	28.3167173	-0.004527551	0.451980551	-0.010017136	0.992007615	0.999986415
CRO_T118255	16.76869875	-0.005744462	0.576073287	-0.009971756	0.992043822	0.999986415
CRO_T141053	25.7290076	-0.00471512	0.47407234	-0.009945993	0.992064376	0.999986415
CRO_T139600	22.56691332	-0.004833699	0.498707509	-0.009692453	0.992266662	0.999986415
CRO_T139579	57.77575191	-0.003205485	0.332761606	-0.009632977	0.992314115	0.999986415
CRO_T101613	12.57988482	-0.006307895	0.656678495	-0.009605758	0.992335832	0.999986415
CRO_T113669	9.962191465	-0.007071493	0.737174045	-0.009592705	0.992346247	0.999986415
CRO_T113194	106.5914695	-0.002470154	0.258248336	-0.009565032	0.992368325	0.999986415
CRO_T114228	65.66184446	-0.002977483	0.311921953	-0.009545602	0.992383827	0.999986415
CRO_T120367	12.58125886	-0.006128076	0.655566876	-0.009347751	0.992541682	0.999986415
CRO_T120479	66.62864895	-0.002927684	0.314248204	-0.009316471	0.992566639	0.999986415
CRO_T138300	22.5696614	-0.004628002	0.497865511	-0.009295687	0.992583222	0.999986415
CRO_T140433	22.5696614	-0.004628002	0.497865511	-0.009295687	0.992583222	0.999986415
CRO_T117342	79.32446432	-0.002761848	0.300814377	-0.009181235	0.992674537	0.999986415
CRO_T125683	23.09123252	-0.005006768	0.552769338	-0.009057608	0.992773174	0.999986415
CRO_T117409	48.29718441	-0.003161805	0.354284395	-0.008924483	0.992879388	0.999986415
CRO_T124965	155.9894308	-0.002031867	0.229489613	-0.008853853	0.99293574	0.999986415
CRO_T140364	8.378140118	-0.00699318	0.798486248	-0.008758047	0.993012179	0.999986415
CRO_T120976	19.94046347	-0.004578657	0.530394467	-0.008632551	0.993112306	0.999986415
CRO_T131812	88.28117993	-0.002391536	0.277551882	-0.008616536	0.993125084	0.999986415
CRO_T139216	24.14907838	-0.004153867	0.483053503	-0.008599187	0.993138926	0.999986415
CRO_T112988	8.393818964	-0.006836597	0.799335483	-0.008552851	0.993175895	0.999986415
CRO_T107519	8.379514159	-0.006709683	0.80497903	-0.008335227	0.993349528	0.999986415
CRO_T101489	8.395193006	-0.006571819	0.794850734	-0.008267991	0.993403173	0.999986415
CRO_T115348	8.395193006	-0.006571819	0.794850734	-0.008267991	0.993403173	0.999986415
CRO_T122895	279.5012566	-0.002242167	0.272641639	-0.008223862	0.993438382	0.999986415
CRO_T107132	30.96663015	-0.003407826	0.433547731	-0.007860326	0.993728432	0.999986415
CRO_T131929	35.74087314	-0.003092564	0.409104263	-0.007559355	0.993968565	0.999986415
CRO_T129086	35.1766191	-0.003117848	0.415613394	-0.007501799	0.994014486	0.999986415
CRO_T115584	9.9718619	-0.005501463	0.738600373	-0.007448498	0.994057013	0.999986415
CRO_T127703	9.9718619	-0.005501463	0.738600373	-0.007448498	0.994057013	0.999986415
CRO_T110001	5.767369117	-0.006720935	0.973310865	-0.00690523	0.994490468	1
CRO_T110585	5.767369117	-0.006720935	0.973310865	-0.00690523	0.994490468	1
CRO_T133434	19.95150795	-0.003668836	0.533739974	-0.006873827	0.994515523	0.999986415
CRO_T102167	43.57083976	-0.00259136	0.378117257	-0.006853324	0.994531882	0.999986415
CRO_T136699	9.974609983	-0.005017609	0.732544346	-0.006849563	0.994534882	0.999986415
CRO_T120878	11.53422599	-0.004732603	0.695673944	-0.006802904	0.99457211	0.999986415
CRO_T131670	18.37758714	-0.0037027	0.547782531	-0.006759434	0.994606793	0.999986415
CRO_T127434	11.54990484	-0.004635457	0.697118877	-0.00664945	0.994694545	0.999986415
CRO_T137637	14.15466742	-0.004083446	0.621857206	-0.006566533	0.994760702	0.999986415
CRO_T140524	28.35860723	-0.002927596	0.448506065	-0.00652744	0.994791894	0.999986415
CRO_T130791	5.768743159	-0.006244765	0.963816575	-0.006479204	0.994830379	1
CRO_T130538	29.97951244	-0.002823687	0.44163907	-0.006393653	0.994898638	0.999986415
CRO_T128739	9.991662872	-0.004681796	0.738862471	-0.006336492	0.994944245	0.999986415
