baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
CRO_T131424	20.55482587	-0.182732484	0.523889188	-0.348799877	0.727239556	0.9998771
CRO_T108359	86.77820199	-0.095902525	0.275203137	-0.348479041	0.727480451	0.9998771
CRO_T108430	5.390411569	-0.340636003	0.978620976	-0.348077562	0.727781935	1
CRO_T113870	5.390411569	-0.340636003	0.978620976	-0.348077562	0.727781935	1
CRO_T127011	5.390411569	-0.340636003	0.978620976	-0.348077562	0.727781935	1
CRO_T108251	8.785301421	-0.268367192	0.771593819	-0.347808893	0.727983711	1
CRO_T111864	8.785301421	-0.268367192	0.771593819	-0.347808893	0.727983711	1
CRO_T114332	8.785301421	-0.268367192	0.771593819	-0.347808893	0.727983711	1
CRO_T127811	15.1844491	-0.207456607	0.596517221	-0.347779745	0.728005602	0.9998771
CRO_T108122	14.16474271	-0.213779751	0.614807897	-0.347717966	0.728052003	0.9998771
CRO_T114306	15.17086367	-0.205667632	0.59239752	-0.347178415	0.728457286	0.9998771
CRO_T118055	15.17086367	-0.205667632	0.59239752	-0.347178415	0.728457286	0.9998771
CRO_T122300	45.08060117	-0.123056828	0.35457158	-0.347057787	0.728547906	0.9998771
CRO_T120974	5.388441337	-0.341260931	0.98358773	-0.346955254	0.728624935	1
CRO_T134740	15.17092449	-0.205660722	0.593339235	-0.346615747	0.728880014	0.9998771
CRO_T133785	46.06830236	-0.121914707	0.352485833	-0.345871225	0.729439494	0.9998771
CRO_T128495	15.17181838	-0.205560753	0.594419931	-0.345817396	0.729479951	0.9998771
CRO_T107848	16.17938994	-0.199865607	0.578218445	-0.345657612	0.729600043	0.9998771
CRO_T130103	91.28046257	-0.089754834	0.259697903	-0.345612472	0.729633972	0.9998771
CRO_T122213	8.787210831	-0.26798981	0.776173132	-0.34527066	0.729890902	1
CRO_T134274	13.16841209	-0.221823603	0.64255397	-0.345221745	0.729927672	0.9998771
CRO_T126440	16.17215028	-0.199069837	0.577279173	-0.344841536	0.730213505	0.9998771
CRO_T139233	45.06568678	-0.121903784	0.35383241	-0.344524074	0.730452194	0.9998771
CRO_T114389	16.16580451	-0.198181447	0.575266723	-0.344503583	0.730467602	0.9998771
CRO_T105013	16.16879027	-0.197865824	0.574580306	-0.344365831	0.730571182	0.9998771
CRO_T117999	186.8526054	-0.070181902	0.203965617	-0.344086928	0.730780914	0.9998771
CRO_T134113	8.779971175	-0.26657726	0.775177335	-0.343891968	0.730927532	1
CRO_T139584	8.779971175	-0.26657726	0.775177335	-0.343891968	0.730927532	1
CRO_T135097	16.17018005	-0.199285162	0.579997394	-0.343596651	0.731149644	0.9998771
CRO_T137187	16.17018005	-0.199285162	0.579997394	-0.343596651	0.731149644	0.9998771
CRO_T123394	57.62713942	-0.109274911	0.318251378	-0.343360369	0.73132737	0.9998771
CRO_T139604	29.50617672	-0.152019509	0.442895247	-0.343240325	0.73141767	0.9998771
CRO_T120440	460.0106538	-0.05370073	0.156804402	-0.342469531	0.73199757	0.9998771
CRO_T137967	5.393336506	-0.339653763	0.99279574	-0.342118474	0.732261735	1
CRO_T140725	15.15962273	-0.205277967	0.600062313	-0.342094417	0.732279839	0.9998771
CRO_T118829	16.16047427	-0.197188395	0.576733351	-0.341905656	0.732421893	0.9998771
CRO_T124166	9.786527214	-0.25112357	0.734679314	-0.341813857	0.732490981	1
CRO_T129397	13.17762197	-0.222512623	0.651087255	-0.341755457	0.732534933	0.9998771
CRO_T137741	16.17171521	-0.197556173	0.578168394	-0.341693138	0.732581837	0.9998771
CRO_T106057	17.16665605	-0.190972164	0.559112399	-0.341563099	0.732679711	0.9998771
CRO_T109197	16.15754933	-0.197497345	0.578218528	-0.341561772	0.73268071	0.9998771
CRO_T130929	197.6347601	-0.067078603	0.196528206	-0.341317945	0.73286424	0.9998771
CRO_T137002	53.645345	-0.111245859	0.326384034	-0.340843447	0.733221441	0.9998771
CRO_T124112	9.790467677	-0.25043267	0.734912556	-0.340765263	0.733280303	1
CRO_T136552	9.781196968	-0.249513093	0.732421908	-0.340668527	0.733353134	1
CRO_T106720	9.783167199	-0.249168524	0.732538632	-0.340143868	0.733748187	1
CRO_T107337	9.783167199	-0.249168524	0.732538632	-0.340143868	0.733748187	1
CRO_T132919	16.16441473	-0.196768278	0.578599286	-0.340076945	0.733798583	0.9998771
CRO_T123690	17.15738534	-0.19042649	0.560216565	-0.33991585	0.7339199	0.9998771
CRO_T135049	18.16356712	-0.184921143	0.544111238	-0.339859077	0.733962656	0.9998771
CRO_T132680	35.12698528	-0.135912083	0.400061675	-0.339727827	0.734061504	0.9998771
CRO_T136936	36.10840151	-0.133685321	0.393530354	-0.339707775	0.734076606	0.9998771
CRO_T101036	17.1544604	-0.190717363	0.561551883	-0.339625543	0.73413854	0.9998771
CRO_T129895	17.15935557	-0.190230016	0.560323355	-0.339500423	0.734232778	0.9998771
CRO_T114912	105.0549929	-0.08215048	0.242529706	-0.338723373	0.734818131	0.9998771
CRO_T130129	19.16091327	-0.18078324	0.533728801	-0.338717415	0.73482262	0.9998771
CRO_T128318	19.16047819	-0.179496869	0.530300141	-0.338481655	0.73500025	0.9998771
CRO_T118693	20.15446433	-0.174853802	0.516771037	-0.338358362	0.735093148	0.9998771
CRO_T108693	9.785137431	-0.248818844	0.73641782	-0.337877272	0.735455676	1
CRO_T124184	19.15126831	-0.178999726	0.529812096	-0.337855114	0.735472374	0.9998771
CRO_T138887	16.16638496	-0.19655264	0.581980888	-0.337730403	0.735566361	0.9998771
CRO_T121167	37.08639691	-0.131044989	0.388197283	-0.337573173	0.735684861	0.9998771
CRO_T128348	34.11362466	-0.136854971	0.405661736	-0.337362286	0.735843812	0.9998771
CRO_T135052	21.15233011	-0.170334176	0.505012862	-0.337286808	0.735900704	0.9998771
CRO_T136785	17.15110039	-0.189578876	0.562079666	-0.33728115	0.735904969	0.9998771
CRO_T138773	81.33446059	-0.091749163	0.272173345	-0.337098268	0.736042823	0.9998771
CRO_T110735	6.397922313	-0.305234151	0.905517085	-0.337082708	0.736054553	1
CRO_T130763	6.397922313	-0.305234151	0.905517085	-0.337082708	0.736054553	1
CRO_T138578	21.16102037	-0.172041967	0.510499186	-0.337007329	0.736111375	0.9998771
CRO_T128646	35.12113541	-0.136215473	0.404238142	-0.336968384	0.736140734	0.9998771
CRO_T101333	6.398937839	-0.30495913	0.905572947	-0.336758216	0.736299174	1
CRO_T130816	6.398937839	-0.30495913	0.905572947	-0.336758216	0.736299174	1
CRO_T107741	23.15681275	-0.164012013	0.487071481	-0.336730889	0.736319776	0.9998771
CRO_T100473	6.393607593	-0.302526167	0.898512305	-0.336696744	0.736345518	1
CRO_T104733	6.393607593	-0.302526167	0.898512305	-0.336696744	0.736345518	1
CRO_T112344	6.393607593	-0.302526167	0.898512305	-0.336696744	0.736345518	1
CRO_T134209	6.393607593	-0.302526167	0.898512305	-0.336696744	0.736345518	1
CRO_T126222	9.790528499	-0.250427638	0.744312027	-0.336455182	0.736527643	1
CRO_T134703	30.12554529	-0.143504505	0.426848812	-0.33619516	0.736723702	0.9998771
CRO_T131949	10.78636322	-0.234965174	0.699244021	-0.336027433	0.736850179	1
CRO_T130271	52.63047296	-0.110938813	0.330152396	-0.336023043	0.73685349	0.9998771
CRO_T122894	28.14423223	-0.149037124	0.443590606	-0.33597899	0.73688671	0.9998771
CRO_T107194	159.6565789	-0.069755182	0.207631033	-0.335957401	0.73690299	0.9998771
CRO_T123162	10.78343829	-0.235430891	0.70079115	-0.335950148	0.73690846	1
CRO_T125531	10.78343829	-0.235430891	0.70079115	-0.335950148	0.73690846	1
CRO_T130070	32.11015755	-0.139277887	0.414648037	-0.335894238	0.736950622	0.9998771
CRO_T103749	20.15110432	-0.173884425	0.517812703	-0.335805637	0.737017439	0.9998771
CRO_T108424	23.14424285	-0.162739543	0.48465846	-0.335781909	0.737035334	0.9998771
CRO_T103631	21.14604516	-0.169645454	0.505259653	-0.335758958	0.737052642	0.9998771
CRO_T123991	10.79797842	-0.237786245	0.708355384	-0.335687778	0.737106323	1
CRO_T112924	28.14568283	-0.149870322	0.446539714	-0.335625965	0.737152941	0.9998771
CRO_T120964	24.14546864	-0.160094423	0.477051834	-0.335591253	0.737179121	0.9998771
CRO_T135829	29.12958892	-0.145609651	0.434092755	-0.335434419	0.737297408	0.9998771
CRO_T128489	9.786092136	-0.248643135	0.741757247	-0.335208231	0.737468013	1
CRO_T138738	30.11926034	-0.143013844	0.426908928	-0.334998485	0.737626229	0.9998771
CRO_T134154	29.12037904	-0.14527422	0.433683417	-0.334977577	0.737642001	0.9998771
CRO_T109377	10.77810804	-0.23396278	0.69884566	-0.334784622	0.737787562	1
CRO_T113817	10.77810804	-0.23396278	0.69884566	-0.334784622	0.737787562	1
CRO_T137983	10.77810804	-0.23396278	0.69884566	-0.334784622	0.737787562	1
CRO_T127167	925.8947475	-0.048273797	0.144209009	-0.334748826	0.737814566	0.9998771
CRO_T133075	47.67771661	-0.116281029	0.347408484	-0.334709814	0.737843998	0.9998771
CRO_T127834	23.1398673	-0.161966806	0.483923788	-0.334694862	0.737855278	0.9998771
CRO_T118266	10.79360288	-0.236144105	0.70566119	-0.334642331	0.737894909	1
CRO_T119474	17.14583096	-0.188624422	0.563860124	-0.334523429	0.737984615	0.9998771
CRO_T105741	10.78007827	-0.233650633	0.698963262	-0.334281708	0.738166992	1
CRO_T104950	26.13060052	-0.152637741	0.456650553	-0.334255023	0.738187127	0.9998771
CRO_T124332	10.78731793	-0.234816465	0.702526132	-0.33424588	0.738194025	1
CRO_T138106	6.396967608	-0.305519892	0.914167645	-0.334205541	0.738224463	1
CRO_T134633	30.12123057	-0.1429014	0.427677063	-0.334133889	0.738278529	0.9998771
CRO_T115903	28.12048221	-0.147755696	0.442245273	-0.334103504	0.738301456	0.9998771
CRO_T107752	16.55849132	-0.204909957	0.613326718	-0.334095925	0.738307175	0.9998771
CRO_T134067	26.13161605	-0.152571314	0.456698985	-0.334074126	0.738323624	0.9998771
CRO_T115169	32.12426261	-0.139322727	0.41705487	-0.334063301	0.738331793	0.9998771
CRO_T139976	6.399953366	-0.304700171	0.912486003	-0.333923117	0.738437575	1
CRO_T124150	58.24022305	-0.105034883	0.314702481	-0.33375931	0.73856119	0.9998771
CRO_T122779	21.13976021	-0.16895383	0.50656919	-0.333525673	0.738737514	0.9998771
CRO_T117157	30.11195986	-0.142579757	0.427557534	-0.333475019	0.738775744	0.9998771
CRO_T119163	4.007244011	-0.381128993	1.143078906	-0.33342317	0.738814876	1
CRO_T117213	34.13057011	-0.138310693	0.414877141	-0.333377473	0.738849365	0.9998771
CRO_T136393	30.11297539	-0.142521923	0.42760357	-0.333303866	0.738904922	0.9998771
CRO_T120287	6.387322642	-0.300361758	0.901327363	-0.333243803	0.738950256	1
CRO_T120967	6.387322642	-0.300361758	0.901327363	-0.333243803	0.738950256	1
CRO_T137950	4.008198716	-0.380710998	1.143107462	-0.333049176	0.739097163	1
CRO_T118895	28.11813772	-0.146991407	0.441745964	-0.332750991	0.739322256	0.9998771
CRO_T124690	27.13327692	-0.151512101	0.455415639	-0.332689719	0.739368511	0.9998771
CRO_T100220	24.12953872	-0.158060018	0.475260352	-0.332575644	0.739454631	0.9998771
CRO_T108556	57.26222765	-0.106272869	0.319677119	-0.332438148	0.739558437	0.9998771
CRO_T116810	26.14233736	-0.153826073	0.4628114	-0.332373129	0.739607526	0.9998771
CRO_T121952	6.388338169	-0.300079067	0.905180179	-0.331513078	0.740256964	1
CRO_T103027	26.1194204	-0.152391176	0.459854293	-0.331390135	0.740349816	0.9998771
CRO_T103506	44.67847559	-0.117854108	0.356079089	-0.330977336	0.740661605	0.9998771
CRO_T133464	25.14690062	-0.155612468	0.47078023	-0.330541637	0.740990737	0.9998771
CRO_T122018	10.77188391	-0.232626245	0.704596514	-0.33015526	0.741282651	1
CRO_T112196	11.79051395	-0.223037309	0.67564298	-0.330111191	0.741315948	0.9998771
CRO_T139266	11.77501911	-0.221029694	0.66956909	-0.330107373	0.741318832	0.9998771
CRO_T102912	11.77603464	-0.220882395	0.669629189	-0.329857777	0.741507429	0.9998771
CRO_T105294	11.77698935	-0.220744366	0.66968545	-0.329623955	0.74168412	0.9998771
CRO_T138949	11.77698935	-0.220744366	0.66968545	-0.329623955	0.74168412	0.9998771
CRO_T137253	11.77406441	-0.22116749	0.671012976	-0.329602404	0.741700406	0.9998771
CRO_T108777	10.77474803	-0.232169308	0.704764404	-0.329428255	0.741832014	1
CRO_T115426	11.78524453	-0.221669267	0.672905456	-0.329421117	0.741837409	0.9998771
CRO_T118728	46.64848689	-0.115456938	0.350513451	-0.329393743	0.741858096	0.9998771
CRO_T130756	42.09281662	-0.124730525	0.378762361	-0.329310772	0.741920803	0.9998771
CRO_T118237	45.66657476	-0.116229604	0.353041051	-0.32922405	0.741986346	0.9998771
CRO_T119328	230.2657834	-0.060124322	0.182717982	-0.32905531	0.742113882	0.9998771
CRO_T126176	111.236794	-0.077885672	0.236937544	-0.328718155	0.742368731	0.9998771
CRO_T125955	135.9062415	-0.072116013	0.219527585	-0.328505473	0.742529506	0.9998771
CRO_T107689	42.6719619	-0.118911223	0.362888921	-0.327679398	0.743154082	0.9998771
CRO_T122629	12.77726043	-0.211351984	0.645340014	-0.327504849	0.743286076	0.9998771
CRO_T122932	12.77726043	-0.211351984	0.645340014	-0.327504849	0.743286076	0.9998771
CRO_T118842	70.77535229	-0.095770925	0.292537335	-0.327380179	0.743380356	0.9998771
CRO_T120009	7.396803617	-0.27467044	0.84065781	-0.326732753	0.743870025	1
CRO_T131688	12.77193019	-0.210103963	0.643763775	-0.326368104	0.744145867	0.9998771
CRO_T131811	12.77193019	-0.210103963	0.643763775	-0.326368104	0.744145867	0.9998771
CRO_T111094	12.77294571	-0.209968306	0.643822559	-0.3261276	0.744327816	0.9998771
CRO_T107279	12.7752902	-0.211622492	0.64916151	-0.325993591	0.744429204	0.9998771
CRO_T117806	52.24757649	-0.107749157	0.330593061	-0.325926855	0.744479697	0.9998771
CRO_T139461	12.77390042	-0.209841184	0.643877595	-0.325902291	0.744498282	0.9998771
CRO_T112956	43.66409945	-0.118215157	0.362763599	-0.325873812	0.74451983	0.9998771
CRO_T113708	7.390518666	-0.272778544	0.837921488	-0.325541889	0.744770985	1
CRO_T115629	52.25450271	-0.107520466	0.330703389	-0.325126593	0.745085263	0.9998771
CRO_T110821	7.38950314	-0.273015335	0.84085115	-0.324689257	0.745416266	1
CRO_T124651	13.77417151	-0.201912811	0.622225547	-0.324500998	0.745558767	0.9998771
CRO_T119872	3.988389158	-0.370906813	1.143038669	-0.32449192	0.745565638	1
CRO_T127510	3.988389158	-0.370906813	1.143038669	-0.32449192	0.745565638	1
CRO_T104946	12.77485512	-0.209711819	0.646437134	-0.324411776	0.745626306	0.9998771
CRO_T102247	37.70105279	-0.124771512	0.384711837	-0.324324599	0.745692298	0.9998771
CRO_T132810	17.15365107	-0.187763739	0.579935785	-0.32376643	0.746114873	0.9998771
CRO_T101635	39.67500455	-0.121445735	0.375846911	-0.323125538	0.74660017	0.9998771
CRO_T130045	7.384233715	-0.270888361	0.84013191	-0.32243551	0.747122786	1
CRO_T124122	37.69045312	-0.123888109	0.384775397	-0.321975132	0.747471534	0.9998771
CRO_T121328	7.382263483	-0.271341533	0.843008198	-0.321872947	0.747548949	1
CRO_T117272	70.20533131	-0.102789581	0.319374807	-0.321846241	0.747569181	0.9998771
CRO_T119038	7.383218188	-0.271119677	0.843062862	-0.321588922	0.747764137	1
CRO_T127064	48.26920291	-0.110232667	0.342925819	-0.321447558	0.747871248	0.9998771
CRO_T118803	49.27181848	-0.110495319	0.344076322	-0.321136074	0.748107274	0.9998771
CRO_T107519	7.38518842	-0.270660948	0.843176002	-0.321001722	0.748209086	1
CRO_T113506	36.70254574	-0.12677085	0.39513024	-0.320833075	0.748336893	0.9998771
CRO_T137082	14.14939324	-0.208272424	0.649396049	-0.320717109	0.74842478	0.9998771
CRO_T119917	7.386203947	-0.270424072	0.843234478	-0.320698547	0.748438848	1
CRO_T101063	41.6683308	-0.118864514	0.370723398	-0.320628573	0.748491882	0.9998771
CRO_T112434	36.69061711	-0.125209776	0.390532475	-0.32061297	0.748503708	0.9998771
CRO_T121307	14.76772256	-0.192428538	0.600342304	-0.320531365	0.748565558	0.9998771
CRO_T127054	3.999569278	-0.372119918	1.161802937	-0.320295212	0.748744553	1
CRO_T137387	15.76996388	-0.186384209	0.581980038	-0.320258766	0.748772178	0.9998771
CRO_T110085	13.76058608	-0.199948253	0.624627832	-0.320107819	0.748886598	0.9998771
CRO_T138511	33.70509249	-0.129696306	0.405168105	-0.320104926	0.748888792	0.9998771
CRO_T131693	34.70791426	-0.127985297	0.399887169	-0.320053522	0.748927758	0.9998771
CRO_T120098	15.77091859	-0.186281402	0.58203273	-0.320053139	0.748928048	0.9998771
CRO_T111524	34.70307991	-0.128223574	0.400758131	-0.31995252	0.749004324	0.9998771
CRO_T110922	31.72485577	-0.133686373	0.417861354	-0.319929977	0.749021413	0.9998771
CRO_T123678	31.72485577	-0.133686373	0.417861354	-0.319929977	0.749021413	0.9998771
CRO_T138098	56.22997509	-0.104547925	0.326808513	-0.319905758	0.749039773	0.9998771
CRO_T107293	49.25018406	-0.108600555	0.339631809	-0.319759668	0.749150524	0.9998771
CRO_T103431	7.381308778	-0.271556586	0.849644191	-0.319612126	0.749262381	1
CRO_T102495	15.76900918	-0.18648918	0.583713403	-0.319487575	0.749356811	0.9998771
CRO_T119091	74.97322881	-0.08957796	0.28062463	-0.319209186	0.749567892	0.9998771
CRO_T119212	15.76703895	-0.186705328	0.585578549	-0.318839084	0.749848539	0.9998771
CRO_T139348	15.77630966	-0.187308307	0.588280838	-0.31839947	0.750181941	0.9998771
CRO_T134162	14.76048291	-0.191561122	0.601788121	-0.31831988	0.750242306	0.9998771
CRO_T120665	22.13090596	-0.163038092	0.51254409	-0.31809574	0.750412315	0.9998771
CRO_T107903	15.76272423	-0.185571048	0.58341445	-0.318077565	0.750426101	0.9998771
CRO_T137826	128.5882745	-0.070744543	0.222665498	-0.31771668	0.750699857	0.9998771
CRO_T133501	14.77070832	-0.192079398	0.604691112	-0.317648787	0.750751363	0.9998771
CRO_T104973	17.76378603	-0.174516742	0.54957079	-0.317550977	0.750825565	0.9998771
CRO_T130158	59.20585474	-0.102394503	0.322485712	-0.3175164	0.750851797	0.9998771
CRO_T124315	15.76558834	-0.185261645	0.583572475	-0.317461245	0.750893642	0.9998771
CRO_T135934	17.76911628	-0.175432828	0.552675639	-0.317424572	0.750921464	0.9998771
CRO_T129309	88.15054464	-0.083806608	0.264080542	-0.317352454	0.75097618	0.9998771
CRO_T121421	8.387429739	-0.250058293	0.788317185	-0.317205178	0.751087921	1
CRO_T138804	8.387429739	-0.250058293	0.788317185	-0.317205178	0.751087921	1
CRO_T102863	8.394669395	-0.251548537	0.793147787	-0.317152163	0.751128146	1
CRO_T108568	70.37115753	-0.094254315	0.297392583	-0.316935662	0.751292421	0.9998771
CRO_T122627	7.395413835	-0.271624686	0.857944678	-0.316599302	0.751547666	1
CRO_T119144	8.386475034	-0.250253179	0.790693893	-0.316498182	0.751624405	1
CRO_T124205	32.71701705	-0.130739035	0.413652095	-0.316060372	0.751956685	0.9998771
CRO_T103603	8.388384444	-0.249864595	0.790805756	-0.315962034	0.752031326	1
CRO_T125625	32.69955198	-0.130085668	0.411735782	-0.31594453	0.752044612	0.9998771
CRO_T135169	24.74114801	-0.148063717	0.468889509	-0.315775282	0.752173081	0.9998771
CRO_T138027	21.76101447	-0.158881312	0.503273997	-0.315695452	0.752233679	0.9998771
CRO_T110691	21.7504148	-0.157364253	0.498644874	-0.315583817	0.752318423	0.9998771
CRO_T118875	16.77556522	-0.18227433	0.577604395	-0.315569499	0.752329292	0.9998771
CRO_T117324	26.7310297	-0.143270384	0.454116808	-0.31549236	0.752387851	0.9998771
CRO_T107700	20.75153349	-0.16122076	0.511043137	-0.315473877	0.752401882	0.9998771
CRO_T116082	17.76416029	-0.175927432	0.55793114	-0.315321049	0.752517905	0.9998771
CRO_T102905	25.73614968	-0.145570658	0.461796126	-0.31522711	0.752589223	0.9998771
CRO_T135685	17.75457614	-0.173980066	0.55221969	-0.315055889	0.75271922	0.9998771
CRO_T138434	17.75889086	-0.174996511	0.555674062	-0.314926542	0.752817429	0.9998771
CRO_T118750	70.43887952	-0.094462895	0.300091716	-0.314780081	0.752928637	0.9998771
CRO_T106745	18.75345745	-0.168835842	0.536366738	-0.314776869	0.752931076	0.9998771
CRO_T128722	27.72597054	-0.141134156	0.448381622	-0.314763472	0.752941248	0.9998771
CRO_T135873	16.75424423	-0.178375616	0.566800248	-0.314706312	0.752984651	0.9998771
CRO_T117191	15.77566839	-0.189048839	0.600770304	-0.314677404	0.753006603	0.9998771
CRO_T126035	30.7037596	-0.133429753	0.424172259	-0.314565015	0.753091946	0.9998771
CRO_T105789	30.70477513	-0.133373038	0.424217909	-0.314397472	0.753219176	0.9998771
CRO_T101254	8.381144788	-0.248380343	0.790095866	-0.31436735	0.753242051	1
CRO_T138424	24.73683329	-0.147333881	0.468712699	-0.314337294	0.753264876	0.9998771
CRO_T111095	58.8054932	-0.099168834	0.315496576	-0.314326182	0.753273315	0.9998771
CRO_T131953	47.24080626	-0.10926516	0.347629695	-0.314314806	0.753281954	0.9998771
CRO_T140898	26.74716581	-0.143195933	0.455603533	-0.314299436	0.753293626	0.9998771
CRO_T117207	4.997870133	-0.318882652	1.015202749	-0.314107357	0.753439502	1
CRO_T127073	4.997870133	-0.318882652	1.015202749	-0.314107357	0.753439502	1
CRO_T133364	4.997870133	-0.318882652	1.015202749	-0.314107357	0.753439502	1
CRO_T110757	16.75036459	-0.178767616	0.56915365	-0.31409377	0.753449821	0.9998771
CRO_T134026	44.28112354	-0.11236897	0.357829755	-0.314029139	0.753498908	0.9998771
CRO_T113598	28.71914734	-0.13746184	0.437747349	-0.314020955	0.753505124	0.9998771
CRO_T130131	5.004155084	-0.321669556	1.024383606	-0.314012791	0.753511324	1
CRO_T137114	8.379174557	-0.248778904	0.792413691	-0.31395079	0.753558415	1
CRO_T137546	28.72016287	-0.137401286	0.437794123	-0.313849088	0.75363566	0.9998771
CRO_T122127	4.998824838	-0.318554787	1.015246303	-0.31377094	0.753695017	1
CRO_T128681	4.998824838	-0.318554787	1.015246303	-0.31377094	0.753695017	1
CRO_T134184	94.75929768	-0.081743986	0.260543244	-0.313744411	0.753715168	0.9998771
CRO_T133465	103.6052416	-0.078255705	0.249610366	-0.313511439	0.753892132	0.9998771
CRO_T117005	63.4152619	-0.096006829	0.30626906	-0.313472177	0.753921956	0.9998771
CRO_T118912	4.999840365	-0.318204782	1.01529301	-0.313411773	0.753967841	1
CRO_T139999	8.382099493	-0.24818132	0.792585114	-0.313128919	0.754182719	1
CRO_T119510	158.4707746	-0.065019877	0.207696065	-0.313053001	0.754240395	0.9998771
CRO_T121175	49.2220585	-0.107459127	0.34364611	-0.312702877	0.75450641	0.9998771
CRO_T121380	21.74323596	-0.156761289	0.501598377	-0.312523518	0.754642693	0.9998771
CRO_T113284	20.74290405	-0.15948779	0.510601064	-0.312353032	0.754772241	0.9998771
CRO_T138441	65.37093926	-0.093711962	0.300120038	-0.312248268	0.754851852	0.9998771
CRO_T138680	8.378219852	-0.248968585	0.797717123	-0.312101342	0.754963507	1
CRO_T132581	9.390625763	-0.233646786	0.748781537	-0.312035987	0.755013174	1
CRO_T133451	250.7579676	-0.055794503	0.178883368	-0.311904363	0.755113207	0.9998771
CRO_T127536	145.3465046	-0.066761388	0.214070265	-0.311866703	0.755141828	0.9998771
CRO_T128549	9.396910715	-0.235178557	0.754376374	-0.311752283	0.75522879	1
CRO_T124492	21.74083065	-0.155783162	0.499820284	-0.311678352	0.755284982	0.9998771
CRO_T120831	32.69416091	-0.12957052	0.415928826	-0.311520895	0.75540466	0.9998771
CRO_T121105	5.00079507	-0.3178808	1.020461407	-0.31150693	0.755415275	1
CRO_T107050	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T113849	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T115217	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T116727	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T125117	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T127621	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T130106	4.991585182	-0.316133596	1.01505623	-0.311444417	0.755462792	1
CRO_T110698	23.7356075	-0.149382773	0.47967668	-0.31142388	0.755478402	0.9998771
CRO_T137743	25.71824953	-0.143784464	0.462136655	-0.311129754	0.755701982	0.9998771
CRO_T110787	9.384340812	-0.232136284	0.74673657	-0.310867706	0.755901196	1
CRO_T141084	43.25944692	-0.112298747	0.361292422	-0.310825084	0.7559336	0.9998771
CRO_T123385	18.74082672	-0.167282766	0.538237195	-0.310797483	0.755954583	0.9998771
CRO_T125296	4.993555414	-0.315455637	1.01514644	-0.310748898	0.755991521	1
CRO_T110001	4.996915428	-0.319235932	1.027313554	-0.310748291	0.755991982	1
CRO_T108738	22.73519104	-0.153791794	0.495084369	-0.310637547	0.75607618	0.9998771
CRO_T116789	9.382370581	-0.232494944	0.748650966	-0.310551852	0.756141335	1
CRO_T125238	9.382370581	-0.232494944	0.748650966	-0.310551852	0.756141335	1
CRO_T131375	8.374859837	-0.246679601	0.796074985	-0.309869806	0.756659965	1
CRO_T117003	18.73790179	-0.167543025	0.540944937	-0.309722882	0.7567717	0.9998771
CRO_T120611	50.85044925	-0.103524848	0.334288909	-0.309686756	0.756799175	0.9998771
CRO_T116893	230.6014742	-0.05517207	0.178249528	-0.309521551	0.756924822	0.9998771
CRO_T110131	15.77110105	-0.186277081	0.602355375	-0.309247811	0.757133027	0.9998771
CRO_T124117	53.82620725	-0.10125083	0.328047431	-0.308646923	0.757590123	0.9998771
CRO_T103776	40.27601417	-0.115015056	0.372693495	-0.308604946	0.757622058	0.9998771
CRO_T129788	68.01130084	-0.090901688	0.294912173	-0.308233082	0.757904981	0.9998771
CRO_T112591	4.990630477	-0.31645684	1.027171453	-0.308085704	0.758017119	1
CRO_T100968	20.74779922	-0.159072113	0.516594698	-0.307924401	0.758139858	0.9998771
CRO_T112966	15.74424363	-0.184343303	0.59930012	-0.30759764	0.758388516	0.9998771
CRO_T133030	9.379010566	-0.230450503	0.750282435	-0.30715167	0.75872793	1
CRO_T136756	9.379010566	-0.230450503	0.750282435	-0.30715167	0.75872793	1
CRO_T122679	9.380026093	-0.230265085	0.750342511	-0.306879967	0.758934738	1
CRO_T131389	21.74792494	-0.158788417	0.517431215	-0.306878311	0.758935998	0.9998771
CRO_T117306	66.98765399	-0.090574291	0.295264167	-0.306756801	0.759028492	0.9998771
CRO_T103433	9.375130925	-0.231152922	0.754473879	-0.306376308	0.759318145	1
CRO_T140646	163.1445623	-0.065864568	0.215214065	-0.306042114	0.759572581	0.9998771
CRO_T102519	10.38125189	-0.217636671	0.711248678	-0.305992373	0.759610453	1
CRO_T139032	10.38125189	-0.217636671	0.711248678	-0.305992373	0.759610453	1
CRO_T104934	21.73842534	-0.154781667	0.506561418	-0.305553604	0.759944551	0.9998771
CRO_T106273	120.971454	-0.071068284	0.232721099	-0.305379633	0.760077032	0.9998771
CRO_T117782	16.74561479	-0.176189816	0.577091108	-0.30530676	0.760132528	0.9998771
CRO_T109954	68.96853198	-0.089449426	0.293019842	-0.305267472	0.760162448	0.9998771
CRO_T116069	9.380980798	-0.230082698	0.754181408	-0.305076067	0.760308219	1
CRO_T111757	10.38220659	-0.217480779	0.71301358	-0.305016321	0.760353722	1
