	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRO_T103723	657.4363701	1.126740177	0.208048873	5.415747563	6.10E-08	8.68E-06
CRO_T122494	1703.667182	-0.926981608	0.171519817	-5.404516072	6.50E-08	9.01E-06
CRO_T126746	441.596832	0.786265899	0.145505506	5.403684855	6.53E-08	9.01E-06
CRO_T132129	113.679604	1.359380742	0.253024972	5.372516116	7.76E-08	1.06E-05
CRO_T124545	193.0923911	1.310410089	0.244097451	5.368389068	7.94E-08	1.07E-05
CRO_T141131	268.1791023	1.048223547	0.197418409	5.309654505	1.10E-07	1.45E-05
CRO_T137189	94.84563014	2.50326183	0.480855769	5.205847551	1.93E-07	2.52E-05
CRO_T132033	48.66981512	1.7580525	0.337889175	5.203044762	1.96E-07	2.52E-05
CRO_T111337	177.1882121	1.066847287	0.20861712	5.113900938	3.16E-07	4.00E-05
CRO_T122949	45.33880603	2.152403162	0.421627442	5.10498831	3.31E-07	4.14E-05
CRO_T121280	200.2832179	1.124010429	0.221190733	5.081634368	3.74E-07	4.62E-05
CRO_T102416	232.3721798	-0.99836985	0.196941522	-5.069372061	3.99E-07	4.87E-05
CRO_T110140	17.42473026	4.78375919	0.954922575	5.009578071	5.45E-07	6.55E-05
CRO_T103343	30.92321216	2.711920499	0.541552957	5.007673702	5.51E-07	6.55E-05
CRO_T138563	68.47209165	-1.565029318	0.313149494	-4.997706672	5.80E-07	6.81E-05
CRO_T119210	19.17339339	3.143209745	0.637993318	4.926712643	8.36E-07	9.69E-05
CRO_T117251	17.18743724	3.705875803	0.758822326	4.883720044	1.04E-06	0.000119198
CRO_T101508	108.737515	-1.496114906	0.30899084	-4.841939341	1.29E-06	0.000145448
CRO_T121194	41.81822652	1.92897882	0.400899144	4.811631172	1.50E-06	0.000167329
CRO_T114966	259.9376127	-0.781162166	0.162886772	-4.795737286	1.62E-06	0.000179029
CRO_T109465	314.9796856	1.13817271	0.238229888	4.777623487	1.77E-06	0.000193653
CRO_T140206	65.14704332	1.555583277	0.326959011	4.757731778	1.96E-06	0.000211285
CRO_T134177	331.7100248	-0.925700789	0.195217982	-4.741882792	2.12E-06	0.000225913
CRO_T130926	97.43184706	1.298681808	0.274714935	4.727379707	2.27E-06	0.000239932
CRO_T129101	145.2787273	1.052862435	0.226298873	4.652530618	3.28E-06	0.000342058
CRO_T130011	90.66137053	1.576133166	0.3390409	4.648799497	3.34E-06	0.000344476
CRO_T130403	25.0844313	2.918929924	0.630726436	4.627885812	3.69E-06	0.000377007
CRO_T117695	51.05799123	1.525172625	0.330079505	4.620622005	3.83E-06	0.000384599
CRO_T125961	94.27875283	-1.182138459	0.255913278	-4.619293182	3.85E-06	0.000384599
CRO_T105713	772.2185544	0.65479998	0.141946509	4.613005175	3.97E-06	0.000392251
CRO_T108501	44.59119541	-1.580149737	0.345440445	-4.574304364	4.78E-06	0.000467303
CRO_T112949	65.46528069	1.314764271	0.287683914	4.570169569	4.87E-06	0.000471705
CRO_T120911	266.3464105	0.968187606	0.216882061	4.464120268	8.04E-06	0.000770266
CRO_T113572	72.29798767	1.315787019	0.295780609	4.448523605	8.65E-06	0.000819997
CRO_T112677	43.20393521	1.671516893	0.376214201	4.442992554	8.87E-06	0.000832957
CRO_T132970	195.687091	0.827712818	0.186796431	4.431095463	9.38E-06	0.000871555
CRO_T138587	4243.887126	-0.551914139	0.124661806	-4.427291392	9.54E-06	0.000878367
CRO_T116059	46.97960942	1.52003211	0.344724782	4.409407703	1.04E-05	0.000944859
CRO_T129764	26.3324076	2.027105739	0.462486384	4.383060363	1.17E-05	0.001056476
CRO_T137503	13.41966909	4.290280758	0.979473627	4.380190174	1.19E-05	0.001060293
CRO_T118572	74.84036838	1.462249367	0.334264081	4.374533344	1.22E-05	0.001077897
CRO_T109934	115.5589981	0.98796316	0.228339904	4.326721451	1.51E-05	0.001325557
CRO_T133413	661.6852762	1.030271611	0.238254475	4.324248723	1.53E-05	0.001325557
CRO_T131792	17.83772189	2.625330451	0.607286916	4.323047942	1.54E-05	0.001325557
CRO_T116107	107.4034342	1.199578836	0.278313879	4.310165343	1.63E-05	0.00139241
CRO_T126948	95.98483422	1.044738802	0.243450969	4.291372536	1.78E-05	0.001497366
CRO_T102142	137.5795906	0.965654083	0.225090635	4.29006779	1.79E-05	0.001497366
CRO_T116251	26.78682284	1.990738965	0.46465832	4.284307155	1.83E-05	0.001523091
CRO_T131793	122.1485837	1.030829702	0.241311881	4.27177352	1.94E-05	0.001597155
CRO_T129457	3577.226955	-0.755903636	0.178569547	-4.233104961	2.30E-05	0.001881775
CRO_T100938	13.75263323	3.188661898	0.757640012	4.208676741	2.57E-05	0.002079101
CRO_T121294	278.6492356	1.032438194	0.246894077	4.181704989	2.89E-05	0.002321821
CRO_T123698	72.46864964	1.143317805	0.273988858	4.172862413	3.01E-05	0.002393372
CRO_T128167	30.54839398	1.749791996	0.420383797	4.162367833	3.15E-05	0.002485043
CRO_T118075	21.87755097	3.365581609	0.813535032	4.136984244	3.52E-05	0.002753326
CRO_T118743	33.81628604	1.709725252	0.415150703	4.118324358	3.82E-05	0.002961316
CRO_T101157	44.0440166	1.438440909	0.350301357	4.10629557	4.02E-05	0.003094175
CRO_T107493	1054.409268	-0.628863598	0.15336199	-4.100517993	4.12E-05	0.003146661
CRO_T105598	360.956578	0.646008647	0.158422981	4.077745811	4.55E-05	0.003443222
CRO_T109962	69.39527076	1.144720358	0.281915631	4.060506872	4.90E-05	0.003677956
CRO_T141111	199.5259844	1.129480478	0.278679563	4.052972048	5.06E-05	0.003768346
CRO_T118742	33.81692	1.6929385	0.41842304	4.045997324	5.21E-05	0.003838264
CRO_T111145	23.97131623	2.079014032	0.513973508	4.044982867	5.23E-05	0.003838264
CRO_T119562	18.44397649	2.32543217	0.575974368	4.03738829	5.40E-05	0.003933887
CRO_T113927	134.0159688	1.21428321	0.301862364	4.022638644	5.75E-05	0.004156421
CRO_T121127	154.135259	0.805377471	0.200352477	4.019802915	5.82E-05	0.004166515
CRO_T129630	105.9189525	-0.998182063	0.248495181	-4.016907126	5.90E-05	0.004166515
CRO_T117066	38.47188661	1.57771783	0.392790362	4.016691811	5.90E-05	0.004166515
CRO_T129588	39.14812891	1.513036765	0.377491473	4.008134951	6.12E-05	0.004288121
CRO_T123016	63.66499047	1.155846825	0.288727803	4.003240472	6.25E-05	0.004345419
CRO_T115077	29.90049825	2.177798676	0.544381662	4.000499701	6.32E-05	0.004363736
CRO_T137777	142.0292446	-0.887564781	0.222942613	-3.981135633	6.86E-05	0.004700448
CRO_T126560	39.87782014	1.445866715	0.363658207	3.975894643	7.01E-05	0.004770372
CRO_T124533	43.81262704	1.364134173	0.343277477	3.97385283	7.07E-05	0.004776858
CRO_T127399	177.6908653	0.825819868	0.208090066	3.9685694	7.23E-05	0.00484911
CRO_T122287	40.90987178	1.680380767	0.4246704	3.956905793	7.59E-05	0.005055867
CRO_T102488	11.53211155	4.017032014	1.016653061	3.95123191	7.77E-05	1
CRO_T127607	21.2967643	-2.133176961	0.543385626	-3.92571474	8.65E-05	0.005717543
CRO_T116257	99.71153136	-1.119740017	0.285886202	-3.91673333	8.98E-05	0.005893202
CRO_T138166	58.15036521	-1.209510809	0.30940858	-3.909105584	9.26E-05	0.006040157
CRO_T121214	373.7711219	1.015277309	0.259875593	3.906782076	9.35E-05	0.006056451
CRO_T122916	84.38865911	1.077964044	0.276811528	3.894216592	9.85E-05	0.006318336
CRO_T138711	44.39109246	-1.52496582	0.391698179	-3.893216522	9.89E-05	0.006318336
CRO_T110216	47.88864906	1.356077974	0.348761421	3.888268295	0.000100962	0.006369925
CRO_T106204	1480.094983	-0.59903242	0.154147862	-3.886089708	0.000101872	0.006369925
CRO_T128397	152.4402143	1.175029996	0.302468264	3.884804244	0.000102412	0.006369925
CRO_T101506	55.23576281	-1.412115026	0.36350439	-3.884726202	0.000102445	0.006369925
CRO_T122504	17.19905525	2.295710702	0.591363033	3.882066635	0.000103572	0.006397645
CRO_T120463	47.53337034	1.337008019	0.345742283	3.867065396	0.000110153	0.006724112
CRO_T128454	178.3166405	0.793305326	0.205160121	3.866761831	0.00011029	0.006724112
CRO_T113153	72.08750653	1.144385257	0.296224838	3.863231947	0.000111897	0.00677805
CRO_T110587	67.2725185	1.119464469	0.291086344	3.845815823	0.000120152	0.007231455
CRO_T133410	305.7977564	0.777298628	0.203709198	3.815726703	0.000135783	0.008074135
CRO_T139711	31.35245351	1.616320584	0.423612685	3.815562286	0.000135873	0.008074135
CRO_T129663	883.7633016	0.513828443	0.134908736	3.808711419	0.000139693	0.008248908
CRO_T139481	117.6193463	-0.972522423	0.255509292	-3.806211561	0.000141112	0.00828061
CRO_T102949	125.8148477	0.864015383	0.227195137	3.80296601	0.000142974	0.008337781
CRO_T126482	9.718062382	3.879993689	1.020418551	3.802355106	0.000143327	1
CRO_T116873	45.138177	1.511005681	0.398266189	3.793959226	0.000148264	0.008592907
CRO_T106507	17.94845007	2.158771891	0.571548357	3.777059043	0.000158691	0.009140803
CRO_T115683	1316.080984	-0.497263377	0.131879903	-3.770577375	0.00016287	0.009324324
CRO_T108407	32.42478634	1.514412252	0.402465107	3.762841113	0.000167994	0.009524028
CRO_T125901	16.58412708	2.47009877	0.656547177	3.762256329	0.000168387	0.009524028
CRO_T121190	254.6311606	0.924556351	0.2460506	3.757586253	0.00017156	0.009645384
CRO_T121078	34.06736855	1.721300149	0.458603329	3.753352934	0.000174485	0.009751422
CRO_T105058	1112.753639	-0.643880147	0.171845176	-3.746861922	0.000179061	0.009947928
CRO_T113538	54.87611218	1.153997507	0.308688834	3.73838435	0.000185207	0.010228855
CRO_T129261	138.3842254	0.841124877	0.225098061	3.736704224	0.000186448	0.010237196
CRO_T101159	38.46593676	1.387288927	0.373056936	3.718705626	0.000200246	0.010930884
CRO_T137804	23.82614015	-1.623305298	0.436924001	-3.715303566	0.00020296	0.011014973
CRO_T113857	196.8637484	0.66755825	0.180057972	3.707462902	0.000209346	0.011296266
CRO_T122083	53.39952726	1.184267091	0.32044675	3.695675152	0.000219303	0.011765932
CRO_T122915	85.69551052	0.98518305	0.266992949	3.689921602	0.000224323	0.011966877
CRO_T128789	94.26183363	0.887135911	0.240641408	3.68654721	0.000227317	0.01205809
CRO_T131571	29.43915093	1.567098623	0.425553481	3.682495136	0.000230962	0.012182611
CRO_T129417	15.71662358	2.238856932	0.611348684	3.662160387	0.000250097	0.013118226
CRO_T127821	9.8487123	3.381714889	0.925092955	3.655540635	0.000256641	1
CRO_T104113	158.0878624	-0.878445675	0.240545965	-3.651882811	0.000260325	0.013578825
CRO_T133653	480.7898622	0.629421032	0.172705696	3.644471749	0.000267942	0.013851672
CRO_T112667	622.3947574	-0.757250974	0.207811597	-3.643930297	0.000268506	0.013851672
CRO_T116282	84.36492563	2.002656148	0.549858292	3.642131393	0.00027039	0.013872632
CRO_T129813	47.33640984	1.236749858	0.340049707	3.636967869	0.000275866	0.014076679
CRO_T118416	195.8295263	1.179407744	0.325104042	3.627785544	0.000285863	0.014507911
CRO_T108406	9.696322836	3.336788551	0.924654023	3.60868873	0.000307749	1
CRO_T114331	51137.73366	-0.423400367	0.11737013	-3.607394556	0.000309287	0.01561235
CRO_T114927	407.6807412	0.495261837	0.137353755	3.605739332	0.000311265	0.01562819
CRO_T110043	16.20966171	2.144242152	0.59502809	3.603598193	0.000313842	0.015673742
CRO_T138307	87.14253956	-0.922323402	0.256250109	-3.5993093	0.000319064	0.015850198
CRO_T109258	19.69955025	1.885067329	0.525189018	3.589312161	0.000331552	0.016383886
CRO_T113898	16.2367648	2.132190158	0.594377508	3.587265887	0.000334164	0.016408794
CRO_T127884	15.00266509	-2.068431338	0.576777651	-3.586184959	0.000335551	0.016408794
CRO_T140205	47.13339539	1.218817011	0.340286294	3.581739938	0.000341313	0.016590589
CRO_T130211	18.73295045	2.302914142	0.643163843	3.580602623	0.000342803	0.016590589
CRO_T136396	48.17102947	-1.188857007	0.333161149	-3.568414298	0.000359148	0.01729253
CRO_T106089	3052.954044	-0.412870529	0.115858229	-3.563583988	0.000365826	0.017524165
CRO_T106525	4.987091279	6.102480029	1.717083816	3.553979119	0.000379449	1
CRO_T131248	575.8411271	-0.522356109	0.147669298	-3.537337251	0.000404183	0.01921703
CRO_T134239	966.1977558	0.522793129	0.147822167	3.536635548	0.000405258	0.01921703
CRO_T124266	214.2398732	0.712309219	0.201974033	3.526736617	0.000420715	0.01975677
CRO_T103890	66.65895931	1.024136729	0.290399134	3.526652147	0.000420849	0.01975677
CRO_T125327	123.9768688	0.807737213	0.229319641	3.522320236	0.000427787	0.01998255
CRO_T128979	4304.681196	-0.526835916	0.149697353	-3.519340227	0.000432622	0.020108334
CRO_T102655	11.57590595	2.660311645	0.756487497	3.516663073	0.000437008	1
CRO_T110779	98.71089974	1.036751721	0.295402929	3.509618963	0.000448749	0.020755206
CRO_T127328	411.2765635	0.55718249	0.158956514	3.50525106	0.000456177	0.020995318
CRO_T127345	117.1609038	0.848016522	0.242432163	3.497953868	0.000468842	0.021472974
CRO_T130160	93.43409872	-0.831746914	0.238597762	-3.485979529	0.000490339	0.022252079
CRO_T109061	88.65846787	-1.085512252	0.311406167	-3.485840576	0.000490593	0.022252079
CRO_T106313	21.94119593	1.745645446	0.50136849	3.48176138	0.000498127	0.022485182
CRO_T119061	26.07206095	1.549787963	0.4475416	3.462891412	0.000534404	0.02400727
CRO_T128150	231.5388082	0.921849383	0.266657475	3.457054347	0.000546115	0.024416528
CRO_T116778	81.91251036	0.899933808	0.260826977	3.450309543	0.000559944	0.024916186
CRO_T130732	15.4292784	2.466921251	0.720070578	3.425943685	0.000612667	0.027133652
CRO_T101152	20.89036948	3.07837509	0.899065305	3.423972735	0.000617128	0.027202892
CRO_T128480	25.36007588	1.540157139	0.451030872	3.414748824	0.000638409	0.028009428
CRO_T119125	24.66055195	1.89622459	0.55676005	3.405820137	0.000659656	0.028807034
CRO_T138306	81.54155935	-0.878654014	0.258185157	-3.40319337	0.000666031	0.028817603
CRO_T121628	126.5815617	-1.059519477	0.311331175	-3.403191077	0.000666037	0.028817603
CRO_T138923	360.6131402	-0.511698477	0.150578737	-3.398212044	0.000678278	0.029212636
CRO_T125258	36.60467513	1.253820768	0.369513036	3.393170594	0.000690886	0.029619764
CRO_T136175	16.14058143	2.078299726	0.614428353	3.382493203	0.000718311	0.030655535
CRO_T131259	2725.991762	-0.464869663	0.137724732	-3.375353555	0.000737209	0.031319714
CRO_T133532	10.61782147	3.065287645	0.908695008	3.373285445	0.000742769	1
CRO_T109047	36.92677487	1.241348989	0.368165645	3.371713264	0.000747022	0.031593637
CRO_T127016	51.22353598	-1.063227426	0.316117037	-3.363398049	0.000769893	0.032414898
CRO_T127151	27.69021677	1.502789679	0.448434605	3.351190253	0.00080465	0.033613198
CRO_T134622	286.9256038	-0.788712359	0.235373774	-3.350893117	0.000805514	0.033613198
CRO_T123689	6.133999057	-5.083466443	1.518121731	-3.348523599	0.000812434	1
CRO_T139710	5425.986411	-0.376541054	0.113140246	-3.32809118	0.000874432	0.036327637
CRO_T123773	35.93617087	1.552449759	0.467213646	3.322783424	0.000891241	0.036862819
CRO_T100897	34.35001793	1.285510668	0.387477535	3.317639219	0.000907817	0.037383729
CRO_T127050	20.57760036	1.672376108	0.504713242	3.313517396	0.000921304	0.037773454
CRO_T138495	60.7435396	-1.040776785	0.315580438	-3.29797624	0.000973844	0.039753995
CRO_T128799	133.8610646	1.036780823	0.31457882	3.295774401	0.000981508	0.039893413
CRO_T122644	134.3649598	-0.889176454	0.270270005	-3.289956106	0.00100203	0.040551986
CRO_T131224	306.9544637	0.605908805	0.184260273	3.288331201	0.001007832	0.040577118
CRO_T110611	447.1538386	-0.451803395	0.137436311	-3.287365548	0.001011295	0.040577118
CRO_T137921	3013.66406	-0.639584792	0.194893578	-3.281713021	0.001031786	0.041223126
CRO_T138791	70.11392173	-0.931492883	0.284177311	-3.277858035	0.00104598	0.041613157
CRO_T110594	518.8798917	-0.436087736	0.133148894	-3.275188574	0.001055915	0.04183115
CRO_T126925	4644.788165	-0.423806864	0.129595002	-3.270240796	0.00107456	0.042390929
CRO_T129159	70.81786255	0.95226372	0.291686217	3.264685356	0.001095857	0.043050229
CRO_T131418	82.81854594	-0.925679058	0.283861255	-3.261026436	0.001110097	0.043427916
CRO_T127108	8.804958716	5.592276756	1.721362341	3.248750494	0.001159131	1
CRO_T115309	167.8702566	0.640842172	0.197432811	3.245874725	0.001170904	0.045616641
CRO_T127992	16.90526969	2.17095458	0.669078013	3.244695744	0.001175762	0.045616641
CRO_T114264	3.990418411	5.780786505	1.783829363	3.240661144	0.001192528	1
CRO_T107989	121.181128	-0.933071638	0.288483679	-3.234400098	0.001218986	0.047098994
CRO_T128402	3.853723126	5.686001858	1.758934295	3.232640283	0.001226519	1
CRO_T105894	30.32015034	1.907701469	0.590857569	3.228699387	0.001243545	0.047851015
CRO_T108592	104.8979064	0.74791501	0.232704166	3.21401641	0.001308922	0.050150411
CRO_T131225	922.7033222	0.418549514	0.130271249	3.212907817	0.001313985	0.050150411
CRO_T122563	20.43536016	2.14850071	0.670467398	3.204482005	0.001353057	0.051432618
CRO_T126654	36.46090994	1.210030785	0.378347761	3.19819729	0.001382896	0.052354894
CRO_T119457	787.1917476	-0.740803177	0.232627592	-3.184502625	0.00145003	0.054474036
CRO_T130074	72.00387899	-0.876630037	0.275293018	-3.184352601	0.001450782	0.054474036
CRO_T126954	754.8050812	0.539601683	0.169535555	3.182823105	0.001458467	0.054474036
CRO_T110740	21.07171944	-1.503033434	0.472339085	-3.182106844	0.001462079	0.054474036
CRO_T105603	40.93642731	1.473944753	0.463932402	3.177067922	0.001487722	0.055210359
CRO_T128665	260.1313263	-0.552513405	0.174347734	-3.169031172	0.00152948	0.056536562
CRO_T138557	954.4757044	0.422996432	0.133683559	3.164161954	0.001555302	0.057265618
CRO_T130957	72.75813821	0.844506629	0.267648242	3.15528554	0.001603411	0.05880635
CRO_T110163	6.729665251	3.892354678	1.238499513	3.142798716	0.001673409	1
CRO_T133412	14.6430599	2.709072581	0.862227015	3.141948157	0.001678277	0.061312636
CRO_T126102	71.15221915	0.843524282	0.268690255	3.139392915	0.001692983	0.061610137
CRO_T117430	98.52886198	0.810037685	0.259363228	3.1231786	0.001789091	0.064856292
CRO_T131105	47.39253532	1.115830889	0.359172366	3.106672438	0.001892059	0.06832517
CRO_T127753	105.2820003	0.7187412	0.231635084	3.102903007	0.001916324	0.068682974
CRO_T125956	282.1976723	-0.645798882	0.208130154	-3.102860736	0.001916598	0.068682974
CRO_T113097	569.635514	-0.783157463	0.252979033	-3.095740601	0.00196322	0.070086217
CRO_T100140	105.0369293	0.787230173	0.254402152	3.094432053	0.001971901	0.070129463
CRO_T122296	151.4893752	0.632907639	0.205106552	3.085750468	0.002030391	0.071935233
CRO_T127957	19.19503009	1.942744598	0.62981279	3.084638211	0.002037999	0.071935233
CRO_T106721	254.6488801	-0.519414031	0.168505642	-3.082472635	0.002052886	0.072011835
CRO_T125308	73.23442629	-0.880963274	0.285832837	-3.082092611	0.002055509	0.072011835
CRO_T135998	32.41349294	1.689179827	0.551351176	3.063709481	0.002186111	0.076177531
CRO_T110282	33.50701047	1.254509652	0.409573426	3.06296642	0.002191547	0.076177531
CRO_T140703	371.3749406	0.450696324	0.147192593	3.061949763	0.002199004	0.076177531
CRO_T137479	65.67084449	0.857593952	0.28021618	3.060472642	0.002209879	0.076177531
CRO_T140866	117.5036121	-0.702685844	0.229652262	-3.059781937	0.002214982	0.076177531
CRO_T133009	48.69316518	1.550538452	0.508216207	3.050942554	0.002281242	0.078092365
CRO_T121548	27.1540731	1.660097525	0.544268034	3.050147023	0.002287294	0.078092365
CRO_T116939	27.82213998	-1.297577178	0.426748964	-3.040610022	0.002360994	0.080316572
CRO_T125923	31.89095428	1.228325701	0.405461747	3.02944904	0.002450002	0.083043581
CRO_T134286	54.08138357	0.916810572	0.302990648	3.025870854	0.002479182	0.083730349
CRO_T140757	5.316897622	5.242734488	1.733936955	3.023601563	0.002497852	1
CRO_T106607	7.062010117	3.658956017	1.216931796	3.006705906	0.002640951	1
CRO_T117326	54.57942407	1.066005413	0.354691816	3.005441247	0.002651958	0.089244573
CRO_T114856	14.26067228	1.88626783	0.628266984	3.002334798	0.002679173	0.089727882
CRO_T136714	51.46065543	-1.179189426	0.392850435	-3.001624336	0.002685433	0.089727882
CRO_T116753	9.583926437	2.460674996	0.820377024	2.999444064	0.002704728	1
CRO_T107894	6.107397337	4.890111897	1.634775196	2.991305415	0.002777875	1
CRO_T120221	11.98267584	2.029726997	0.679199199	2.988411943	0.002804313	1
CRO_T127648	20.00461325	1.588207069	0.532150622	2.984506646	0.00284036	0.094567883
CRO_T133122	181.6828824	-0.607718908	0.204538264	-2.971174671	0.00296663	0.098422929
CRO_T106316	17.02806951	1.778710753	0.599291187	2.968024212	0.002997207	0.09867511
CRO_T127378	62.86936895	0.940355765	0.316881295	2.967533208	0.003001999	0.09867511
CRO_T131758	37.62915001	1.572068831	0.529824838	2.967148231	0.00300576	0.09867511
CRO_T104926	16.14049495	2.101478396	0.709576176	2.961596608	0.003060485	0.099859996
CRO_T136754	573.5522856	-0.542936733	0.183355744	-2.961111127	0.003065313	0.099859996
CRO_T124433	39.77958303	1.338589224	0.452185843	2.960263452	0.003073761	0.099859996
CRO_T106262	163.5899588	0.646270331	0.218415772	2.958899562	0.003087397	0.099957142
CRO_T113548	444.6785024	0.433192542	0.146499857	2.956948558	0.003106999	0.100043674
CRO_T110810	20.78779102	1.439479767	0.48688413	2.956514041	0.003111381	0.100043674
CRO_T122616	6092.863617	-0.353230245	0.120534779	-2.930525505	0.003383892	0.108434687
CRO_T102842	856.5442061	0.433710698	0.148722391	2.916243445	0.00354274	0.112851034
CRO_T122255	5572.602974	-0.301717269	0.103470339	-2.915978365	0.003545751	0.112851034
CRO_T109447	21.34812188	1.505285339	0.516785084	2.912787897	0.003582178	0.113625241
CRO_T114263	114.5671605	0.643587902	0.221341872	2.907664487	0.003641388	0.115114447
CRO_T124177	3427.373183	-0.411902193	0.141865925	-2.903461084	0.003690628	0.116279562
CRO_T111319	194.4760981	0.916613212	0.315908058	2.901518939	0.003713583	0.116611484
CRO_T101675	463.4725987	-0.399063594	0.137640511	-2.899317885	0.003739755	0.117041874
CRO_T113801	59.38836126	-0.876505102	0.302488738	-2.897645402	0.003759754	0.117276849
CRO_T117058	12.69668956	1.903135494	0.65768467	2.893689913	0.00380744	0.117932972
CRO_T138885	107.4164764	0.856603334	0.296092486	2.893026253	0.003815494	0.117932972
CRO_T117038	33.70712747	1.113090397	0.384782079	2.892781288	0.003818471	0.117932972
CRO_T138432	181.1016573	0.66917481	0.231489449	2.890735684	0.003843412	0.11831409
CRO_T102139	50.47257321	-0.934093626	0.323759869	-2.88514333	0.003912355	0.119684631
CRO_T117025	24.96525765	1.350012231	0.467932612	2.885056947	0.003913429	0.119684631
CRO_T103670	5667.056369	-0.338526187	0.117476214	-2.881657269	0.003955898	0.120590659
CRO_T103047	183.3486364	-0.537751156	0.186966361	-2.87619203	0.004025048	0.122301527
CRO_T126696	12.20529774	1.921389014	0.668514802	2.874115889	0.004051603	1
CRO_T102356	84.67423133	0.766800818	0.267436592	2.867224756	0.004140888	0.125415482
CRO_T109152	1014.632206	-0.468003039	0.163329517	-2.865391681	0.004164937	0.125433901
CRO_T113160	432.7474619	0.471862883	0.164690893	2.865142543	0.004168216	0.125433901
CRO_T134435	35.90840025	1.883589489	0.658245702	2.861529493	0.004216023	0.125915293
CRO_T102387	15.31371141	-1.510619272	0.527923291	-2.861437062	0.004217252	0.125915293
CRO_T125574	5063.846573	-0.363155939	0.126959145	-2.860415749	0.00423086	0.125915293
CRO_T127259	51.18459201	-0.934760201	0.326851601	-2.859891758	0.004237856	0.125915293
CRO_T131757	30.17374363	1.632535149	0.572081461	2.853676026	0.004321658	0.128000144
CRO_T109034	19.01304564	1.875852998	0.659110974	2.846035146	0.004426731	0.130430201
CRO_T101516	47.4022849	1.121628749	0.394149574	2.845693165	0.004431487	0.130430201
CRO_T107388	19.15766519	2.192350757	0.771896926	2.840211799	0.004508359	0.13227807
CRO_T115168	42.0652275	1.232880816	0.435813477	2.828918519	0.004670559	0.136610209
CRO_T100323	214.9411766	-0.515237889	0.182253459	-2.827040379	0.00469804	0.13698727
CRO_T127042	16.75286109	1.621621332	0.574557556	2.822382745	0.004766825	0.138562599
CRO_T117449	108.1172313	0.638571213	0.226375035	2.820855283	0.00478958	0.138794354
CRO_T114313	2.994518034	5.366472894	1.906858988	2.814299813	0.004888361	1
CRO_T119113	8.825844764	-2.190047551	0.779791235	-2.808504961	0.004977212	1
CRO_T129163	459.2812585	-0.515639631	0.184132039	-2.800379741	0.005104252	0.147442814
CRO_T139012	100.9302019	0.850864478	0.304037784	2.798548483	0.005133286	0.147442814
CRO_T125716	101.5014436	-0.657254078	0.234865118	-2.798432076	0.005135137	0.147442814
CRO_T119385	68.42378915	0.813350612	0.291239322	2.792722518	0.005226651	0.149612872
CRO_T117144	42.15098108	-1.014206226	0.3632974	-2.791669375	0.005243691	0.14964441
CRO_T111100	47.75813957	0.967984119	0.347489397	2.785650809	0.005342038	0.151989087
CRO_T101158	48.03871593	0.894806532	0.321484941	2.783354418	0.00538	0.152606709
CRO_T128778	2662.614593	-0.407031179	0.146350318	-2.781211446	0.005415645	0.153155096
CRO_T116678	9.833050703	2.146975868	0.772336468	2.779845259	0.005438481	1
CRO_T121657	26.44482838	-1.541469607	0.555107582	-2.776884437	0.005488269	0.154742812
CRO_T122551	8.648185452	2.689234702	0.97026917	2.771637794	0.005577506	1
CRO_T117271	61.36903075	-1.024585683	0.370084153	-2.76852082	0.005631139	0.157929345
CRO_T140515	533.7376204	-0.409474027	0.147915248	-2.768301666	0.005634927	0.157929345
CRO_T119561	132.2028852	0.5993904	0.216595214	2.767329843	0.005651754	0.15792952
CRO_T131967	11.08814576	1.94628935	0.703666861	2.765924415	0.005676169	1
CRO_T124485	55.22419939	0.83376252	0.30157558	2.764688436	0.005697719	0.158741488
CRO_T131973	33.30018734	-1.191793008	0.431508622	-2.761921656	0.005746226	0.159619291
CRO_T111005	39.86616249	1.131447292	0.409889277	2.760372996	0.00577354	0.159904922
CRO_T125240	74.22563546	1.024046796	0.3712067	2.758696961	0.005803232	0.16025455
CRO_T130155	203.8162831	-0.544752339	0.198428371	-2.745334934	0.006044917	0.166439074
CRO_T107162	236.9597531	0.492935586	0.179678954	2.743424174	0.006080209	0.16692129
CRO_T113119	58.7855759	0.845823625	0.308769991	2.739332346	0.00615641	0.168520519
CRO_T129952	869.8023138	-0.408478885	0.149245191	-2.736965138	0.006200886	0.169244542
CRO_T107351	70.26195566	-0.811820224	0.297265786	-2.730957489	0.006315062	0.1718612
CRO_T127912	37.95174121	1.158112322	0.425292103	2.723098579	0.006467276	0.175494946
CRO_T131384	478.4255573	-0.405270573	0.148917159	-2.721449808	0.006499625	0.175864505
CRO_T113586	456.1928447	-0.583906184	0.214687879	-2.719791108	0.006532317	0.176241157
CRO_T137117	60.26546704	1.032898711	0.381760661	2.705618513	0.006817732	0.183414563
CRO_T102434	661.5830377	-0.391115059	0.1447925	-2.701210766	0.006908754	0.185093443
CRO_T135117	298.0063471	-0.509893863	0.18880128	-2.700690712	0.006919565	0.185093443
CRO_T132479	202.3254455	0.770620118	0.285524077	2.6989672	0.006955503	0.185114345
CRO_T130834	72.1679628	-0.748952464	0.277516979	-2.698762676	0.006959779	0.185114345
CRO_T129460	86.74290229	0.755014706	0.280000722	2.696474136	0.007007784	0.185864643
CRO_T126803	66.48739839	0.749151699	0.278635416	2.688644928	0.007174269	0.189744246
